University,UG Programs,PG Programs
Indiana Wesleyan University,,
Higher School of Economics,HSE University and University of London Double Degree Programme in Data Science and Business Analytics; HSE University and University of London Parallel Degree Programme in Management and Digital Innovation; HSE University and University of London Double Degree Programme in Economics; International Business and Management Studies; Political Science and World Politics; Sociology and Social Informatics; HSE University and Kyung Hee University Double Degree Programme in Economics and Politics in Asia; HSE University and University of London Parallel Degree Programme in International Relations,"Critical Media Studies; International News Production; Data Science; Master of Data Science; Math of Machine Learning; System and Software Engineering; Economics and Economic Policy; Master of Business Analytics; Strategic Corporate Finance; Business Analytics and Big Data Systems; International Management; Applied Linguistics and Text Analytics; Linguistic Theory and Language Description; Computer Vision; Mathematics (Nizhny Novgorod); Governance of Science, Technology and Innovation; Cognitive Sciences and Technologies: From Neuron to Cognition; Science of Learning and Assessment; Financial Economics; Master of Data and Network Analytics; Law of International Trade, Finance and Economic Integration; Global Business; Mathematics (Moscow); Political Analysis and Public Policy; Global and Regional History; Applied Social Psychology; Comparative Social Research; Politics, Economics & Philosophy; Applied Statistics with Network Analysis; Applied Statistics with Network Analysis; Arts and Culture Management; Finance; International Business; Management and Analytics for Business; Business and Politics in Modern Asia; Comparative Politics of Eurasia; Data Analytics for Politics and Society (St. Petersburg); Population and Development; Economics, Politics and Business in Asia; Master of International Business; Socioeconomic and Political Development of Modern Asia"
Universidad Autónoma de Asunción (UAA),Bachelor of Business Administration; Bachelor of Commercial Engineering; Bachelor of International Trade; Bachelor of Marketing and Advertising; Bachelor of Public Accountant; Bachelor of Audiovisual Communication; Bachelor of Journalism; Bachelor of Clinical Psychology; Bachelor of Nutrition; Bachelor of Odontology; Bachelor of Sports Sciences; Bachelor of Law; Bachelor of Computer Science (Computer Systems); Bachelor of Computer Science (Databases); Bachelor of Computer Science (Networks and Internet); Bachelor of Computer Science Engineering (Computer Science); Bachelor of Computer Science Engineering (Computer Systems),Master in International Trade Management; Master in Marketing and Commercial Management; Master of Accounting and Auditing; Master of Administration and Financial Management; Master of Business Management; Master in Evaluation of Educational Quality; Master in Child Neuropsychology; Master in International Law; Master of Legal Sciences; Master of Science in Education; Master in Information Systems Management
Université Stendhal Grenoble 3,,
Euler-Franeker Memorial University,,
Guizhou University,,
Pepperdine University School of Public Policy,,
New England College of Business and Finance,,
K. N. Toosi University of Technology,,
Rhodes College,,
University of York,"BA (Hons) Archaeology; BA (Hons) Archaeology and Heritage; BA (Hons) Curating and Art History; BA (Hons) Curating and Art History (with a year abroad); BA (Hons) English; BA (Hons) English Language and Linguistics; BA (Hons) English in Education; BA (Hons) English/History; BA (Hons) English/History of Art; BA (Hons) English/Linguistics; BA (Hons) English/Philosophy; BA (Hons) English/Politics; BA (Hons) French and German Language (with a year abroad); BA (Hons) French and Italian Language (with a year abroad); BA (Hons) French and Linguistics (with a year abroad); BA (Hons) French and Spanish Language (with a year abroad); BA (Hons) German and Italian Language (with a year abroad); BA (Hons) German and Linguistics (with a year abroad); BA (Hons) German and Spanish Language (with a year abroad); BA (Hons) Historical Archaeology; BA (Hons) History; BA (Hons) History of Art; BA (Hons) History of Art (with a year abroad); BA (Hons) History/Economics; BA (Hons) History/History of Art; BA (Hons) History/Philosophy; BA (Hons) History/Politics; BA (Hons) Human Geography and Environment; BA (Hons) Human Geography and Environment (with a placement year); BA (Hons) Italian and Linguistics (with a year abroad); BA (Hons) Italian and Spanish Language (with a year abroad); BA (Hons) Linguistics; BA (Hons) Linguistics with French; BA (Hons) Linguistics with German; BA (Hons) Linguistics with Italian; BA (Hons) Linguistics with Spanish; BA (Hons) Music; BA (Hons) Music and Sound Recording; BA (Hons) Philosophy; BA (Hons) Philosophy and Linguistics; BA (Hons) Philosophy and Politics; BA (Hons) Philosophy, Politics and Economics; BA (Hons) Philosophy/Sociology; BA (Hons) Spanish and Linguistics (with a year abroad); BA (Hons) Theatre: Writing, Directing and Performance; BEng (Hons) Music Technology Systems; BEng (Hons) Music Technology Systems (with a Foundation Year); BSc (Hons) Archaeology; BSc (Hons) Bioarchaeology; BSc (Hons) Film and Television Production; MEng (Hons) Music Technology Systems; BA (Hons) Business and Management; BA (Hons) Business and Management (with a year in industry); BA (Hons) Business of the Creative Industries; BSc (Hons) Accounting, Business Finance and Management; BSc (Hons) Accounting, Business Finance and Management (with a year in industry); BSc (Hons) Business and Management; BSc (Hons) Business and Management (with a year in industry); BSc (Hons) Finance, Operations Research, Management and Statistics; BSc (Hons) Finance, Operations Research, Management and Statistics (with a year in industry); BSc (Hons) Marketing; BSc (Hons) Marketing (with a year in industry); BEng (Hons) Electronic Engineering; BEng (Hons) Electronic Engineering with Business Management; BEng (Hons) Electronic Engineering with Music Technology Systems; BEng (Hons) Electronic Engineering with Nanotechnology; BEng (Hons) Electronic Engineering with a Foundation Year; BEng (Hons) Electronic and Communication Engineering; BEng (Hons) Electronic and Computer Engineering; BEng (Hons) Electronic and Electrical Engineering; BEng (Hons) Engineering; BEng/BSc (Hons) Computer Science; BEng/BSc (Hons) Computer Science (with a year in industry); BEng/BSc (Hons) Computer Science with Artificial Intelligence; BEng/BSc (Hons) Computer Science with Artificial Intelligence (with a year in industry); BEng/BSc (Hons) Computer Science with Cyber Security; BEng/BSc (Hons) Computer Science with Cyber Security (with a year in industry); BSc (Hons) Computer Science and Mathematics; BSc (Hons) Computer Science and Mathematics (with a year in industry); MEng (Hons) Computer Science; MEng (Hons) Computer Science (with a year in industry); MEng (Hons) Computer Science with Artificial Intelligence; MEng (Hons) Computer Science with Artificial Intelligence (with a year in industry); MEng (Hons) Computer Science with Cyber Security; MEng (Hons) Computer Science with Cyber Security (with a year in industry); MEng (Hons) Electronic Engineering; MEng (Hons) Electronic Engineering with Business Management; MEng (Hons) Electronic Engineering with Music Technology Systems; MEng (Hons) Electronic Engineering with Nanotechnology; MEng (Hons) Electronic and Communication Engineering; MEng (Hons) Electronic and Computer Engineering; MEng (Hons) Electronic and Electrical Engineering; MEng (Hons) Engineering; MEng (Hons) Micro-mechanical Engineering; MEng (Hons) Robotic Engineering; BA (Hons) Midwifery Practice; BSc (Hons) Biochemistry; BSc (Hons) Biology; BSc (Hons) Biomedical Sciences; BSc (Hons) Biotechnology and Microbiology; BSc (Hons) Genetics; BSc (Hons) Molecular Cell Biology; BSc (Hons) Nursing (Adult); BSc (Hons) Nursing (Child); BSc (Hons) Nursing (Mental Health); BSc (Hons) Psychology; BSc (Hons) Psychology in Education; BSc (Hons) in Medical Sciences (Biomedical Sciences); BSc (Hons) in Medical Sciences (Immunology and Infection); BSc (Hons) in Medical Sciences (Neuroscience); MBBS Medicine; MBBS Medicine with a Gateway Year; MBiochem (Hons) Biochemistry; MBiol (Hons) Biology; MBiol (Hons) Biotechnology and Microbiology; MBiol (Hons) Genetics; MBiol (Hons) Molecular Cell Biology; MBiomedSci (Hons) Biomedical Sciences; MEng (Hons) Medical Engineering; MNurs (Hons) Masters in Nursing (Adult); MNurs (Hons) Masters in Nursing (Child); MNurs (Hons) Masters in Nursing (Mental Health); MSci (Hons) Psychology; BA/BSc (Hons) Mathematics and Philosophy; BSc (Hons) Actuarial Science; BSc (Hons) Actuarial Science (with a year in industry); BSc (Hons) Chemistry; BSc (Hons) Chemistry, Biological and Medicinal Chemistry; BSc (Hons) Chemistry, Green Principles and Sustainable Processes; BSc (Hons) Chemistry, the Atmosphere and the Environment; BSc (Hons) Ecology; BSc (Hons) Environment, Economics and Ecology; BSc (Hons) Environment, Economics and Ecology (with a placement year); BSc (Hons) Environmental Geography; BSc (Hons) Environmental Geography (with a placement year); BSc (Hons) Environmental Science; BSc (Hons) Environmental Science (with a placement year); BSc (Hons) Mathematics; BSc (Hons) Mathematics (with a year in Europe); BSc (Hons) Mathematics and Finance; BSc (Hons) Mathematics and Physics; BSc (Hons) Mathematics and Physics (with a year in Europe); BSc (Hons) Mathematics and Statistics; BSc (Hons) Natural Sciences specialising in Archaeology, Biology or Environment; BSc (Hons) Natural Sciences specialising in Biology, Chemistry or Physics; BSc (Hons) Natural Sciences specialising in Chemistry, Mathematics or Physics; BSc (Hons) Natural Sciences specialising in Mathematical Bioscience; BSc (Hons) Natural Sciences specialising in Neuroscience; BSc (Hons) Physics; BSc (Hons) Physics (with a foundation year); BSc (Hons) Physics (with a year abroad); BSc (Hons) Physics (with a year in industry); BSc (Hons) Physics with Astrophysics; BSc (Hons) Physics with Astrophysics (with a year abroad); BSc (Hons) Physics with Astrophysics (with a year in industry); BSc (Hons) Physics with Philosophy; BSc (Hons) Physics with Philosophy (with a year abroad); BSc (Hons) Theoretical Physics; BSc (Hons) Theoretical Physics (with a year abroad); BSc (Hons) Theoretical Physics (with a year in industry); MBiol (Hons) Ecology; MChem (Hons) Chemistry (with a year abroad); MChem (Hons) Chemistry (with a year in York); MChem (Hons) Chemistry (with a year in industry); MChem (Hons) Chemistry, Biological and Medicinal Chemistry (with a year abroad); MChem (Hons) Chemistry, Biological and Medicinal Chemistry (with a year in York); MChem (Hons) Chemistry, Biological and Medicinal Chemistry (with a year in industry); MChem (Hons) Chemistry, Green Principles and Sustainable Processes (with a year abroad); MChem (Hons) Chemistry, Green Principles and Sustainable Processes (with a year in York); MChem (Hons) Chemistry, Green Principles and Sustainable Processes (with a year in industry); MChem (Hons) Chemistry, the Atmosphere and the Environment (with a year abroad); MChem (Hons) Chemistry, the Atmosphere and the Environment (with a year in York); MChem (Hons) Chemistry, the Atmosphere and the Environment (with a year in industry); MEnv (Hons) Environment, Economics and Ecology; MEnv (Hons) Environment, Economics and Ecology (with a placement year); MEnv (Hons) Environmental Geography; MEnv (Hons) Environmental Geography (with a placement year); MEnv (Hons) Environmental Science; MEnv (Hons) Environmental Science (with a placement year); MMath (Hons) Mathematics; MMath (Hons) Maths and Computer Science; MMath (Hons) Maths and Computer Science (with a year in industry); MMath/MPhys (Hons) Mathematics and Physics; MPhys (Hons) Physics; MPhys (Hons) Physics (with a year abroad); MPhys (Hons) Physics (with a year in industry); MPhys (Hons) Physics with Astrophysics; MPhys (Hons) Physics with Astrophysics (with a year abroad); MPhys (Hons) Physics with Astrophysics (with a year in industry); MPhys (Hons) Physics with Philosophy; MPhys (Hons) Theoretical Physics; MPhys (Hons) Theoretical Physics (with a year abroad); MPhys (Hons) Theoretical Physics (with a year in industry); MSci (Hons) Natural Sciences specialising in Archaeology, Biology or Environment; MSci (Hons) Natural Sciences specialising in Biology, Chemistry or Physics; MSci (Hons) Natural Sciences specialising in Chemistry, Mathematics or Physics; MSci (Hons) Natural Sciences specialising in Mathematical Bioscience; MSci (Hons) Natural Sciences specialising in Neuroscience; BA (Hons) Criminology; BA (Hons) Economics and Philosophy; BA (Hons) Economics and Politics; BA (Hons) Education; BA (Hons) Global Development; BA (Hons) International Relations; BA (Hons) International Relations (with a year in industry); BA (Hons) Politics; BA (Hons) Politics (with a year in industry); BA (Hons) Politics with International Relations; BA (Hons) Politics with International Relations (with a year in industry); BA (Hons) Social Policy; BA (Hons) Social Policy, Crime and Criminal Justice; BA (Hons) Social and Political Sciences; BA (Hons) Social and Political Sciences with Philosophy; BA (Hons) Sociology; BA (Hons) Sociology with Criminology; BA (Hons) Sociology with Social Psychology; BA (Hons) Sociology/Education; BSc (Hons) Economics; BSc (Hons) Economics and Econometrics; BSc (Hons) Economics and Finance; BSc (Hons) Economics and Mathematics; BSc (Hons) Economics, Econometrics and Finance; BSc (Hons) Interactive Media; International Human Rights Law; LLB (Hons) Law; LLB (Hons) Law (Senior Status); LLB (Hons) Law and Criminology; MSocW (Hons) Social Work","Analytic Theology; Analytic Theology (2 years part-time); Applied Ethics and Governance of Data Privacy; Applied Ethics and Governance of Data Privacy; Historic Buildings; Historic Buildings (2 years part-time); Historic Buildings (2 years part-time); Historic Buildings (3 years part-time); Historic Buildings (3 years part-time); MA Applied Linguistics; MA Applied Linguistics for English Language Teaching; MA Applied Linguistics for Language Teaching; MA Community Music; MA Community Music (2 years part-time); MA Community Music (3 years part-time); MA Conservation of Historic Buildings; MA Conservation of Historic Buildings (2 years part-time); MA Conservation of Historic Buildings (3 years part-time); MA Contemporary History and International Politics; MA Contemporary History and International Politics; MA Cultural Heritage Management; MA Cultural Heritage Management (2 years part-time); MA Cultural Heritage Management (3 years part-time); MA Culture and Thought after 1945; MA Culture and Thought after 1945; MA Digital Media and Culture; MA Digital Media and Culture (2 years part-time); MA Early Modern History; MA Early Modern History; MA Early Prehistory and Human Origins; MA Early Prehistory and Human Origins (2 years part-time); MA Early Prehistory and Human Origins (3 years part-time); MA Eighteenth Century Studies; MA Eighteenth Century Studies; MA English Literary Studies; MA English Literary Studies; MA Field Archaeology; MA Field Archaeology (2 years part-time); MA Field Archaeology (3 years part-time); MA Film and Literature; MA Film and Literature; MA Film and Television Production with Cinematography; MA Film and Television Production with Directing; MA Film and Television Production with Editing; MA Film and Television Production with Producing; MA Film and Television Production with Sound; MA Funerary Archaeology; MA Funerary Archaeology (2 years part-time); MA Funerary Archaeology (3 years part-time); MA Historical Archaeology; MA Historical Archaeology (2 years part-time); MA Historical Archaeology (3 years part-time); MA Historical Studies; MA Historical Studies (2 years part-time); MA History of Art; MA History of Art; MA History of Art (Architectural History and Theory); MA History of Art (Architectural History and Theory); MA History of Art (British Art); MA History of Art (British Art); MA History of Art (Medieval Art and Medievalisms); MA History of Art (Medieval Art and Medievalisms); MA History of Art (Modern and Contemporary Art); MA History of Art (Modern and Contemporary Art); MA International Conservation Studies; MA International Conservation Studies (2 years part-time); MA International Conservation Studies (3 years part-time); MA Iron Age and Celtic Archaeology; MA Iron Age and Celtic Archaeology (2 years part-time); MA Iron Age and Celtic Archaeology (3 years part-time); MA Islamic Art and Cultures; MA Linguistics; MA Literature in the Creative and Cultural Industries; MA Literature in the Creative and Cultural Industries (2 years part-time); MA Literature of the Romantic Period, 1775-1832; MA Literature of the Romantic Period, 1775-1832; MA Management in the Creative and Cultural Industries; MA Material Culture and Experimental Archaeology; MA Material Culture and Experimental Archaeology (2 years part-time); MA Material Culture and Experimental Archaeology (3 years part-time); MA Medical History and Humanities; MA Medical History and Humanities; MA Medieval Archaeology; MA Medieval Archaeology (2 years part-time); MA Medieval Archaeology (3 years part-time); MA Medieval History; MA Medieval History; MA Medieval Literatures and Languages; MA Medieval Literatures and Languages; MA Medieval Studies; MA Medieval Studies; MA Mesolithic Archaeology; MA Mesolithic Archaeology (2 years part-time); MA Mesolithic Archaeology (3 years part-time); MA Modern History; MA Modern History; MA Museum Studies; MA Museum Studies (2 years part-time); MA Museum Studies (3 years part-time); MA Music (Composition pathway); MA Music (Composition pathway); MA Music (English Church Music pathway); MA Music (English Church Music pathway); MA Music (Music Psychology pathway); MA Music (Music Psychology pathway); MA Music Education: Group Teaching and Leadership; MA Music Education: Group Teaching and Leadership (2 year part-time); MA Music Education: Instrumental and Vocal Teaching; MA Music Education: Instrumental and Vocal Teaching; MA Music Performance: Historical Performance Practices; MA Music Performance: Historical Performance Practices (2 years part-time); MA Music Performance: Piano Studies; MA Music Performance: Piano Studies (2 years part-time); MA Music Performance: Solo Voice Ensemble Singing; MA Music Performance: Solo Voice Ensemble Singing (2 years part-time); MA Music Performance: Vocal Studies; MA Music Performance: Vocal Studies (2 years part-time); MA Music Production and Audio Cultures; MA Music Production and Audio Cultures (2 years part-time); MA Music, Management and Marketing; MA Music, Management and Marketing (2 years part-time); MA Music: Composition; MA Music: Composition (2 years part-time); MA Musicology; MA Musicology (2 years part-time); MA Philosophy; MA Philosophy; MA Philosophy of Artificial Intelligence; MA Philosophy of Artificial Intelligence (2 years part-time); MA Poetry and Poetics; MA Poetry and Poetics; MA Political and Legal Philosophy (2 years part-time); MA Psycholinguistics; MA Psycholinguistics; MA Public History; MA Public History; MA Queer Studies; MA Renaissance Literature 1500-1700; MA Renaissance Literature 1500-1700; MA Renaissance and Early Modern Studies; MA Renaissance and Early Modern Studies; MA Roman Archaeology; MA Roman Archaeology; MA Roman Archaeology (2 years part-time); MA Roman Archaeology (2 years part-time); MA Roman Archaeology (3 years part-time); MA Roman Archaeology (3 years part-time); MA Stained Glass Conservation and Heritage Management; MA Theatre-Making; MA Theatre-Making; MA Translating, Interpreting and Applied Technologies; MA Victorian Literature and Culture; MA Victorian Literature and Culture; MSc Artificial Intelligence for the Creative Industries; MSc Artificial Intelligence for the Creative Industries (2 years part-time); MSc Audio and Music Technology; MSc Bioarchaeology; MSc Bioarchaeology (2 years part-time); MSc Bioarchaeology (3 years part-time); MSc Digital Archaeology; MSc Digital Archaeology (2 years part-time); MSc Digital Archaeology (3 years part-time); MSc Digital Heritage; MSc Digital Heritage (2 years part-time); MSc Digital Heritage (3 years part-time); MSc Early Prehistory and Human Origins; MSc Early Prehistory and Human Origins (2 years part-time); MSc Early Prehistory and Human Origins (3 years part-time); MSc Film and Television Production with Sound; MSc Forensic Speech Science; MSc Funerary Archaeology; MSc Funerary Archaeology (2 years part-time); MSc Funerary Archaeology (3 years part-time); MSc Linguistics; MSc Linguistics (2 years part-time); MSc Material Culture and Experimental Archaeology; MSc Material Culture and Experimental Archaeology (2 years part-time); MSc Material Culture and Experimental Archaeology (3 years part-time); Accounting and Finance; Business Administration; Finance, Leadership and Management; MSc Accounting and Management; MSc Corporate Finance; MSc Finance and Investments; MSc Finance and Management; MSc Financial Engineering; MSc Global Marketing; MSc International Business; MSc International Business and Strategic Management; MSc International Strategic Management; MSc Management; MSc Project Analysis, Finance and Investment; MSc in Finance, Leadership and Management; MSc in Innovation, Leadership and Management; MSc in Innovation, Leadership and Management (2 years part-time, online); MSc in International Business, Leadership and Management; MSc in International Business, Leadership and Management (2 years part-time, online); MEng (Hons) Engineering with Renewable Energy; MSc Advanced Computer Science; MSc Artificial Intelligence; MSc Biotechnology; MSc Communications Engineering; MSc Computer Science; MSc Computer Science with Artificial Intelligence; MSc Computer Science with Cyber Security; MSc Computer Science with Data Analytics; MSc Cyber Security; MSc Digital Systems Engineering; MSc Embedded Wireless Systems; MSc Engineering Management; MSc Human-Centred Interactive Technologies; MSc Intelligent Robotics; MSc Safety Critical Systems Engineering; MSc Safety Critical Systems Engineering (2 years part-time); MSc Safety Critical Systems Engineering (3 years part-time); Bioinformatics; Biomedical Sciences; MPH Public Health; MPH Public Health; MSc Advanced Clinical Practice; MSc Cognitive Neuroscience; MSc Development, Disorders and Clinical Practice; MSc Developmental Cognitive Neuroscience; MSc Health Economics; MSc Health Research; MSc Health Research (2 years part-time); MSc International Humanitarian Affairs (2 years part-time, online); MSc Mental Health Research; MSc Nursing (Adult); MSc Nursing (Mental Health); MSc Psychology in Education; MSc Zooarchaeology; MSc Zooarchaeology (2 years part-time); MSc Zooarchaeology (3 years part-time); MSc in Clinical Anatomy; MSc in Clinical Anatomy (2 years part-time); MSc in Clinical Anatomy (3 years part-time); MSc in Clinical Anatomy and Education; MSc in Clinical Anatomy and Education (2 years part-time); MSc in Clinical Anatomy and Education (3 years part-time); MSc in Pharmacology and Drug Development; MSc in Pharmacology and Drug Development; MSc in Physician Associate Studies; Psychology of Mental Health; MA Sustainability Studies; MA Sustainability Studies (2 years part-time); MA Sustainability Studies (3 years part-time); MSc Corporate Sustainability and Environmental Management; MSc Data Science; MSc Environmental Economics and Environmental Management; MSc Environmental Science and Management; MSc Fusion Energy; MSc Fusion Energy; MSc Green Chemistry and Sustainable Industrial Technology; MSc Mathematical Finance; MSc Mathematical Finance (18 months part-time, online); MSc Mathematical Finance (36 months part-time, online); MSc Mathematical Finance (online) (18 months part-time); MSc Mathematical Finance (online) (36 months part-time); MSc Mathematical Sciences; MSc Sustainability Science; MSc Sustainability Science; MSc Sustainability Science (2 years part-time); MSc Sustainability Science (2 years part-time); MSc Sustainability Science (3 years part-time); MSc Sustainable Business, Environment and Society; MSc Sustainable Business, Environment and Society (dual degree); Environmental Sustainability Education and Communication; International Relations and Comparative Politics; International Relations and Global Ethics; International Relations and Human Rights; LLM Art Law; LLM International Corporate and Commercial Law; LLM International Human Rights Law and Practice; LLM International Human Rights Law and Practice; LLM Law; LLM Law; LLM Law (Juris Doctor); LLM Legal and Political Theory; LLM Legal and Political Theory; MA Applied Human Rights; MA Applied Human Rights; MA Comparative and International Social Work; MA Comparative and International Social Work; MA Criminology and Social Research; MA Criminology and Social Research; MA Culture, Society and Globalisation; MA Culture, Society and Globalisation; MA Education; MA Global Literature and Culture; MA Global Literature and Culture; MA Global Public Policy and International Business; MA Global Public Policy and International Business (2 years part-time); MA Global and International Citizenship Education; MA International Political Economy: Critical Theories, Issues and Conflicts; MA International Political Economy: Critical Theories, Issues and Conflicts; MA International Relations; MA International Relations; MA Modern and Contemporary Literature and Culture; MA Modern and Contemporary Literature and Culture; MA Peace and Conflict Studies; MA Peace and Conflict Studies (2 year part-time); MA Political Theory; MA Political Theory; MA Public Administration and Public Policy; MA Public Administration and Public Policy; MA Public Policy and Management (online); MA Social Justice and Education; MA Social Media and Social Research; MA Social Media and Social Research; MA Social Research; MA Social Research; MA Social Work; MA Social and Public Policy (Online); MA Teaching English to Speakers of Other Languages; MA Women's Studies; MA Women's Studies; MA Women's Studies (Humanities); MA Women's Studies (Humanities); MA Women's and Gender Studies (GEMMA); MA Women, Violence and Conflict; MA Women, Violence and Conflict; MPA Comparative Applied Social and Public Policy, Evaluation and Research; MPA Public Administration; MPA Public Administration; MPA Public Administration (online); MPA Public Administration - International Development; MPA Public Administration - International Development; MPA Public Administration - International Development (Online); MRes Social Work; MRes Social Work; MSc Development Economics and Emerging Markets; MSc Econometrics and Economics; MSc Economic Evaluation for Health Technology Assessment (distance learning); MSc Economics; MSc Economics and Public Policy; MSc Financial Economics; MSc Human Resource Management; MSc International Humanitarian Affairs (online); MSc Mental Health and Wellbeing in Education; MSc Social Media and Interactive Technologies; MSc Social Media and Management; MSc Statistics and Computational Finance; MSc in Health Professions Education; Social and Public Policy; Social and Public Policy"
École Nationale d'Ingénieurs ENIM Metz,,
University of Colombo,,
University of Cincinnati,,
Hochschule für Technik Stuttgart,,
National Chung Cheng University,,
Penza State University,,
Université Paris-Nanterre,,
Nawroz University,,
University of Turin,,
"University of Birmingham, University of Birmingham Law School",,
University of Banja Luka,,
Penn State - World Campus,"Bachelor of Arts in History; Bachelor of Design in Digital Multimedia Design; Bachelor of Arts in Organizational Leadership; Bachelor of Science in Accounting; Bachelor of Science in Agribusiness Management; Bachelor of Science in Business; Bachelor of Science in Finance; Bachelor of Science in Marketing; Bachelor of Science in Organizational Leadership; Bachelor of Science in Cybersecurity Analytics and Operations; Bachelor of Science in Information Sciences and Technology; Bachelor of Science in Software Engineering; Bachelor of Arts in Psychology; Bachelor of Science in Behavioral Health; Bachelor of Science in Nursing; Bachelor of Science in Psychology; Bachelor of Science in Turfgrass Science; Bachelor of Arts in Digital Journalism and Media; Bachelor of Arts in Economics; Bachelor of Arts in Energy and Sustainability Policy; Bachelor of Arts in International Politics; Bachelor of Arts in Labor and Human Resources; Bachelor of Arts in Law and Society; Bachelor of Arts in Letters, Arts, and Sciences; Bachelor of Arts in Organizational and Professional Communication; Bachelor of Arts in Political Science; Bachelor of Arts in Strategic Communications; Bachelor of Science in Criminal Justice; Bachelor of Science in Economics; Bachelor of Science in Energy and Sustainability Policy; Bachelor of Science in Health Policy and Administration; Bachelor of Science in Human Development and Family Studies; Bachelor of Science in Integrated Social Sciences; Bachelor of Science in Labor and Human Resources; Bachelor of Science in Organizational and Professional Communication; Bachelor of Science in Political Science; Bachelor of Science in Recreation, Park, and Tourism Management - Commercial Recreation and Tourism Management Option; Bachelor of Science in Security and Risk Analysis - Information and Cyber Security Option","Master of Geographic Information Systems; Master of Professional Studies in Geodesign; Master of Finance; Master of Professional Accounting; Master of Professional Studies in Enterprise Architecture and Business Transformation; Master of Professional Studies in Organization Development and Change; Master of Project Management; Master's in Corporate Innovation and Entrepreneurship; Master's in Marketing Analytics and Insights; Master's in Strategic Management and Executive Leadership; Master of Engineering Management; Master of Engineering in Additive Manufacturing and Design; Master of Engineering in Electrical Engineering; Master of Engineering in Industrial Engineering; Master of Engineering in Nuclear Engineering; Master of Engineering in Systems Engineering; Master of Professional Studies in Cybersecurity Analytics and Operations; Master of Professional Studies in Renewable Energy and Sustainability Systems; Master of Science in Mechanical Engineering; Master of Software Engineering; Master of Professional Studies in Nutritional Sciences; Master of Professional Studies in Psychology of Leadership; Master of Professional Studies in Turfgrass Management; Master of Science in Nursing; Master of Professional Studies in Ecosystem Management and Administration; Master of Applied Statistics; Master of Education in Curriculum and Instruction; Master of Education in Educational Leadership; Master of Education in Higher Education; Master of Education in Learning, Design, and Technology; Master of Education in Lifelong Learning and Adult Education; Master of Education in Special Education; Master of Health Administration in Health Policy and Administration; Master of Professional Studies in Applied Demography; Master of Professional Studies in Community and Economic Development; Master of Professional Studies in Criminal Justice Policy and Administration; Master of Professional Studies in Data Analytics; Master of Professional Studies in Data Analytics - Marketing Analytics Option; Master of Professional Studies in Data Analytics – Business Analytics Option; Master of Professional Studies in Homeland Security; Master of Professional Studies in Homeland Security - Agricultural Biosecurity and Food Defense Option; Master of Professional Studies in Homeland Security - Counterterrorism Option; Master of Professional Studies in Homeland Security - Geospatial Intelligence Option; Master of Professional Studies in Homeland Security - Information Security and Forensics Option; Master of Professional Studies in Homeland Security - Public Health Preparedness Option; Master of Professional Studies in Homeland Security – Cyber Threat Analytics and Prevention Option; Master of Professional Studies in Human Resources and Employment Relations; Master of Professional Studies in Strategic Communications; Master of Public Administration; Master of Science in Spatial Data Science; Master of Supply Chain Management"
Jordan University of Science & Technology,,
IEB,,
Kazakh Ablai Khan University of International Relations and World Languages,,
Amsterdam Tech,BACHELOR OF SCIENCE IN AI & MACHINE LEARNING ENGINEERING; BACHELOR OF SCIENCE IN DATA SCIENCE; BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,TECH MBA; PROFESSIONAL MASTER IN DATA SCIENCE & LEADERSHIP
Max M. Fisher College of Business,,Specialized Master in Business Analytics (Online); Specialized Master in Business Analytics (Online)
Fergana Polytechnic Institute,,
School of Law,,
Tambov State Technical University,,
Kenan-Flagler Business School,,
Barcelona Technology School,,
State institution “South Ukrainian National Pedagogical University named after K. D. Ushynsky” (Ushynsky University),,
Atatürk Üniversitesi,,
Bilkent University,,
École d'Ingénieurs CESI (ei.cesi),,
Universität Stuttgart,,
Universidad Catolica Boliviana San Pablo,,
Sukkur IBA University,,
West Ukrainian National University,,
Accademia Nazionale di Santa Cecilia,,
Goa University,,
Holy Spirit University of Kaslik ,,
Yonsei University,,
Brock University ,,
Instituto Tecnológico de Buenos Aires (ITBA),,
