University,UG Programs,PG Programs
Westminster International University in Tashkent,,
Tokyo City University,,
California Institute of Technology (Caltech),,
Singapore University of Technology and Design,,
Birmingham Newman University,"Drama and English; English; English Literature; English and Creative Writing; English and Creative Writing; English and Education; English and Theology; English and Theology; History; History and Education; History and Education; History and Theology; History and Theology; Accounting and Finance; Accounting and Finance; Business Economics; Business Management; Business Management (top-up); Business and Marketing; Applied Social Science; Applied Social Science; Applied Social Science (top-up); Applied Social Science (with Foundation Year); Sport Coaching Science; Sport Coaching Science (Top-Up); Sport Coaching Science and Tournament Golf; Sport Coaching Science and Tournament Golf; Sport and Exercise Science; Sport and Exercise Science (Top-up); Forensic Psychology; Forensic Psychology; Psychology; Psychology; Psychology (with Foundation Year); Sport and Exercise Psychology; Sport and Exercise Psychology; Mathematics; Mathematics; Applied Health and Social Care (top-up); Applied Health and Social Care (top-up); Counselling Studies and Working with Children, Young People & Families; Counselling Studies and Working with Children, Young People & Families; Counselling Studies and Working with Children, Young People & Families (with Foundation Year); Drama and Education; Early Childhood Education and Care; Early Childhood Education and Care; Early Childhood Education and Care (top-up); Early Childhood Education and Care (top-up); Education Studies; Education Studies; Education and Counselling Studies; Education and Counselling Studies; Health and Social Care; Health and Social Care (with Foundation Year); Integrative Counselling and Integrative Counselling Studies (top up); Philosophy, Religion and Education; Philosophy, Religion and Education; Primary Education (QTS) Early Years; Primary Education (QTS) Early Years; Primary Education (QTS) Primary KS1 & 2; Primary Education (QTS) Primary KS1 & 2; Primary Education - Early Years (top-up) (QTS); Primary Education - Primary (top-up) (QTS); Psychology and Childhood Studies; Psychology and Childhood Studies; Psychology and Childhood Studies (with Foundation Year); Psychology and Counselling Studies; Psychology and Counselling Studies (with Foundation Year); Sport and Education; Sport and Education (with Foundation Year); Sport and Exercise Studies; Sport and Exercise Studies (Top-up); Sport and Exercise Studies (with Foundation Year); Studies in Primary Education; Studies in Primary Education; Theology and Education; Theology and Education; Working with Children, Young People & Families and Education; Working with Children, Young People & Families and Education; Working with Children, Young People & Families and Education (with Foundation Year); Working with Children, Young People & Families; International Social Work; Youth Studies (top-up); Youth Studies (top-up)","English Literature, Language and Creative Writing (Research); English Literature, Language and Creative Writing (Research); History (Research); History (Research); Applications of Psychology (Taught); Clinical Applications of Psychology (Taught); Human Sciences (Taught); Human Sciences (Taught); Psychology (Research); Psychology (Research); Education (Taught); Education (Taught); Education and Professional Studies (Research); Education and Professional Studies (Research); Physical Education and Sports Studies (Research); Physical Education and Sports Studies (Research); Victorian Studies (Taught); Victorian Studies (Taught)"
Universidad Nacional de Mar del Plata,,
CUNY Queens College,,
Technische Universität Ilmenau,,
,,
"Maharaja Sayajirao University of Baroda, Vadodara",,
Syarif Hidayatullah State Islamic University Jakarta,,
Jilin University,,
Design Academy Eindhoven,,
University of Jyväskylä,,
Johannes Kepler University Linz,,
University of Tulsa College of Business Administration,,
Sungkyunkwan University (SKKU),,
TU Dortmund University,,
University of Al-Qadisiyah,,
DeVry University Orlando,,
Khon Kaen University,,
RMIT International University Vietnam,,
Universidad Andina Simón Bolívar - Ecuador,,
"KFUPM Business School, King Fahd University of Petroleum & Minerals",,
Goethe-University Frankfurt am Main,,
Nanjing University of Science and Technology,,
King Saud University,,
London South Bank University,BA (Hons) Animation; BA (Hons) Architecture; BA (Hons) Architecture; BA (Hons) Drama and Performance; BA (Hons) History; BA (Hons) History with Politics; BA (Hons) Human Geography; BA (Hons) Music and Sound Design; BA (Hons) Photography; BA (Hons) Urban and Environmental Planning; BA (Hons) Urban and Environmental Planning; BSc (Hons) Architectural Technology; BSc (Hons) Architectural Technology; BSc (Hons) Architectural Technology (Placement); BSc (Hons) Building Surveying; BSc (Hons) Building Surveying; BSc (Hons) Building Surveying (Placement); BSc (Hons) Engineering Product Design; BSc (Hons) Engineering Product Design (Placement); BSc (Hons) Music and Sound Design; BSc (Hons) Product Design; BSc (Hons) Product Design (Placement); BSc (Hons) Quantity Surveying; BSc (Hons) Quantity Surveying; BSc (Hons) Quantity Surveying (Placement); BA (Hons) Accounting and Finance; BA (Hons) Accounting and Finance; BA (Hons) Accounting and Finance (Placement); BA (Hons) Business Management; BA (Hons) Business Management; BA (Hons) Business Management (Placement); BA (Hons) Business Management with Accounting; BA (Hons) Business Management with Accounting (Placement); BA (Hons) Business Management with Enterprise and Entrepreneurship; BA (Hons) Business Management with Enterprise and Entrepreneurship (Placement); BA (Hons) Business Management with Finance; BA (Hons) Business Management with Finance (Placement); BA (Hons) Business Management with Human Resources; BA (Hons) Business Management with Human Resources (Placement); BA (Hons) Business Management with Law; BA (Hons) Business Management with Law (Placement); BA (Hons) Business Management with Marketing; BA (Hons) Business Management with Marketing (Placement); BA (Hons) Business Management with Project Management; BA (Hons) Business Management with Project Management (Placement); BA (Hons) Creative Advertising with Marketing; BA (Hons) Events and Entertainment Management; BA (Hons) Fashion Buying and Merchandising; BA (Hons) Fashion Buying and Merchandising (Placement); BA (Hons) Fashion Promotion; BA (Hons) Fashion Promotion (Placement); BA (Hons) Fashion Promotion with Marketing; BA (Hons) Fashion Promotion with Marketing (Placement); BA (Hons) International Business Management (Top-up); BA (Hons) International Business Management (Top-up); BA (Hons) Marketing; BA (Hons) Marketing; BA (Hons) Marketing (Placement); BA (Hons) Marketing with Advertising and Digital Communications; BA (Hons) Marketing with Advertising and Digital Communications (Placement); BA (Hons) Marketing with Enterprise and Entrepreneurship; BA (Hons) Marketing with Enterprise and Entrepreneurship (Placement); BSc (Hons) Baking Science and Technology; BSc (Hons) Baking Science and Technology (Management); BSc (Hons) Baking Science and Technology (Management) (Top-up); BSc (Hons) Commercial Management (Quantity Surveying); BSc (Hons) Commercial Management (Quantity Surveying); BSc (Hons) Commercial Management (Quantity Surveying) (Placement); BSc (Hons) Construction Management; BSc (Hons) Construction Management; BSc (Hons) Construction Management (Placement); BSc (Hons) Workplace Health Management; BSc (Hons) Workplace Health Management; BA (Hons) Game Design and Development; BEng (Hons) Advanced Vehicle Engineering; BEng (Hons) Advanced Vehicle Engineering; BEng (Hons) Advanced Vehicle Engineering (Placement); BEng (Hons) Building Services Engineering; BEng (Hons) Building Services Engineering; BEng (Hons) Building Services Engineering (Placement); BEng (Hons) Chemical Engineering; BEng (Hons) Chemical Engineering (Placement); BEng (Hons) Chemical and Energy Engineering; BEng (Hons) Chemical and Energy Engineering (Placement); BEng (Hons) Civil Engineering; BEng (Hons) Civil Engineering; BEng (Hons) Civil Engineering (Placement); BEng (Hons) Electrical Power Engineering; BEng (Hons) Electrical Power Engineering; BEng (Hons) Electrical Power Engineering (Placement); BEng (Hons) Electrical and Electronic Engineering; BEng (Hons) Electrical and Electronic Engineering; BEng (Hons) Electrical and Electronic Engineering (Placement); BEng (Hons) Electronic and Computer Systems Engineering; BEng (Hons) Electronic and Computer Systems Engineering; BEng (Hons) Mechanical Engineering; BEng (Hons) Mechanical Engineering; BEng (Hons) Mechanical Engineering (Placement); BEng (Hons) Power Engineering (Mechanical); BEng (Hons) Power Engineering (Mechanical); BSc (Hons) Business Information Technology (4 years); BSc (Hons) Business Information Technology (6 years); BSc (Hons) Computer Science; BSc (Hons) Computer Science; BSc (Hons) Computer Science (Placement); BSc (Hons) Computer Science (Top-up); BSc (Hons) Game Design and Development; BSc (Hons) Information Technology; BSc (Hons) Information Technology; BSc (Hons) Information Technology (Placement); MEng (Hons) Chemical Engineering; MEng (Hons) Chemical Engineering (Placcement); MEng (Hons) Chemical and Energy Engineering; MEng (Hons) Chemical and Energy Engineering (Placement); MEng (Hons) Computer Systems and Networks Engineering; MEng (Hons) Computer Systems and Networks Engineering; MEng (Hons) Computer Systems and Networks Engineering (Placement); BSc (Hons) Adult Nursing; BSc (Hons) Baking Science and Technology (Nutrition); BSc (Hons) Baking Science and Technology (Nutrition) (Top-up); BSc (Hons) Biomedical Science; BSc (Hons) Biomedical Science (Placement); BSc (Hons) Bioscience; BSc (Hons) Bioscience (Placement); BSc (Hons) Children's Nursing; BSc (Hons) Diagnostic Radiography; BSc (Hons) Forensic Science; BSc (Hons) Human Nutrition; BSc (Hons) Human Nutrition (Placement); BSc (Hons) Learning Disability Nursing; BSc (Hons) Mental Health Nursing; BSc (Hons) Midwifery; BSc (Hons) Occupational Therapy; BSc (Hons) Occupational Therapy; BSc (Hons) Operating Department Practice; BSc (Hons) Psychological Counselling; BSc (Hons) Psychology; BSc (Hons) Psychology; BSc (Hons) Psychology (Addiction Psychology); BSc (Hons) Psychology (Addiction Psychology); BSc (Hons) Psychology (Child Development); BSc (Hons) Psychology (Child Development); BSc (Hons) Psychology (Clinical Psychology); BSc (Hons) Psychology (Clinical Psychology); BSc (Hons) Psychology (Forensic Psychology); BSc (Hons) Psychology (Forensic Psychology); BSc (Hons) School Nursing (Specialist Community Public Health Nursing); BSc (Hons) School Nursing (Specialist Community Public Health Nursing); BSc (Hons) Therapeutic Radiography; BA (Hons) Education (Top-up); BA (Hons) Education Studies; BA (Hons) Education Studies (Work-based); BA (Hons) Fashion Media; BA (Hons) Fashion Media (Placement); BA (Hons) Film Practice; BA (Hons) Film Studies; BA (Hons) International Relations; BA (Hons) International Relations with Journalism; BA (Hons) International Relations with Politics; BA (Hons) Journalism; BA (Hons) Media Production; BA (Hons) Politics; BA (Hons) Politics with Journalism; BA (Hons) Social Work; BA (Hons) Tourism and Hospitality Management; BSc (Hons) Baking Science and Technology (New Product Development); BSc (Hons) Baking Science and Technology (New Product Development) (Top-up); BSc (Hons) Baking Science and Technology (Top-up); BSc (Hons) Criminology; BSc (Hons) Criminology with Journalism; BSc (Hons) Criminology with Law; BSc (Hons) Criminology with Psychology; BSc (Hons) Economics; BSc (Hons) Economics (Placement); BSc (Hons) Economics with Accounting; BSc (Hons) Economics with Accounting (Placement); BSc (Hons) Economics with Finance; BSc (Hons) Economics with Finance (Placement); BSc (Hons) Sociology; BSc (Hons) Sociology with Criminology; BSc (Hons) Sport and Exercise Science; BSc (Hons) Sport and Exercise Science; BSc (Hons) Sports Coaching and Analysis; BSc (Hons) Sports Coaching and Analysis; LLB (Hons) Business Law; LLB (Hons) Criminal Law; LLB (Hons) Law; LLB (Hons) Law; LLB (Hons) Law with Criminology,MA Creative Performance Practice; MA Town and Country Planning; MA Town and Country Planning; MA Urban Design and Planning; MA Urban Design and Planning; MArch Architecture; MArch Architecture; MSc Architecture; MSc Architecture; MSc Building Surveying; MSc Building Surveying; MSc Digital Architecture and Robotic Construction; MSc Digital Architecture and Robotic Construction; MSc Quantity Surveying; MSc Quantity Surveying; MSc Business Project Management; MSc Business Project Management; MSc Construction Project Management; MSc Construction Project Management; MSc International Accounting and Finance; MSc International Business Management; MSc International Business Management; MSc International Business Management (with internship); MSc International Business Management with Finance; MSc International Business Management with Finance; MSc International Business Management with HRM; MSc International Business Management with HRM; MSc International Business Management with Marketing; MSc International Business Management with Marketing; MSc International Business Management with Project Management; MSc International Business Management with Project Management; MSc International Finance; MSc International Marketing; MSc International Marketing; MSc Leadership and Service Improvement; MSc Marketing; MSc Real Estate; MSc Real Estate; MEng (Hons) Advanced Vehicle Engineering; MEng (Hons) Advanced Vehicle Engineering; MEng (Hons) Advanced Vehicle Engineering (Placement); MEng (Hons) Mechanical Engineering; MEng (Hons) Mechanical Engineering; MEng (Hons) Mechanical Engineering (Placement); MEng (Hons) Power Engineering (Mechanical); MEng (Hons) Power Engineering (Mechanical); MSc Building Services Engineering; MSc Building Services Engineering; MSc Chemical Engineering and Process Management; MSc Civil Engineering; MSc Civil Engineering; MSc Data Science; MSc Data Science; MSc Electrical and Electronic Engineering; MSc Electrical and Electronic Engineering; MSc Mechanical Engineering; MSc Mechanical Engineering; MSc Petroleum Engineering; MSc Structural Engineering; MSc Structural Engineering; MSc Addiction Psychology and Counselling; MSc Advancing Practice in Occupational Therapy (Top-up); MSc Children's Nursing; MSc Diagnostic Imaging; MSc Masters in Nursing (International); MSc Mental Health Advanced Nurse Practitioner; MSc Mental Health and Clinical Psychology; MSc Mental Health and Clinical Psychology; MSc Nursing (Neuroscience Care); MSc Occupational Therapy (pre-registration mode); MSc Perinatal Mental Health; MSc Professional Practice: Children's Nursing; MSc Psychology; MSc Psychology; MSc Radiographic Reporting (Top-up); MSc Radiotherapy and Oncology (Top-up); MSc Therapeutic Radiography; MSc Environmental and Architectural Acoustics; MSc Environmental and Architectural Acoustics; LLM Crime and Litigation; LLM International Commercial Law; LLM International Commercial Law; LLM International Human Rights and Development; LLM Law Conversion Course: incorporating the CPE; LLM Law Conversion Course: incorporating the CPE; MA Education (Autism); MA Education - Special Educational Needs and Disability (SEND); MA Hospitality Leadership in Universities and the Public Sector; MA Leading Social Change; MA Social Work; MSc Corporate Governance; MSc Corporate Governance; MSc Development Studies; MSc Development Studies; MSc Education for Sustainability (Full-time); MSc Education for Sustainability (Part-time); MSc Human Performance Science; MSc Human Resource Management; MSc International Human Resource Management; MSc International Human Resources Management (IGS/Carlos III); MSc International Tourism and Hospitality Management; MSc International Tourism and Hospitality Management; MSc International Tourism and Hospitality Management (Placement); MSc International Tourism and Hospitality Management (Placement); MSc Refugee Studies
Wilkes University,,
Tokyo Medical and Dental University (TMDU),,
Hawaii Pacific University,BA in English; BA in History; BS in Public Relations; BS in Computer Science; BA in Psychology; BS Marine Biology; BS in Biology - General; BS in Biology - Human and Health Sciences; Bachelor of Arts in Anthropology; Bachelor of Science in Biochemistry; Bachelor of Science in Nursing Degree; B.S. in Environmental Science; BA in Environmental Studies; BS in Mathematics - Applied Mathematics; BS in Mathematics - Mathematics Education; BS in Mathematics - Pure Mathematics; BS in Oceanography; Bachelor of Science in Chemistry; Bachelor of Science in Mathematics and Bachelor of Science in Engineering (Dual Degree Program 3-2 Engineering); BA Multimedia Cinematic Production; BA in Asian and Pacific Studies; BA in Communication Studies; BA in Human Resource Development; BA in Humanities; BA in Integrated Multimedia; BA in Journalism; BA in Justice Administration; BA in Mass Communication; BA in Teaching English to Speakers of Other Languages; BS in Criminal Justice; BS in Diplomacy and Military Studies; Bachelor in Public Administration; Bachelor of Arts in International Studies; Bachelor of Arts in Political Science; Bachelor of Arts in Sociology; Bachelor of Science in Public Health - BSPH; Bachelor of Social Work (BSW),Master of Arts in Global Leadership and Sustainable Development; Master of Arts in Organizational Change; Master of Science in Information Systems; Master of Science in Information Systems/Master of Arts in Diplomacy and Military Studies; Master of Science in Information Systems/Master of Arts in Global Leadership and Sustainable Development; Master of Science in Information Systems/Master of Arts in Organizational Change; Master of Science in Nursing; Master of Science in Marine Science; MA in Diplomacy and Military Studies; MA in Teaching English to Speakers of Other Languages; Master of Arts in Clinical Mental Health Counseling Program; Master of Arts in Communication; Master of Arts in Human Resource Management; Master of Arts in Organizational Change/Master of Arts in Communication; Master of Science in Information Systems/Master of Arts in Human Resource Management; Master of Social Work
Technical University of Kosice,,
Central Mindanao University ,,
Sistema Universitario Ana G. Méndez (SUAGM),,
Yale University,"B.A. in Archaeological Studies; B.A. in Architecture; B.A. in Art; B.A. in Classical Civilization; B.A. in Classics; B.A. in East Asian Languages and Literatures; B.A. in English; B.A. in Ethics, Politics, and Economics; B.A. in Greek, Ancient and Modern; B.A. in History; B.A. in History of Art; B.A. in Italian; B.A. in Linguistics; B.A. in Literature; B.A. in Near Eastern Languages and Civilizations; B.A. in Philosophy; B.A. in Russian; B.A. in Spanish; B.A. in Theater Studies; B.S. in Environmental Engineering; B.A. in Computer Science and Psychology; B.A. in Computing and the Arts; B.A./B.S. in Computer Science; B.A./B.S. in Engineering Sciences - Electrical; B.A./B.S. in Engineering Sciences - Mechanical; B.S. in Chemical Engineering; B.S. in Electrical Engineering; B.S. in Electrical Engineering and Computer Science; B.S. in Engineering Sciences (Chemical); B.S. in Engineering Sciences - Environmental; B.S. in Mechanical Engineering; B.A. in Anthropology; B.A. in History of Science and Medicine; B.A. in Music; B.A./B.S. in Cognitive Science; B.A./B.S. in Ecology and Evolutionary Biology; B.A./B.S. in Molecular Biophysics and Biochemistry; B.A./B.S. in Molecular, Cellular, and Developmental Biology; B.A./B.S. in Psychology; B.S. in Biomedical Engineering; B.A. in Astronomy; B.A. in Chemistry; B.A. in Geology and Natural Resources; B.A. in Mathematics and Philosophy; B.A. in Physics and Philosophy; B.A./B.S. in Applied Mathematics; B.A./B.S. in Computer Science and Mathematics; B.A./B.S. in Environmental Studies; B.A./B.S. in Mathematics; B.A./B.S. in Statistics; B.S. in Applied Physics; B.S. in Astronomy and Physics; B.S. in Astrophysics; B.S. in Chemistry; B.S. in Geology and Geophysics; B.S. in Mathematics and Physics; B.S. in Physics; B.S. in Physics and Geosciences; B.A. in African American Studies; B.A. in African Studies; B.A. in American Studies; B.A. in East Asian Studies; B.A. in Economics; B.A. in Economics and Mathematics; B.A. in Film Studies; B.A. in French; B.A. in German Studies; B.A. in Global Affairs; B.A. in Humanities; B.A. in Judaic Studies; B.A. in Latin American Studies; B.A. in Modern Middle East Studies; B.A. in Political Science; B.A. in Portuguese; B.A. in Religious Studies; B.A. in Russian and East European Studies; B.A. in Sociology; B.A. in Women's, Gender, and Sexuality Studies; B.A./B.S. in Special Divisional Majors; BA-BS/MPH Program in Public Health","M.S. in Environmental Engineering; Master of Architecture I; Master of Architecture II; Master of Environmental Design - Specialization in Business and the Environment; Master of Environmental Design - Specialization in Ecosystem Conservation and Management Conservation and Management; Master of Environmental Design - Specialization in Energy and the Environment Conservation and Management; Master of Environmental Design - Specialization in Environmental Policy Analysis Conservation and Management; Master of Environmental Design - Specialization in Human Dimensions of Environment; Master of Environmental Design - Specialization in Industrial Ecology and Green Design; Master of Environmental Design - Specialization in Sustainable Land Management, Use and Policy; Master of Environmental Design - Specialization in Water Resource Science and Management; Master of Music; Master of Musical Arts; Master of Advanced Management; Master of Management Studies in Systemic Risk; M.S. in Chemical Engineering; Master of Science in Computer Science; Master's Degree in Mechanical Engineering; Advanced Professional Master of Public Health Policy Track; Advanced Professional Master of Public Health Preventive Medicine Track; M.S. in Biomedical Engineering; MA in Anthropology; MS in Computational Biology and Bioinformatics; Master of Forestry; Master of Public Health - Health Care Management; Master of Public Health in Epidemiology of Microbial Diseases; Master of Public Health in Health Policy; M.S. in Applied Physics; M.S. in Astronomy; M.S. in Physics; Master of Environmental Management; Master of Public Health in Biostatistics; Master of Public Health in Environmental Health Sciences; Master's Degree in Materials Science; Advanced Professional Master of Public Health Applied Biostatistics and Epidemiology Track; Advanced Professional Master of Public Health Global Health Track; Advanced Professional Master of Public Health Occupational and Environmental Medicine Track (Non Yale Fellows); Advanced Professional Master of Public Health Occupational and Environmental Medicine Track (Yale OEM Fellows); Advanced Professional Master of Public Health Social and Behavioral Sciences Track; Comprehensive Master of Arts in Religion (M.A.R.); Concentrated Master of Arts in Religion (M.A.R.); Extended Master of Arts in Religion (M.A.R.); JD/MPH - Master of Public Health (MPH); Joint Master of Arts in International and Development Economics/ Master of Public Health; MD / Advanced Professional Master of Public Health; Master of Advanced Study (M.A.S.) in Global Affairs; Master of Arts Program in African Studies; Master of Divinity (M.Div.); Master of Laws (LL.M.); Master of Public Health; Master of Public Health in Chronic Disease Epidemiology; Master of Sacred Theology (S.T.M.); Master of Studies in Law (M.S.L.); Masters Degree Program in Religion and Ecology"
Soonchunhyang University ,,
Marbella University,,
Niagara University,"B.A. in Adolescence Education, English (Grade 7-12); B.A. in Adolescence Education, French (Grade 7-12); B.A. in Adolescence Education, Spanish (Grade 7-12); B.A. in Art History with Museum Studies; B.A. in English; B.A. in English/Education; B.A. in French; B.A. in History; B.A. in Philosophy; B.A. in Spanish; Bachelor of Science in Food Marketing; Bachelor of Science in Management; Bachelor of Science in Marketing; Bachelor of Science in Computer and Information Sciences; B.A. in Psychology; B.S. in Adolescence Education, Biology (Grade 7-12); B.S. in Biochemistry; Bachelor of Science in Nursing; B.A. in Adolescence Education, Mathematics (Grade 7-12); B.A. in Childhood and Middle Level Childhood Education and Mathematics (Grade 1 - Grade 9); B.A. in Life Sciences with a Concentration in Environmental Sciences; B.A. in Middle Childhood and Adolescence Education and Mathematics (Grade 5 - Grade 12); B.S. in Adolescence Education, Chemistry (Grade 7-12); B.S. in Biology with a Concentration in Biotechnology, Bioinformatics, Environmental Science; B.S. in Chemistry; Bachelor of Arts in Mathematics; Bachelor of Science in Mathematics; Bachelor of Science in Finance; B.A. in Adolescence Education, Social Studies (Grade 7-12); B.A. in Adolescence and Special Education English 7-12 and Teaching Students with Disabilities 7-12; B.A. in Adolescence and Special Education French 7-12 and Teaching Students with Disabilities 7-12; B.A. in Adolescence and Special Education Mathematics 7-12 and Teaching Students with Disabilities 7-12; B.A. in Adolescence and Special Education Social Studies 7-12 and Teaching Students with Disabilities 7-12; B.A. in Adolescence and Special Education Spanish 7-12 and Teaching Students with Disabilities 7-12; B.A. in Childhood and Middle Level Childhood Education and English (Grade 1 - Grade 9); B.A. in Childhood and Middle Level Childhood Education and French (Grade 1 - Grade 9); B.A. in Childhood and Middle Level Childhood Education and Social Studies (Grade 1 - Grade 9); B.A. in Childhood and Middle Level Childhood Education and Spanish (Grade 1 - Grade 9); B.A. in Developmental Disabilities; B.A. in Early Childhood Development and Cognition; B.A. in Gerontology; B.A. in Hotel and Restaurant Management; B.A. in Middle Childhood and Adolescence Education and English (Grade 5 - Grade 12); B.A. in Middle Childhood and Adolescence Education and French (Grade 5 - Grade 12); B.A. in Middle Childhood and Adolescence Education and Social Studies (Grade 5 - Grade 12); B.A. in Middle Childhood and Adolescence Education and Spanish (Grade 5 - Grade 12); B.A. in Political Science; B.A. in Religious Studies; B.A. in Social Sciences; B.A. in Social Studies - Elementary; B.A. in Social Studies - Inclusion Elementary and Special Education; B.A. in Social Studies - Secondary; B.A. in Sociology; B.A. in Special Education and Childhood (Grade 1 - Grade 6); B.A. in Teaching English to Speakers of Other Languages (TESOL); B.A./B.S in Early Childhood and Childhood Education (Birth - Grade 6); B.S. in Adolescence and Special Education Biology 7-12 and Teaching Students with Disabilities 7-12; B.S. in Adolescence and Special Education Chemistry 7-12 and Teaching Students with Disabilities 7-12; B.S. in Biology with Options in Premedical and Prehealth Professional Training and Preparation; B.S. in Childhood and Middle Level Childhood Education and Biology (Grade 1 - Grade 9); B.S. in Childhood and Middle Level Childhood Education and Chemistry (Grade 1 - Grade 9); B.S. in Middle Childhood and Adolescence Education and Biology (Grade 5 - Grade 12); B.S. in Middle Childhood and Adolescence Education and Chemistry (Grade 5 - Grade 12); B.S. in Social Work; B.S. in Sport and Recreation Management; B.S. in Tourism and Recreation Management; Bachelor of Arts in Economics; Bachelor of Arts in Liberal Arts; Bachelor of Science in Economics","Master of Science in Education for School Counseling; Master of Science in School Psychology; Master of Arts in Developmental Disabilities; Master of Arts in Interdisciplinary Studies; Master of Science in Clinical Mental Health Counseling; Master of Science in Early Childhood and Special Education; Master of Science in Education - Special Education, Grades 1-6; Master of Science in Education - Special Education, Grades 7-12; Master of Science in Educational Leadership; Master of Science in Literacy Instruction; Master of Science in Sport Management; Master of Science in Teaching English to Speakers of Other Languages (TESOL)"
