University,UG Programs,PG Programs
Department of Computer Science,,
TELECOM Saint-Etienne,,
"University of Science & Technology, Yemen",,
University of Baghdad,,
Institut National des Sciences Appliquées de Strasbourg (INSA),,
SUNY Canton,,
University of Jammu,,
"Moscow State University of Economics, Statistics and Informatics (MESI) ",,
Josai International University,,
Universitas Muhammadiyah Surabaya,,
Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,,
Valahia University of Targoviste,"History; Music; Preparatory Year of Romanian Language; Romanian Language and Literature – Modern Language and Literature (English/French); Accounting and Information System; Business Administration; Economics of Trade, Tourism and Services; Economy of Commerce, Tourism and Services; Finance and Banks; Management; Applied Electronics; Automation and Applied Informatics; Electrotechnics; Engineering and Management; Equipment for Industrial Processes; Industrial Energy; Materials Science; Multimedia Systems Engineering; Technologies and Telecommunication Systems; Agriculture; Mountain Agriculture; Agricultural Products Processing Technology; Chemistry; Engineering and Environment Protection in Agriculture; Food Control and Security; Geography of Tourism; Mathematics-Informatics; Physics; Journalism; Kinesiotherapy and Special Motricity; Law; Orthodox Pastoral Theology; Pedagogy of Primary and Preschool Education; Physical Education and Sports; Public Administration; Public Administration","European History Unity; Multilingualism and Interculturality in European Context; Musical Education; Accounting; Audit of Public and Private Entities; Financial Banking Management; Information Management; Marketing; Organization Management; Advanced Automation, Industrial Informatics and Manufacturing; Advanced Materials; Advanced Telecommunications Systems, Information Processing and Transmission; Energy Systems Audit; Engineering of Electrical Systems Integrated in Vehicles; Modern Mechanical Engineering Manufacturing and Testing Equipment; Modern Systems and Equipment in Energy Production and Usage; Control and Expertise in Food Industry; Fundamental Mathematics for Education; Geographic Risk Phenomena and Environmental Quality; Physical-Chemical Analytical Methods for Life and Environmental Quality; Systems for Control and Evaluation of Environmental Quality; Business Law; Contemporary Social and Ecumenical Doctrine of the Church; Doctrine-Science-Mission; Educational Management and Curricular Development; European Public Administration; Institutional Communication; Journalism and European Cultural Studies; Teaching Strategies for Effective Communication and Learning"
Louisiana State University,Online Bachelor of Arts in English; Online Bachelor of General Studies - Organizational Studies; Online Bachelor of Interdisciplinary Studies (BIS); Online Bachelor of Science in Accounting; Online Bachelor of Science in Business Administration; Online Bachelor of Science in General Business with a concentration in Business Analytics; Online Bachelor of Science in General Business with a concentration in Digital Marketing; Online Bachelor of Science in General Business with a concentration in Human Resource Management; Online Bachelor of Science in Learning Experience Design and Innovation; Online Bachelor of Science in Long Term Care Administration; Online Bachelor of Science in Marketing with a concentration in Digital Marketing; Online Bachelor of Science in General Business with a concentration in Information Technology Management; Online Bachelor of Science in Information Systems and Decision Sciences; Online Bachelor of General Studies in Disaster Science & Emergency Management; Online Bachelor of General Studies with a concentration in Health Sciences; Online Bachelor of Science in Health Professions - Health Care Administration; Online Bachelor of Science in Health Professions - Medical Imaging; Online Bachelor of Science in Medical Laboratory Science; Online Bachelor of Science in Psychology; Online Bachelor of Science in Psychology with a concentration in Clinical Psychology; Online Bachelor of Science in Psychology with a concentration in Family and Community Dynamics; Online Bachelor of Science in Psychology with a concentration in Industrial and Organizational Psychology; Online RN to BSN - Bachelor of Science in Nursing; Online Bachelor of Science in Mathematics; Online Bachelor of Science in Mathematics with a concentration in Actuarial Science; Online Bachelor of Arts in Sociology; Online Bachelor of Arts in World Religions; Online Bachelor of General Studies with a concentration Social Sciences; Online Bachelor of General Studies – Humanities; Online Bachelor of Science In Leadership and Human Resource Development; Online Bachelor of Science in Criminal Justice; Online Bachelor of Science in Criminal Justice with a concentration in Criminal Psychology; Online Bachelor of Science in Sport Administration with a concentration in Sport Commerce; Online Bachelor of Science in Sport Administration with a concentration in Sport Leadership; Online Bachelor’s in Mass Communication - Political Communication; Online Bachelor’s in Mass Communication - Public Relations,Online Master of Arts in Liberal Arts; Online Master of Science in Construction Management; Online Master of Science in Environmental Sciences; Online Bachelor of Science in Construction Management; Online Master of Science in Analytics; Online Master of Science in Civil Engineering; Online Master of Science in Industrial Engineering; Online Master of Public Health; Online Master of Science in Kinesiology with a specialization in Health Promotion and Sport Performance; Online Master of Arts in Education - Educational Technology; Online Master of Arts in Education - Higher Education Administration; Online Master of Education - Educational Leadership; Online Master of Library and Information Science with specialization in Archival Studies; Online Master of Science in Leadership & Human Resource Development; Online Master of Science in Sport Management; Online Master of Social Work
Harvey Mudd College,,
University of the Sunshine Coast,Bachelor of Arts; Bachelor of Arts (Honours); Bachelor of Arts / Bachelor of Business; Bachelor of Arts / Bachelor of Science; Bachelor of Creative Industries; Bachelor of Creative Industries (Honours); Bachelor of Design; Bachelor of Music; Associate Degree in Business; Bachelor of Business; Bachelor of Business / Bachelor of Behavioural Science (Psychology); Bachelor of Business / Bachelor of Commerce (Accounting); Bachelor of Business / Bachelor of Communication; Bachelor of Business / Bachelor of Creative Industries; Bachelor of Business / Bachelor of Criminology and Justice; Bachelor of Business / Bachelor of Design; Bachelor of Business / Bachelor of Science; Bachelor of Commerce (Accounting); Bachelor of Environmental Management; Bachelor of Computer Science; Bachelor of Engineering (Civil) (Honours); Bachelor of Engineering (Civil) (Honours) / Environmental Science; Bachelor of Engineering (Electrical and Electronic) (Honours); Bachelor of Engineering (Mechanical) (Honours); Bachelor of Engineering (Mechatronic) (Honours); Bachelor of Information and Communications Technology; Bachelor of Animal Ecology; Bachelor of Behavioural Science (Psychology); Bachelor of Biomedical Science; Bachelor of Biomedical Science (Accelerated); Bachelor of Clinical Exercise Physiology; Bachelor of Health Science; Bachelor of Medical Science; Bachelor of Midwifery; Bachelor of Nursing Science; Bachelor of Nursing Science (Graduate Entry); Bachelor of Nutrition; Bachelor of Occupational Therapy (Honours); Bachelor of Prosthetics and Orthotics; Bachelor of Psychology (Honours); Bachelor of Recreation and Outdoor Environmental Studies; Bachelor of Sport and Exercise Science; Bachelor of Sports Studies; Associate Degree in Science; Bachelor of Environmental Science; Bachelor of Science; Bachelor of Science (Honours); Bachelor of Communication; Bachelor of Communication (Honours); Bachelor of Counselling; Bachelor of Criminology & Justice (Honours); Bachelor of Criminology and Justice; Bachelor of Education (Early Childhood); Bachelor of Education (Secondary) / Bachelor of Arts; Bachelor of Education (Secondary) / Bachelor of Recreation and Outdoor Environmental Studies; Bachelor of Education (Secondary) / Bachelor of Science; Bachelor of Human Services; Bachelor of International Studies; Bachelor of Laws; Bachelor of Laws (Graduate Entry); Bachelor of Laws / Bachelor of Arts; Bachelor of Laws / Bachelor of Business; Bachelor of Laws / Bachelor of Commerce (Accounting); Bachelor of Laws / Bachelor of Criminology and Justice; Bachelor of Laws / Bachelor of Environmental Management; Bachelor of Primary Education; Bachelor of Social Work; Bachelor of Social Work / Bachelor of Criminology and Justice; Bachelor of Urban Design & Town Planning (Honours),Master of Arts; Master of Creative Arts; Master of Business Administration; Master of Business Administration (Extended); Master of Business Administration / international Business; Master of Business by Research; Master of International Business; Master of Management; Master of Professional Accounting MPA; Master of Cyber Security and Forensics; Master of information and Communications Technology; Master of Health Promotion; Master of Nursing (Clinical Leadership); Master of Professional Psychology; Master of Psychology (Clinical); Master of Sport and Exercise Science by Research; Master of Sports Nutrition by Research; Master of Climate Change Adaptation by Research; Master of Science; Master of Counselling; Master of Education by Research; Master of International Development; Master of Social Work (Qualifying); Master of Social Work by Research; Master of Teaching (Secondary); Master of Teaching Primary
National Film School of Denmark,,
Sungkyunkwan University,,
Azerbaijan University of Languages,,
Ho Chi Minh City Open University,,
Washington University in St. Louis,Bachelor of Science in Integrated Studies - Online; Bachelor of Science in Integrated Studies - Online,Dual LLM Degree with Tecnológico de Monterrey; Master of Laws (LLM) in Taxation; Master of Laws (LLM) in U.S. Law; Master of Legal Studies; Master of Legal Studies (MLS) in Taxation
RMIT International University Vietnam,,
Foreign Affairs and International Trade Canada,,
Manipal University Jaipur,BA Liberal Arts; Bachelor of Architecture (B. Arch); Bachelor of Arts (Hons) Economics; Bachelor of Arts (Hons) English; Bachelor of Arts (Hons) Psychology; Bachelor of Arts - Journalism & Mass Communication (J&MC); Bachelor of Design (B Des - Fashion Design); Bachelor of Design (B Des - Interior Design); Bachelor of Fine Arts (BFA - Applied Art); B Com (Hons)- Accounting; BBA (Hospitality and Tourism Operations); Bachelor of Business Administration (BBA); Bachelor of Commerce (B. Com); Bachelor of Computer Applications (BCA); B TECH (Hons) Computer Science & Engineering (IOT and Intelligent System); B Tech (Hons) Civil Engineering with Specialization in Geoinformatics; B Tech (Hons) Computer Science & Engineering (Artificial Intelligence & Machine Learning); B Tech (Hons) Mechanical Engineering with Specialization in Robotics; B Tech Chemical Engineering; B Tech Civil Engineering; B Tech Computer science & Engineering; B Tech Data Science & Engineering; B Tech Electrical & Electronics Engineering; B Tech Electronics & Communication Engineering; B Tech Mechatronics Engineering; B Tech in Automobile Engineering; B Tech in Computer and Communication Engineering; B Tech in Electrical & Computer Engineering; B Tech in Information technology; B Tech in Mechanical Engineering; Bachelor of Science (Hons) - Biotechnology; Bachelor of Science (Hons)- Microbiology; Bachelor of Science (Hons) - Chemistry; Bachelor of Science (Hons) - Mathematics; Bachelor of Science (Hons) - Physics; Bachelor of Science (Hons) Psychology; BA LL.B (Hons); BBA LL.B (Hons); Bachelor of Law LL.B; Bachelor of Physical Education & Sports,M.Arch – Landscape; Master of Design (Interior Design); M.Com Financial Analysis; Master of Business Administration; Master of Computer Applications; M Tech - VLSI & Embedded System Design; M Tech Computer Aided Analysis and Design; M Tech Environmental Engineering; M Tech Information Security; M Tech Structural Engineering; M Tech in Industrial Automation and Robotics; M. Tech Data Science; M Sc - Chemistry; M Sc - Physics; M Sc - Biotechnology; M.A. English; M.Sc. CLINICAL PSYCHOLOGY; MA in Journalism & Mass Communication; Master of Law - Corporate Law; Master of Law Criminal Law
"University of Illinois, Springfield (UIS)",,
University of Milano-Bicocca ,,
D. Serikbayev East Kazakhstan Technical University,,
University of El Oued,,
California Intercontinental University,,
Soran University,,
LABA Valencia,Graphic Design & Digital Media; Photography & Video,MA Photography ( Fashion & Editorial); Máster Internacional en Creación Multimedia para el Espectáculo
Naif Arab University for Security Sciences,,
Sri Lanka Institute of Information Technology (SLIIT),,
Kyiv National University of Technologies and Design,,
RMIT University,"Bachelor of Applied Science (Construction Management) (Honours); Bachelor of Applied Science (Project Management) (Honours); Bachelor of Architectural Design; Bachelor of Arts (Creative Writing); Bachelor of Arts (Music Industry); Bachelor of Arts (Photography); Bachelor of Arts (Photography) (Honours); Bachelor of Design (Animation and Interactive Media); Bachelor of Design (Communication Design); Bachelor of Design (Games); Bachelor of Fashion (Design) (Honours); Bachelor of Industrial Design (Honours); Bachelor of Textiles (Design) (Honours); Bachelor of Urban and Regional Planning (Honours); Bachelor of Accounting; Bachelor of Applied Science (Property and Valuation) (Honours); Bachelor of Business; Bachelor of Business (Honours); Bachelor of Business Professional Practice; Bachelor of Data Science; Bachelor of Laws/Bachelor of Business; Bachelor of Applied Science (Aviation); Bachelor of Applied Science (Aviation)/Bachelor of Business; Bachelor of Aviation (Pilot Training); Bachelor of Computer Science; Bachelor of Computer Science (Professional); Bachelor of Engineering (Automotive Engineering) (Honours); Bachelor of Engineering (Biomedical Engineering) (Honours); Bachelor of Engineering (Chemical Engineering) (Honours); Bachelor of Engineering (Civil and Infrastructure) (Honours); Bachelor of Engineering (Civil and Infrastructure) (Honours)/Bachelor of Business; Bachelor of Engineering (Computer and Network Engineering) (Honours)/Bachelor of Computer Science; Bachelor of Engineering (Electrical Engineering) (Honours); Bachelor of Engineering (Electronic and Computer Systems Engineering) (Honours); Bachelor of Engineering (Electronic and Computer Systems Engineering)(Honours)/Bachelor of Business; Bachelor of Engineering (Honours); Bachelor of Engineering (Mechanical Engineering) (Honours); Bachelor of Engineering (Mechanical Engineering) (Honours)/Bachelor of Business; Bachelor of Engineering (Mechanical Engineering) (Honours)/Bachelor of Industrial Design (Honours); Bachelor of Engineering (Sustainable Systems Engineering) (Honours); Bachelor of Geospatial Science (Honours); Bachelor of Information Technology; Bachelor of Information Technology (Professional); Bachelor of Science (Computer Science) (Honours); Bachelor of Software Engineering; Bachelor of Space Science; Bachelor of Surveying (Honours); Bachelor of Applied Science (Psychology) (Honours); Bachelor of Criminology and Psychology; Bachelor of Pharmaceutical Sciences (Honours); Bachelor of Psychology; Bachelor of Science; Bachelor of Science (Biotechnology); Bachelor of Science (Biotechnology)/Bachelor of Biomedical Science; Bachelor of Social Science (Psychology); Bachelor of Applied Mathematics and Statistics; Bachelor of Engineering (Environmental Engineering) (Honours); Bachelor of Environment and Society; Bachelor of Environmental Science; Bachelor of Environmental Science/Bachelor of Engineering (Environmental Engineering) (Honours); Bachelor of Environmental Science/Bachelor of Environment and Society; Bachelor of Food Technology and Nutrition; Bachelor of Food Technology and Nutrition/Bachelor of Business; Bachelor of Science (Applied Chemistry)/Bachelor of Engineering (Chemical Engineering) (Honours); Bachelor of Science (Nanotechnology)/Bachelor of Science (Applied Sciences); Bachelor of Arts (International Studies) (Honours); Bachelor of Communication (Advertising); Bachelor of Communication (Journalism); Bachelor of Communication (Media); Bachelor of Communication (Professional Communication); Bachelor of Communication (Public Relations); Bachelor of Criminal Justice; Bachelor of Design (Digital Media); Bachelor of Education; Bachelor of Health, Physical Education and Sport (Secondary); Bachelor of International Studies; Bachelor of Justice and Criminology (Honours); Bachelor of Laws; Bachelor of Legal and Dispute Studies; Bachelor of Media and Communication (Honours); Bachelor of Social Work (Honours); Bachelor of Social Work (Honours)/Bachelor of Social Science (Psychology); Bachelor of Youth Work and Youth Studies","Master of Animation, Games and Interactivity; Master of Applied Science (Built Environment); Master of Architecture; Master of Communication Design; Master of Design; Master of Design (Architecture & Design); Master of Design Futures; Master of Design Innovation and Technology; Master of Disaster, Design and Development; Master of Geospatial Science; Master of Landscape Architecture; Master of Translating and Interpreting; Master of Urban Planning and Environment; Master of Writing and Publishing; Master of Analytics; Master of Blockchain Enabled Business; Master of Business (Accountancy); Master of Business (Business & Law); Master of Business (Business Information Systems); Master of Business (Economics, Finance & Marketing); Master of Business (Supply Chain & Logistics); Master of Business Information Technology; Master of Data Science; Master of Finance; Master of Marketing; Master of Professional Accounting; Master of Project Management; Online Master of Data Science Strategy and Leadership; Online Master of Marketing; Master of Artificial Intelligence; Master of Cyber Security; Master of Engineering (Aerospace Engineering and Aviation); Master of Engineering (Aerospace); Master of Engineering (Chemical Engineering); Master of Engineering (Civil Engineering); Master of Engineering (Electrical and Electronic Engineering); Master of Engineering (Electronic Engineering); Master of Engineering (Environmental Engineering); Master of Engineering (International Automotive Engineering); Master of Engineering (Mechanical Engineering); Master of Engineering (Mechanical, Manufacturing and Mechatronic Engineering); Master of Information Technology; Master of Science (Aviation); Master of Science (Computer Science); Master of Applied Science (Health & Medical Physics); Master of Biotechnology; Master of Clinical Psychology; Master of Medical Physics; Master of Occupational Health and Safety; Master of Science (Applied Biology & Biotechnology); Master of Science (Psychology); Master of Energy Efficient and Sustainable Building; Master of Engineering (Sustainable Energy); Master of Food Science and Technology; Master of Science (Applied Chemistry); Master of Science (Applied Physics); Master of Science (Food Science); Master of Science (Geospatial Sciences); Master of Science (Mathematical Sciences); Master of Sustainable Practice; Juris Doctor; Master of Advertising; Master of Commerce; Master of Communication; Master of Design (Media & Communication); Master of Global Studies; Master of Justice and Criminology; Master of Media; Master of Property; Master of Public Policy; Master of Social Science (Global, Urban & Social Studies); Master of Social Work; Master of Statistics and Operations Research; Master of Supply Chain and Logistics Management; Master of Teaching Practice (Primary Education); Master of Teaching Practice (Secondary Education); Online Master of Commerce; Online Master of Human Resource Management; Online Master of Supply Chain and Logistics Management"
 Instituto Superior de Economia y Administración de Empresas    ,,
Medical University of Vienna,,
Singapore University of Technology and Design,,
Universidad Autónoma de Manizales ,,
Buckinghamshire New University,"Acting (Film, TV & Stage); Acting (Film, TV and Stage) with Foundation Year; Dance and Fitness; Dance and Fitness with Foundation Year; Dance and Performance; Dance and Performance with Foundation Year; Fashion Design; Fashion Design (Top-up); Fashion Design (with Foundation Year); Fashion Promotion and Communication; Fashion Promotion and Communication with Foundation Year; Fashion and Textiles; Fashion and Textiles with Foundation Year; Graphic Design; Graphic Design (Top-up); Graphic Design (with Foundation Year); Illustration; Illustration (Top-up); Illustration with Foundation Year; Interior and Spatial Design; Interior and Spatial Design (Top-up); Interior and Spatial Design (with Foundation Year); Music Management and Studio Production; Music Management and Studio Production with Foundation Year; Music Production and Performance; Music Production and Performance with Foundation Year; Music Technology; Music Technology with Foundation Year; Performing Arts (Film, TV and Stage); Performing Arts (Film, TV and Stage) with Foundation Year; Photography; Photography with Foundation Year; Product Design; Product Design (Top-up); Product Design with Foundation Year; Product Design: Interior Product; Product Design: Interior Product (Top-up); Product Design: Interior Product with Foundation Year; Songwriting; Songwriting with Foundation Year; Sound Design with Foundation Year; Textile Design with Foundation Year; Textiles Design; Accounting and Finance; Accounting and Finance with Foundation Year; Business Law; Business Law; Business Law with Foundation Year; Business Management; Business Management (Global Banking School); Business Management (Mont Rose); Business Management and Information Technology; Business Management and Information Technology with Foundation Year; Business Management with Foundation Year; Business and Finance; Business and Finance with Foundation Year; Business and Human Resource Management; Business and Human Resource Management with Foundation Year; Business and Psychology; Corporate Security Management; Corporate Security Management with Foundation Year; Intelligence Analysis and Management; Intelligence Analysis and Management with Foundation Year; Marketing; Marketing (with Foundation Year); Music Business; Music Business with Foundation Year; Music Performance Management; Music Performance Management with Foundation Year; Sports Business Management; Sports Business Management with Foundation year; Sports Business Management with Sandwich Year; Sports Marketing; Sports Marketing with Foundation Year; Sports Marketing with Sandwich Year; Air Transport with Commercial Pilot Training; Air Transport with Helicopter Pilot Training; Air Transport with Private Pilot Training; Airline and Airport Management; Airline and Airport Management with Foundation Year; Audio and Music Production; Audio and Music Production with Foundation Year; Computing; Computing and Web Development; Computing and Web Development with Foundation Year; Computing with Foundation Year; Cyber Security; Cyber Security with Foundation Year; Data Science; Data Science with Foundation Year; Games Development; Games Development with Foundation Year; Independent Games Production; Independent Games Production with Foundation Year; Software Engineering; Software Engineering with Foundation Year; Sound Design; Behavioural Sciences; Behavioural Sciences; Behavioural Sciences with Foundation Year; Business and Psychology with Foundation Year; Counselling Psychology; Counselling Psychology; Counselling Psychology with Foundation Year; Criminological Psychology; Criminological Psychology; Criminological Psychology with Foundation Year; Health and Social Science; Health and Social Science; Health and Social Science (with Foundation Year); Nursing (Adult) with NMC Registration; Nursing (Children) with NMC Registration; Nursing (Mental Health) with NMC Registration; Operating Department Practice; Operating Department Practice with Foundation Year; Psychology; Psychology; Psychology and Criminology; Psychology and Criminology; Psychology and Criminology with Foundation Year; Psychology with Foundation Year; Public Health; Specialist Practitioner Qualification (Community Children’s Nursing); Sports Psychology; Sports Psychology; Sports Psychology with Foundation Year; Sports Therapy; Sports Therapy with Foundation Year; Strength and Conditioning; Strength and Conditioning with Foundation Year; BA (Hons) Law; Creative Advertising; Creative Advertising (Top-up); Creative Advertising with Foundation Year; Creative Brand Communications; Creative Brand Communications with Foundation Year; Criminology; Criminology; Criminology and Law; Criminology and Law with Foundation Year; Criminology with Foundation Year; Early Childhood and Primary Education Studies; Early Childhood and Primary Education Studies with Foundation Year; Education Studies; Education Studies with Foundation Year; Events Festivals and Venue Management; Events Festivals and Venue Management with Foundation Year; Film and TV Production; Film and TV Production with Foundation Year; Football Development and Performance; Football Development and Performance with Foundation Year; Football Development and Performance with Sandwich Year; International Tourism Management with Air Travel; International Tourism Management with Air Travel with Foundation Year; LLB (Hons) Law; LLB (Hons) Law; LLB (Hons) Law with Foundation Year; Law and Sociology; Law and Sociology with Foundation Year; Multimedia Journalism; Multimedia Journalism with Foundation Year; Police Studies with Criminal Investigation; Police Studies with Criminal Investigation with Foundation Year; Social Work; Sport Development and Coaching (with Foundation Year); Sport and Physical Education; Sport and Physical Education with Foundation Year; Sports Business and Coaching; Sports Development and Coaching; Sports Development and Coaching with Sandwich Year; Sports Product Design; Sports Product Design with foundation year; Sports and Exercise Science; Sports and Exercise Science with Foundation Year",Aviation Security (Distance Learning); Critical Infrastructure Security (Flexible and distributed learning); Cyber Security; International Aviation Regulation and Law; Organisational Resilience (Distance Learning); Advanced Clinical Practitioner; Applied Positive Psychology (Flexible Distributed Learning); Cognitive Behavioural Therapy; Cognitive Behavioural Therapy; Cognitive Behavioural Therapy (Top-Up); Community Healthcare Practice; MSc (PG Diploma entry) Specialist Community Public Health Nursing; Nursing; Professional Practice (Healthcare); Professional Practice (Healthcare); Professional Practice (Nursing); Professional Practice (Nursing); Psychology Conversion; Psychology Conversion; Psychosocial Interventions; Child Protection and Adult Safeguarding; Criminology Communities and Disorder; Education (Taught); Human Resource Management; Human Resource Management; Mental Health and Well-Being in Education (Distance Learning); Rural and Environmental Crime and Policing (Distance Learning); Social Work; Sports Therapy; Sports Therapy
Universidade Federal do Estado do Rio de Janeiro,,
Institución Universitaria Esumer,,
Universidad Católica de Temuco,,
National Aerospace University - Kharkiv Aviation Institute,,
Scotland's Rural College (SRUC),,
University of Tsukuba,,
University of Houston,Retailing and Consumer Science (B.S.); Nursing (B.S.N.); Nursing (RN to B.S.N.); Psychology (B.A.); Psychology (B.S.),"Construction Management (M.S.); Foresight (M.S.); Global Retailing (M.S.); Civil Engineering (M.S.); Cybersecurity (M.S.); Electrical Engineering - Power and Energy Systems (M.S.E.E.); Engineering Management (M.S.); Engineering Technology - Computational Health Informatics (M.S.); Engineering Technology - Network Communication (M.S.); Mechanical Engineering (M.M.E.); Mechanical Engineering (M.S.); Petroleum Engineering (M.Pet.E.); Petroleum Engineering (M.S.); Engineering Technology - Biotechnology (M.S.); Nursing – Administration (M.S.N.); Nutrition (M.S.); Mathematics (M.A.); Curriculum and Instruction - Early Childhood Education (M.Ed.); Curriculum and Instruction - Health Science Education (M.Ed.); Curriculum and Instruction - Learning, Design, and Technology (M.Ed.); Curriculum and Instruction - Mathematics Education (M.Ed.); Curriculum and Instruction - Reading, Language Arts, and Literature Education (M.Ed.); Higher Education (M.Ed.); Hospitality Management (M.H.M.); Social Work (M.S.W.); Special Populations Gifted & Talented (M.Ed.); Special Populations Special Education (M.Ed.)"
Golpayegan University of Technology,,
Universidad Pablo de Olavide,,
Hamdan Bin Mohammed Smart University (HBMSU),,
I. Razzakov Kyrgyz State Technical University,,
California Polytechnic State University,,
Galgotias University,,
Yong In University ,,
Mid Sweden University ,,
Southern Leyte State University,Bachelor Science in Business Administration; Bachelor of Science in Accountancy; Bachelor of Science in Agribusiness; Bachelor of Science in Entrepreneurship; Bachelor of Science in Management Accounting; Bachelor of Science in Office Administration; Bachelor of Industrial Technology; Bachelor of Science in Civil Engineering; Bachelor of Science in Computer Engineering; Bachelor of Science in Electrical Engineering; Bachelor of Science in Mechanical Engineering; Bachelor of Science in Marine Biology; Bachelor Science in Food Technology; Bachelor of Agricultural Technology; Bachelor of Science in Agriculture; Bachelor of Science in Environmental Science; Bachelor in Public Administration; Bachelor in Social Work; Bachelor of Elementary Education; Bachelor of Science in Criminology; Bachelor of Science in Hospitality Management; Bachelor of Science in Information Technology; Bachelor of Science in Tourism Management; Bachelor of Secondary Education; Bachelor of Technology and Livelihood Education,Master in Management; Master in Public Administration; Master in Technology Education; Master of Arts in Education; Master of Arts in Teaching (English Language); Master of Arts in Teaching (Filipino); Master of Arts in Teaching (Mathematics); Master of Arts in Teaching (Natural Science); Master of Science in Information Technology
American Institute of Applied Sciences in Switzerland,Bachelor of Science in Business Administration,Aviation Management
Institut Mines-Télécom,,
University of El Oued,,
"Business School, Universidad EAFIT",,
"Kazakh University of Economics, Finance and International Trade",,
Universitas Muhammadiyah Prof. Dr. Hamka ,,
Korea Aerospace University ,,
Universidad de Ciencias y Artes de Chiapas,,
Institute of Public Administration,,
University of Pittsburgh-Bradford,,
"Utkal University, Bhubaneswar",,
Technische Universität Braunschweig,,
Universidade Regional do Noroeste do Estado do Rio Grande do Sul ,,
Swiss School of Business and Management (SSBM Geneva),Bachelor of Science (BSc) in Business Administration; Bachelor of Science (BSc) in Creative Business Management; Online Bachelor of Science (BSc) in Business Administration; Online Bachelor of Science (BSc) in Sports Management; Online Bachelor of Science in Information Technology (BSc),Master in International Sports Law; Master of Science (MSc) in Global Business (Geneva); Online Master of Science (MSc) in Global Business
"Université Paris-Dauphine, Université PSL",,
Universidad Publica de Navarra,,
Saint Mary's College,,
Simmons University,,
École Nationale Supérieure des Sciences de l'Information et des Bibliothèques (ENSSIB),,
University of Denver,,
Beijing University of Chinese Medicine,,
National Sun Yat-sen University,,
Кing George's Medical University,,
Universidad Don Bosco,,
Fachhochschule Bielefeld,,
Volgograd State University,,
"University of Engineering and Technology, Taxila",,
Tampere University,,
Wisconsin School of Business,,
University of Haifa,,
"Karnatak University, Dharwad",,
Tampere University of Technology ,,
Case School of Law,,
Sturm College of Law,,
Université Tunis Carthage,,
Komar University of Science and Technology,,
The University of North Bengal,,
Nagoya University,,
University Canada West,Associate of Arts (AA); Bachelor of Arts in Business Communication (BA); Bachelor of Commerce (BCom); Online Bachelor of Arts in Business Communication (BA); Online Bachelor of Commerce (BCom),Master of Business Administration (MBA); Online Master of Business Administration (MBA)
Edinboro University of Pennsylvania,,
Grigol Robakidze University,,
Kazakh Ablai Khan University of International Relations and World Languages,,
Dongseo University ,,
Southern Connecticut State University,,
ESCUELA POLITECNICA NACIONAL-FACULTAD DE CIENCIAS ADMINISTRATIVAS,,
Columbia Business School,,
"Bahria University, Islamabad. Pakistan",,
"University of California, Riverside, A. Gary Anderson Graduate School of Management",,Master of Finance; Master of Professional Accountancy; Master of Science in Business Analytics
Universidade Federal Fluminense ,,
Tilburg School of Economics & Management,,
Heller School for Social Policy and Management,,
Fairleigh Dickinson University,,
