University,UG Programs,PG Programs
Central Mindanao University ,,
Católica Porto Business School,,
Russian New University RosNOU,,
Universiti Sultan Zainal Abidin,,
University of Mobile,,
Yerevan State University,,
University of Central Florida,Bachelor of Arts in Art - History Track; Bachelor of Arts in Art - Studio Track; Bachelor of Arts in Art - Visual Arts and Emerging Media Management Track; Bachelor of Arts in French; Bachelor of Arts in Music; Bachelor of Arts in Philosophy; Bachelor of Arts in Spanish; Bachelor of Arts in Theatre Studies; Bachelor of Design in Architecture; Bachelor of Fine Arts in Art - Emerging Media Track; Bachelor of Fine Arts in Art - Studio Art Track; Bachelor of Fine Arts in Film; Bachelor of Fine Arts in Theatre - Acting; Bachelor of Fine Arts in Theatre - Design and Technology; Bachelor of Fine Arts in Theatre - Musical Theatre; Bachelor of Fine Arts in Theatre - Stage Management Specialization; Bachelor of Music - Jazz Studies Track; Bachelor of Music - Music Composition Track; Bachelor of Music - Music Performance Track; Bachelor of Science in Environmental Engineering; Bachelors of Science in English Language Arts Education; Bachelors of Science in Photography; Bachelors of Science in World Languages Education - French; Bachelors of Science in World Languages Education - Spanish; Bachelor of Arts in Advertising-Public Relations; Bachelor of Science in Business Administration in Economics; Bachelor of Science in Event Management; Bachelors of Science in Business Administration in Accounting; Bachelors of Science in Business Administration in Finance; Bachelors of Science in Business Administration in Integrated Business; Bachelors of Science in Business Administration in Management; Bachelors of Science in Business Administration in Marketing; Bachelors of Science in Business Administration in Real Estate; Bachelor of Science in Aerospace Engineering (B.S.A.E.); Bachelor of Science in Civil Engineering; Bachelor of Science in Computer Engineering; Bachelor of Science in Computer Science; Bachelor of Science in Construction Engineering; Bachelor of Science in Electrical Engineering; Bachelor of Science in Health Informatics and Information Management; Bachelor of Science in Industrial Engineering; Bachelor of Science in Information Technology; Bachelor of Science in Mechanical Engineering; Bachelor of Science in Photonic Science and Engineering; Bachelor of Science in Biology; Bachelor of Science in Biology - Preprofessional Concentration; Bachelor of Science in Biotechnology; Bachelor of Science in Health Sciences - Pre-Clinical Track; Bachelor of Science in Medical Laboratory Sciences; Bachelor of Science in Nursing; Bachelor of Science in Nursing - Concurrent A.S.N. to B.S.N. Enrollment Option; Bachelor of Science in Science Education - Biology Track; Bachelor of Arts in Physics; Bachelor of Science in Chemistry; Bachelor of Science in Chemistry - Biochemistry Track; Bachelor of Science in Mathematics; Bachelor of Science in Physics; Bachelor of Science in Science Education - Chemistry Track; Bachelor of Science in Science Education - Physics Track; Bachelor of Science in Statistics; Bachelors of Science in Mathematics Education; Bachelor in Interdisciplinary Studies - Women's Studies Track; Bachelor of Arts in Digital Media; Bachelor of Arts in Film - Cinema Studies Track; Bachelor of Arts in Human Communication; Bachelor of Arts in Humanities and Cultural Studies; Bachelor of Arts in Journalism; Bachelor of Arts in Political Science - Prelaw Track; Bachelor of Arts in Radio-Television; Bachelor of Arts in Writing and Rhetoric; Bachelor of Arts/Bachelor of Science in Communication Sciences and Disorders; Bachelor of Arts/Bachelor of Science in Legal Studies; Bachelor of Music Education; Bachelor of Science in Athletic Training; Bachelor of Science in Early Childhood Development and Education Track 1: Education: Pre-Kindergarten - Primary (PK-3); Bachelor of Science in Early Childhood Development and Education Track 2: Early Childhood Development; Bachelor of Science in Forensic Science - Analysis Track; Bachelor of Science in Forensic Science - Biochemistry Track; Bachelor of Science in Hospitality Management; Bachelor of Science in Interdisciplinary Studies - Environmental Studies Track; Bachelor of Science in Restaurant and Food Service Management; Bachelor of Science in Social Science Education; Bachelor of Science in Sport and Exercise Science; Bachelor of Social Work; Bachelors of Science in Art Education; Bachelors of Science in Early Childhood Development and Education Track 3: Early Childhood Careers; Bachelors of Science in Economics; Bachelors of Science in Elementary Education,"Master in Fine Arts in Theatre; Master of Arts in English - Rhetoric and Composition; Master of Arts in History; Master of Arts in Music; Master of Arts in Spanish; Master of Arts in Theatre; Master of Science in Interactive Entertainment; Master of Science in Urban and Regional Planning; Master in Sport Business Management (MSBM); Professional Master of Science in Management; Master of Science in Civil Engineering; Master of Science in Computer Engineering; Master of Science in Computer Science; Master of Science in Data Analytics; Master of Science in Electrical Engineering; Master of Science in Engineering Management; Master of Science in Modeling and Simulation; Master of Science in Nanotechnology; Master of Science in Statistical Computing; Professional Science Master's (PSM) in Nanotechnology; Master of Arts in Anthropology; Master of Arts in Clinical Psychology; Master of Arts in Marriage, Couple and Family Therapy; Master of Science in Biology; Master of Science in Biomedical Engineering; Master of Science in Biomedical Sciences; Master of Science in Biotechnology; Master of Science in Industrial and Organizational Psychology; Master of Science in Nursing (MSN) - Adult-Gerontology Acute Care Nurse Practitioner; Master of Science in Nursing (MSN) - Adult-Gerontology Primary Care Nurse Practitioner Track; Master of Science in Nursing (MSN) - Family Nurse Practitioner Track; Master of Education (M.Ed.) in K-8 Mathematics and Science Education; Master of Science in Chemistry; Master of Science in Mathematical Science; Master of Science in Optics and Photonics; Master of Science in Physics; Professional Science Master's in Conservation Biology; Master of Science in Accounting (MSA); Education Specialist (Ed.S.) in Education - Master's plus 30 Track; Master of Arts in Applied Sociology; Master of Arts in Communication; Master of Arts in Communication Sciences and Disorders; Master of Arts in Counselor Education - Marriage and Family Therapy; Master of Arts in Counselor Education - Mental Health Counseling; Master of Arts in Counselor Education - School Counseling; Master of Arts in Digital Media - Visual Language and Interactive Media; Master of Arts in Elementary Education; Master of Arts in English - Literary, Cultural, and Textual Studies Track; Master of Arts in Exceptional Student Education K-12; Master of Arts in Interdisciplinary Studies; Master of Arts in Political Science; Master of Arts in Teacher Education - English Language Arts Education with ESOL Endorsement Track; Master of Arts in Teacher Education - Mathematics Education Track; Master of Arts in Teacher Education - Middle School Mathematics Education Track; Master of Arts in Teacher Education - Middle School Science Education Track; Master of Arts in Teacher Education - Science Education-Biology Track; Master of Arts in Teacher Education - Science Education-Chemistry Track; Master of Arts in Teacher Education - Science Education-Physics Track; Master of Arts in Teacher Education - Social Science Education Track; Master of Arts in Teaching English to Speakers of Other Languages (TESOL); Master of Education (M.Ed.) in Counselor Education - School Counseling; Master of Education (M.Ed.) in Elementary Education; Master of Education (MEd) in Curriculum and Instruction; Master of Education in Educational Leadership; Master of Education in Reading Education; Master of Fine Arts (M.F.A.) in Emerging Media; Master of Fine Arts in Creative Writing; Master of Science in Criminal Justice; Master of Science in Digital Forensics; Master of Science in Early Childhood Development and Education; Master of Science in Interdisciplinary Studies; Master of Science in Sport and Exercise Science; Master of Social Work (MSW)"
Universiti Malaysia Perlis,,
University of St.Gallen (HSG),Business Administration; Bachelor in Computer Science; Business Administration; Economics; International Affairs; Law; Law and Economics; Economics; International Affairs,"Banking and Finance; Marketing Management; Strategy and International Management; Master in Computer Science; Accounting and Finance (MAccFin); Banking and Finance (MBF); Business Innovation (MBI); Business Management (MUG); Economics (MEcon); International Affairs and Governance (MIA); International Law (MIL); Law (MLaw); Law and Economics (MLE); Management, Organization Studies and Cultural Theory (MOK); Marketing Management (MiMM); Quantitative Economics and Finance (MiQE/F); Strategy and International Management (SIM); Computer Science; Economics; International Affairs and Governance; International Law; Quantitative Economics and Finance"
Université Montpellier 1,,
Nove de Julho University - UNINOVE,,
Marymount Manhattan College,,
The John Marshall Law School,,
New York University (NYU),"BS in Leadership and Management Studies (concentration in Human Resources Management); BS in Leadership and Management Studies (concentration in International Business and Global Management); BS in Leadership and Management Studies (concentration in Organizational Management and Development); Applied Physics, B.S.; Biomolecular Science, B.S.; Business and Technology Management, B.S.; Chemical and Biomolecular Engineering, B.S.; Civil Engineering, B.S.; Computer Engineering, B.S.; Computer Science, B.S.; Electrical Engineering and Computer Engineering, B.S.; Electrical Engineering, B.S.; Integrated Design & Media, B.S.; Mathematics, B.S.; Mechanical Engineering, B.S.; Physics and Mathematics, B.S.; Science and Technology Studies, B.S.; Sustainable Urban Environments, B.S.; B.A. in Social Science (concentration in Organizational Behavior and Change); B.A. in Social Science (concentration in Organizational Behavior and Change)","MS in Professional Writing; MS in Translation & Interpreting; MS in Management and Systems (STEM); MS in Project Management (STEM); Online M.S. in Quantitative Management; M.A. in Counseling and Guidance; M.A. in Counseling for Mental Health and Wellness; M.S. in Communicative Sciences and Disorders; Online Master of Health Administration (MHA); SDG Online Master of Public Health; SDG Online Master of Public Health; SDG Online Master of Public Health; Biomedical Engineering, M.S.; Biotechnology and Entrepreneurship, M.S.; Biotechnology, M.S.; Chemical Engineering, M.S.; Civil Engineering, M.S.; Computer Engineering, M.S.; Computer Science, M.S.; Construction Management, M.S.; Cybersecurity Risk and Strategy, M.S.; Electrical Engineering, M.S.; Environmental Engineering, M.S.; Environmental Science, M.S.; Financial Engineering, MS; Industrial Engineering, M.S.; Integrated Design & Media, M.S.; M.S. in Bioinformatics; M.S. in Cybersecurity; M.S. in Industrial Engineering; M.S. in Management of Technology; Management of Technology, M.S.; Mathematical Sciences, M.S.; Mechanical Engineering, M.S.; Mechatronics and Robotics, M.S.; Transportation Management, M.S.; Transportation Planning and Engineering, M.S.; Executive LLM in Tax; M.S. in Human Resource Management and Development; MAT in Secondary Education, Grades 7–12, Initial Certification; Master of Arts in Journalism; Master of Arts in Journalism; Master of Arts in Journalism; Master of Studies in Law in Taxation"
Batterjee Medical College,,
Indian Institute of Technology Madras (IITM),,
Bergen University College,,
Shanghai Maritime University,,
Tarlac State University,,
Athabasca University,"Architecture (Online); Bachelor of Arts (General) (Online); English (Concentration) (Online); English (Major) (Online); French (Concentration) (Online); French (Major) (Online); History (Concentration) (Online); History (Major) (Online); Humanities (Online); Accounting (Full-Time Route) (Online); Bachelor of Commerce (General) (Full-Time) (Online); Bachelor of Management (General) (BMgmt) (Online); Bachelor of Management (General) (BMgmt) (Online); Business Technology Management (Full-Time Option) (Online); Finance (Post-Diploma Route) (Online); Marketing (BMgmt) (Full-Time Option) (Online); Computing and Information Systems (Online); Anthropology (Online); Bachelor of Nursing (Post-LPN) (BN) (Online); Bachelor of Nursing (Post-RN) (BN) (Online); Human Science (Online); Psychology (Concentration) (Online); Psychology (Major) (Online); Applied Mathematics (Online); Bachelor of Science (General) (Online); Communication Studies (Online); Criminal Justice (Online); General Studies (BGS) (Online); Governance, Law and Management (Online); Health Administration (BHA) (Online); Human Resources Management (BMgmt) (Online); Human Resources and Labour Relations (Online); Human Services (Online); Indigenous Nations and Organizations (BMgmt) (Full-Time Option) (Online); Labour Studies (Online); Political Economy (Online); Political Science (Online); Sociology (Concentration) (Online); Sociology (Major) (Online); Women's and Gender Studies (Online)","Interdisciplinary Studies (Online) (Taught); Interdisciplinary Studies - Adult Education (Online) (Taught); Interdisciplinary Studies - Canada, North, and the Globe (Online) (Taught); Interdisciplinary Studies - Community Studies (Online) (Taught); Interdisciplinary Studies - Cultural Studies (Online) (Taught); Interdisciplinary Studies - Educational Studies (Online) (Taught); Interdisciplinary Studies - Equity Studies (Online) (Taught); Interdisciplinary Studies - Global Change (Online) (Taught); Interdisciplinary Studies - Heritage and Social History (Online) (Taught); Interdisciplinary Studies - Literary Studies (Online) (Taught); Interdisciplinary Studies - Work, Organization & Leadership (Online) (Taught); Interdisciplinary Studies - Writing and New Media (Online) (Taught); Information Systems (Online) (Taught); Counselling (Art Therapy) (MC) (Online) (Taught); Counselling (Counselling Psychology) (MC) (Online) (Taught); Counselling (School Counselling) (MC) (Online) (Taught); Nursing (Generalist Stream) (MN) (Online) (Taught); Nursing (Nurse Practitioner Stream) (MN) (Online) (Taught); Distance Education (MEd) (Online) (Taught); Health Studies (MHS) (Online) (Taught)"
Escuela Colombiana de Ingeniería Julio Garavito ,,
Universidad Central del Ecuador,,
Universidad Nacional de Lujan,,
Mahidol University,,
Foothill College,,
İstanbul Medipol University,,
École Nationale Supérieure d'Agronomie et des Industries Alimentaires (ENSAIA),,
Berry College,,
GC University Faisalabad,,
University of Miami,B.A. in English 6-12/ESOL; B.A. in Theatre Arts; BA in French; BA in German; BA in Latin American Studies; BA in Spanish; Bachelor of Architecture; Bachelor of Arts in Art History; Bachelor of Arts in Classics; Bachelor of Arts in English Literature Major; Bachelor of Arts in English with a Concentration in British Literary History; Bachelor of Arts in English with a Women's Literature Concentration; Bachelor of Arts in French; Bachelor of Arts in General Study; Bachelor of Arts in Geography and Regional Studies; Bachelor of Arts in German; Bachelor of Arts in History; Bachelor of Arts in Instrumental Performance; Bachelor of Arts in Latin American Studies; Bachelor of Arts in Musicology; Bachelor of Arts in Philosophy; Bachelor of Arts in Philosophy - Pre-Law Track; Bachelor of Arts in Philosophy - Pre-Med Track; Bachelor of Arts in Spanish; Bachelor of Arts in Studio Art; Bachelor of Arts in Theatre Arts; Bachelor of Fine Arts in Ceramics; Bachelor of Fine Arts in Painting; Bachelor of Fine Arts in Photography/Digital Imaging; Bachelor of Fine Arts in Printmaking; Bachelor of Fine Arts in Sculpture; Bachelor of Music in Composition; Bachelor of Music in Composition (Media Writing and Production Track); Bachelor of Music in Instrumental Performance; Bachelor of Music in Keyboard Performance; Bachelor of Music in Music Business and Entertainment Industries; Bachelor of Music in Music Business and Entertainment Industries with Entrepreneurship and Management Emphasis and a Minor in Creative American Music; Bachelor of Music in Studio Music and Jazz - Instrumental Emphasis; Bachelor of Music in Studio Music and Jazz - Vocal Emphasis; Bachelor of Music in Vocal Performance; Bachelor of Science in Communication - Motion Pictures (General Concentration); Bachelor of Science in Environmental Engineering; Bachelor of Science in Health Science (Health Science General Track); Dual Degree Program: Bachelor of Science in Environmental Engineering and Bachelor of Science with a Major in Ecosystem Science and Policy; Bachelor of Business Administration (BBA) in Accounting; Bachelor of Business Administration (BBA) in Business Analystics; Bachelor of Business Administration (BBA) in Economics; Bachelor of Business Administration (BBA) in Entrepreneurship; Bachelor of Business Administration (BBA) in Finance; Bachelor of Business Administration (BBA) in Global Business Studies; Bachelor of Business Administration (BBA) in Legal Studies; Bachelor of Business Administration (BBA) in Management; Bachelor of Business Administration (BBA) in Marketing; Bachelor of Business Administration (BBA) in Real Estate; Bachelor of Science in Communication - Advertising (Advertising Creative Track); Bachelor of Science in Communication - Advertising (Advertising Management Track); Bachelor of Science in Communication - Advertising (General Advertising Track); Bachelor of Science in Communication - Motion Pictures (Business Concentration); Bachelor of Arts in Computer Science; Bachelor of Business Administration (BBA) in Business Technology; Bachelor of Business Administration (BBA) in Computer Information Systems; Bachelor of Science in Aerospace Engineering; Bachelor of Science in Aerospace Engineering and Bachelor of Science in Mechanical Engineering; Bachelor of Science in Architectural Engineering; Bachelor of Science in Biomedical Engineering - Electrical Concentration; Bachelor of Science in Biomedical Engineering - Mechanical Concentration; Bachelor of Science in Civil Engineering; Bachelor of Science in Computer Engineering - Computer Engineering Option; Bachelor of Science in Computer Engineering - Pre-Medical; Bachelor of Science in Computer Engineering - Software Engineering Option; Bachelor of Science in Computer Science; Bachelor of Science in Computer Science - Comprehensive Track; Bachelor of Science in Computer Science - Cryptography and Security Track; Bachelor of Science in Computer Science - Flexible Track; Bachelor of Science in Computer Science - Graphics and Games Track; Bachelor of Science in Electrical Engineering - Audio Engineering Option; Bachelor of Science in Electrical Engineering - Electrical Engineering Option; Bachelor of Science in Electrical Engineering - Pre-Medical; Bachelor of Science in Electrical Engineering and Bachelor of Science in Biomedical Engineering; Bachelor of Science in Engineering Science; Bachelor of Science in Engineering Science (Premed Concentration); Bachelor of Science in Industrial Engineering; Bachelor of Science in Industrial Engineering - Engineering Management Concentration; Bachelor of Science in Industrial Engineering - Manufacturing Engineering Concentration; Bachelor of Science in Industrial Engineering - Pre-Medical Concentration; Bachelor of Science in Marine Science and Computer Science; Bachelor of Science in Mechanical Engineering - Aerospace Engineering Concentration; Bachelor of Science in Mechanical Engineering - Automotive Engineering Concentration (Internal Combustion Engines); Bachelor of Science in Music Engineering Technology; B.A. in Biology 6-12 Certification; B.S. in Biology 6-12 Certification; Bachelor of Arts (B.A.) in Psychology; Bachelor of Arts in Anthropology; Bachelor of Arts in Biochemistry and Nutrition; Bachelor of Arts in Biology; Bachelor of Arts in Ecosystem Science and Policy; Bachelor of Arts in Medical Anthropology; Bachelor of Arts in Microbiology and Immunology; Bachelor of Arts in Neuroscience; Bachelor of Arts in Psychology; Bachelor of Music Degree in Music Therapy; Bachelor of Science (B.S.) in Psychology; Bachelor of Science in Athletic Training; Bachelor of Science in Biology; Bachelor of Science in Biomedical Engineering - Biomaterials and Tissue Concentration; Bachelor of Science in Biomedical Engineering - Premedical Concentration; Bachelor of Science in Ecosystem Science and Policy; Bachelor of Science in Health Science (Health Science Management and Policy; Bachelor of Science in Health Science (Pre-Forensics Track); Bachelor of Science in Health Science (Pre-Pharmacy Track); Bachelor of Science in Health Science (Pre-Physical Therapy Track); Bachelor of Science in Marine Science and Biochemistry and Molecular Biology; Bachelor of Science in Marine Science and Biology; Bachelor of Science in Marine Science and Geological Sciences; Bachelor of Science in Marine Science and Meteorology and Marine Science; Bachelor of Science in Marine Science and Meteorology and Mathematics; Bachelor of Science in Marine Science and Microbiology and Immunology; Bachelor of Science in Neuroscience; Bachelor or Arts in Biochemistry and Molecular Biology; B.A. in Chemistry; B.A. in Chemistry 6-12 Certification; B.A. in Mathematics 6-12 Certification; B.A./M.P.S. Program in Marine Affairs; B.S. in Chemistry; B.S. in Chemistry 6-12 Certification; B.S. in Chemistry with Certification by the American Chemical Society Committee for Professional Training of Chemists; B.S. in Mathematics 6-12 Certification; Bachelor of Arts (B.A.) in Geological Sciences; Bachelor of Arts in Chemistry; Bachelor of Arts in Earth Systems; Bachelor of Arts in Geological Sciences; Bachelor of Arts in Marine Affairs; Bachelor of Arts in Mathematics; Bachelor of Arts in Physics; Bachelor of Science (B.S.) in Geological Sciences; Bachelor of Science in Computer Science - Computational Science Track; Bachelor of Science in Marine Science and Chemistry; Bachelor of Science in Marine Science and Physics; Bachelor of Science in Marine and Atmospheric Science - Meteorology; Bachelor of Science in Mathematics; B.A. in Religion and Health Care; B.A. in Religious Studies; Bachelor of Arts in Africana Studies; Bachelor of Arts in American Studies; Bachelor of Arts in Criminology; Bachelor of Arts in Economics; Bachelor of Arts in English with a Creative Writing Concentration; Bachelor of Arts in International Studies; Bachelor of Arts in Judaic Studies; Bachelor of Arts in Political Science; Bachelor of Arts in Religion and Health Care; Bachelor of Arts in Sociology; Bachelor of Arts in Women's and Gender Studies; Bachelor of Fine Arts in Graphics - Multimedia; Bachelor of Music in Music Education; Bachelor of Music in Music Education and Music Therapy Double Major; Bachelor of Music in Music Education with Jazz Emphasis Instrumental; Bachelor of Music in Music Education with Jazz Emphasis Vocal; Bachelor of Science in Communication - Broadcast Journalism; Bachelor of Science in Communication - Electronic Media; Bachelor of Science in Communication - Journalism (Custom Track); Bachelor of Science in Communication - Journalism (Digital News Track); Bachelor of Science in Communication - Journalism (Global Journalism Track); Bachelor of Science in Communication - Journalism (Magazine/Features Track); Bachelor of Science in Communication - Journalism (News Track); Bachelor of Science in Communication - Journalism (Publication Design Track); Bachelor of Science in Communication - Media Management; Bachelor of Science in Communication - Motion Pictures (Critical Studies Concentration); Bachelor of Science in Communication - Motion Pictures (Production Concentration); Bachelor of Science in Communication - Motion Pictures (Screenwriting Concentration); Bachelor of Science in Communication - Public Relations; Bachelor of Science in Communication - Visual Journalism (Multimedia Programming Track); Bachelor of Science in Communication - Visual Journalism (Photojournalism Track); Bachelor of Science in Communication Studies - General Communication Studies; Bachelor of Science in Communication Studies - Intercultural Communication; Bachelor of Science in Communication Studies - Organizational Communication; Bachelor of Science in Communication Studies - Public Relations; Bachelor of Science in Public Health; Bachelor or Arts in Religious Studies,"M.S. in Geodesy; Master of Architecture; Master of Arts in Art History; Master of Arts in Geography and Regional Studies; Master of Arts in International Administration; Master of Arts in Latin American Studies - Creative Industries and Journalism; Master of Arts in Latin American Studies - Global Interactions; Master of Arts in Latin American Studies - Politics and Political Communication; Master of Arts in Latin American Studies - Security Studies; Master of Fine Arts in Ceramics/Glass; Master of Fine Arts in Fiction and Poetry; Master of Fine Arts in Graphic Design and Multimedia; Master of Fine Arts in Painting; Master of Fine Arts in Photography/Digital Imaging; Master of Fine Arts in Printmaking; Master of Fine Arts in Sculpture; Master of Music Theory and Composition; Master of Music in Choral Conducting; Master of Music in Collaborative Piano; Master of Music in Instrumental Conducting; Master of Music in Instrumental Performance; Master of Music in Jazz Pedagogy; Master of Music in Jazz Performance Instrumental; Master of Music in Jazz Performance Vocal; Master of Music in Keyboard Performance and Pedagogy; Master of Music in Media Writing and Production; Master of Music in Multiple Woodwinds; Master of Music in Music Business and Entertainment Industries; Master of Music in Musicology; Master of Music in Piano Performance; Master of Music in Studio Jazz Writing; Master of Music in Vocal Performance; Master of Professional Science (MPS); Master of Real Estate Development and Urbanism; Master of Science in Architecture - Architectural Design; Master of Science in Architecture - Architectural Studies; Master of Science in Civil Engineering (Environmental Emphasis); Master of Urban Design; M.S.Ed. in Exercise Physiology - Strength and Conditioning/Fitness Entrepreneurship; M.S.Ed. in Sport Administration; Master of Arts in Latin American Studies - Sustainability and Innovation; Master of Arts in Public Relations - Non Thesis Track; Master of Arts in Public Relations - Thesis Track; M.S.Ed. in Research, Measurement and Evaluation; Master of Arts in Latin American Studies - Geographic Information Systems (GIS) Option; Master of Science in Architectural Engineering; Master of Science in Civil Engineering; Master of Science in Computer Science - Coursework Option; Master of Science in Computer Science - Thesis Option; Master of Science in Electrical and Computer Engineering; Master of Science in Industrial Engineering; Master of Science in Management of Technology - Non Thesis Option; Master of Science in Mechanical Engineering; Master of Science in Mechanical Engineering - Management Option (Non-Thesis); Master of Science in Music Engineering Technology; Accelerated M.S.Ed. in Exercise Physiology; Accelerated M.S.Ed. in Exercise Physiology - Strength and Conditioning/Fitness Entrepreneurship; Dual Degree Program: Master of Arts in International Administration and Master of Public Health (MAIA/MPH ); Dual Degree Program: Master of Public Administration and Master of Public Health; M.D./M.S in Genomic Medicine; M.S. in Biology with Thesis; M.S. in Biology without Thesis; M.S. in Marine Biology and Fisheries; M.S.Ed. in Counseling and Therapy - Marriage and Family Therapy; M.S.Ed. in Counseling and Therapy - Mental Health Counseling; M.S.Ed. in Exercise Physiology; M.S.Ed. in Nutrition for Health and Human Performance; Master of Arts in International Administration/Master in Public Health (MAIA/MPH); Master of Music degree in Music Therapy; Master of Music degree in Music Therapy with Undergraduate Equivalency; Master of Science in Biomedical Engineering; Master of Science in Nursing - Adult Gerontology Acute Care Nurse Practitioner; Master of Science in Nursing - Adult Gerontology Primary Care Nurse Practitioner; Master of Science in Nursing - Family Nurse Practitioner; M.S. in Biostatistics; M.S. in Environmental Geology and Geochemistry; M.S. in Geophysics; M.S. in Igneous Petrology and Geochemistry; M.S. in Marine and Atmospheric Chemistry; M.S. in Meteorology and Physical Oceanography; M.S. in Physics; M.S. in Sedimentary Systems and Marine Geology; Master of Arts in Mathematics; Master of Science (M.S.) Degree in Marine Geology and Geophysics; Master of Science (M.S.) in Chemistry; Master of Science (M.S.) in Chemistry - Non Thesis Option; Master of Science in Marine and Atmospheric Sciences - Applied Marine Physics; Master of Science in Mathematics; Accelerated Master of Accounting (MAcc) - Assurance Track; Accelerated Master of Accounting (MAcc) - Corporate Accounting Track; Accelerated Master of Science in Taxation; Master of Accounting (MAcc) - Assurance Track; Master of Accounting (MAcc) - Corporate Accounting Track; Master of Science in Taxation; Accelerated M.S.Ed. in Athletic Training; J.D./M.P.A. - Master in Public Administration; M.S. in Marine Affairs and Policy; M.S. in Paleoclimatology and Global Change; M.S.Ed. in Community and Social Change; M.S.Ed. in Higher Education Administration - Enrollment Management; M.S.Ed. in Higher Education Administration - Student Life and Development; Master in Public Administration; Master of Arts (M.A.) in Sociology; Master of Arts in Communication Studies - Non Thesis Track; Master of Arts in Communication Studies - Thesis Track; Master of Arts in Health Communication - Non Thesis Track; Master of Arts in Health Communication - Thesis Track; Master of Arts in Intercultural Communication - Non Thesis Track; Master of Arts in Intercultural Communication - Thesis Track; Master of Arts in Journalism - Electronic Journalism Track; Master of Arts in Journalism - News and Feature Writing Track; Master of Arts in Liberal Studies; Master of Music in Music Education; Master of Music in Music Education with Teacher Certification; Master of Public Administration/ Master in Public Health (MPA/MPH); Master of Public Health (MPH); Master of Science in Environmental Health and Safety - Non Thesis Option; Master of Science in Environmental Health and Safety - Thesis Option; Master of Science in Occupational Ergonomics and Safety - Non Thesis Option; Master of Science in Public Health; Peace Corps Master's International Program in Community and Social Change"
Semmelweis University,Dietetics; Health Tourism Management; Midwifery; Nursing; Optometry; Physiotherapy; Public Health Supervisor; Conductive Education,Dentistry; General Medicine; Nursing; Pharmaceutical Sciences; Physiotherapy
Christian-Albrechts-University zu Kiel,,
South Mediterranean University,,
University of Cassino and Southern Lazio,,
Université d'Oran 2 - Mohamed Ben Ahmed,,
Universitas Negeri Surabaya,,
Bahauddin Zakariya University ,,
Khazar University,,
Universidade Federal do Rio Grande ,,
Universidade Federal do Estado do Rio de Janeiro,,
Northwest Samar State University,,
University of Aden,,
University of Applied Sciences of Southern Switzerland,,
"Babson College, F.W. Olin Graduate School of Business",,Certificate in Advanced Management; MBA Full Time (1 year); MBA Full Time (21 months); MBA Part Time (18 months); MBA Part Time (3 years); MS in Management in Entrepreneurial Leadership; Master of Business Administration - Evening (1.5 years); Master of Business Administration - Evening (3 years); Master of Science in Business Analytics (16 months); Master of Science in Business Analytics (9 months); Master of Science in Finance (16 months); Master of Science in Finance (9 months); Online MBA
Kyoto University,,
