University,UG Programs,PG Programs
UCI Paul Merage School of Business,Business Administration; Business Information Management,Master of Finance; Master of Professional Accountancy; Master of Science in Business Analytics; Masters of Innovation and Entrepreneurship; Masters of Science in Engineering Management; Master of Science in Biotechnology Management
Robert Day School of Economics and Finance at Claremont McKenna College,,
Arison School of Business,,
Siberian State Academy of Geodesy,,
Goce Delchev University,,
"Ain Shams University in Cairo (ASU, Cairo)",,
Pepperdine University,Bachelor of Arts in Art; Bachelor of Arts in Art History; Bachelor of Arts in English; Bachelor of Arts in French; Bachelor of Arts in German; Bachelor of Arts in History; Bachelor of Arts in Italian; Bachelor of Arts in Media Production; Bachelor of Arts in Music; Bachelor of Arts in Natural Science - 3/2 Engineering; Bachelor of Arts in Philosophy; Bachelor of Arts in Theatre Arts; Bachelor of Arts in Theatre and Media Production; Bachelor of Arts in Theatre and Music; Bachelor of Arts in Advertising; Bachelor of Arts in Communication - Intercultural Communication Sequence; Bachelor of Arts in Communication - Interpersonal Communication Sequence; Bachelor of Arts in Communication - Organizational Communication Sequence; Bachelor of Arts in Communication - Rhetoric and Leadership Sequence; Bachelor of Arts in Public Relations; Bachelor of Arts in Sport Administration; Bachelor of Science in Business Administration; Bachelor of Science in International Business; Bachelor of Science in Computer Science/Mathematics; Bachelor of Arts in Biology; Bachelor of Arts in Psychology; Bachelor of Arts in Sports Medicine; Bachelor of Science in Biology; Bachelor of Science in Nutritional Science; Bachelor of Science in Sports Medicine; Bachelor of Arts in Chemistry; Bachelor of Science in Chemistry; Bachelor of Science in Mathematics; Bachelor of Science in Physics; Bachelor of Science in Accounting; Bachelor of Arts in Creative Writing; Bachelor of Arts in Economics; Bachelor of Arts in Film Studies; Bachelor of Arts in Hispanic Studies; Bachelor of Arts in Integrated Marketing Communication Major (IMCO); Bachelor of Arts in International Studies - Asian Studies Specialization; Bachelor of Arts in International Studies - Economic Studies Specialization; Bachelor of Arts in International Studies - European Studies Specialization; Bachelor of Arts in International Studies - International Management Studies Specialization; Bachelor of Arts in International Studies - International/Intercultural Communication Studies Specialization; Bachelor of Arts in International Studies - Latin American Studies Specialization; Bachelor of Arts in International Studies - Middle East/North African Studies Specialization; Bachelor of Arts in International Studies - Political Studies Specialization; Bachelor of Arts in Journalism; Bachelor of Arts in Liberal Arts; Bachelor of Arts in Mathematics Education; Bachelor of Arts in Political Science; Bachelor of Arts in Religion; Bachelor of Arts in Sociology,Master of Arts in Media Production; Master of Arts in Communication; Master of Arts in Learning Technologies; Master of Arts in Religion; Master of Dispute Resolution (MDR); Master of Fine Arts in Writing for Screen and Television; Master of Public Policy; Master of Science in Communication; Master of Science in Ministry; Master of Science in Ministry with Certification in Dispute Resolution
Universitas Dian Nuswantoro,,
Universidad Simón Bolívar (Colombia),Accounting; Business Administration; Trade and International Business; Microbiology; Biomedical engineering; Computer Science Engineering; Industrial Engineering; Mechanical Engineering; Mechatronics Engineering; Multimedia Engineering; Computer Science Engineering; Industrial Engineering; Multimedia Engineering; Medicine; Nursing; Physical Therapy; Surgical instrumentation; Law; Psychology; Social work; Law; Psychology; Social work; Accounting; Business Administration; Trade and International Business,
SUNY Potsdam,,
University of Pittsburgh-Greensburg,,
Nahda University,,
Kastamonu University,,
Babol Noshirvani University of Technology,,
Al-Hussein bin Talal University,,
Florida National University,,Master of Science in Nursing
Chiang Mai University,,
Universidad de Concepción,,
John Carroll University,,
University of Colorado Colorado Springs,,
Uganda Christian University,,
Weatherhead School of Management,,
Ulm University,,
Université de Bourgogne,,
Julius-Maximilians-Universität Würzburg,,
Kyushu Institute of Technology ,,
Wits Business School,,
The Wharton School,,
The College of the Bahamas,,
Universidad de San Carlos de Guatemala,,
Royal Irish Academy of Music,,
"CHRIST (Deemed to be University), Bengaluru",,
Guizhou University,,
School of Human Sciences,,
KEDGE Business School,International BBA,"MSc in Banking & Finance; MSc in Corporate Finance; MSc in Sustainable Finance; MSc in Arts & Creative Industries Management; MSc in Global Supply Chain Management; MSc in Innovation, Transformation, Entrepreneurship; MSc in International Business; MSc in International Trade & Logistics; MSc in Management Control & Reporting; MSc in Purchasing & Innovation Management; MSc in Sport - International Sport & Event Management; MSc in Wine & Hospitality Management; MSc in Wine & Spirits Management; Master in Management Grande Ecole; MSc in Digital Marketing & Sales; MSc in Marketing"
Tomsk State University of Control Systems and Radioelectronics,,
Universidad Juàrez del Estado de Durango (UJED),,
Moscow Polytechnic University,,
Max Stern Academic College of Emek Yezreel,,
Jönköping University-Sweden,,
Structuralia,,
Wagner College,,
Pomona College,,
Nanjing University of Aeronautics and Astronautics,,
University of Science and Technology of Southern Philippines,Bachelor of Science in Architecture; Bachelor of Science in Data Science; Bachelor of Agricultural Technology; Bachelor of Science in Autotronics; Bachelor of Science in Civil Engineering; Bachelor of Science in Computer Engineering; Bachelor of Science in Computer Science; Bachelor of Science in Electrical Engineering; Bachelor of Science in Electro-Mechanical Technology; Bachelor of Science in Electronics Engineering; Bachelor of Science in Electronics Technology; Bachelor of Science in Energy Systems Management (Electrical Machine Control and Maintenance); Bachelor of Science in Energy Systems Management (Power System Distribution with Eco design); Bachelor of Science in Geodetic Engineering; Bachelor of Science in Information Technology; Bachelor of Science in Manufacturing Engineering Technology (Electrical Machine Control and Maintenance); Bachelor of Science in Manufacturing Engineering Technology (Mechanical Design and Fabrication); Bachelor of Science in Naval Architecture and Marine Engineering; Mechanical Engineering; Bachelor of Science in Agriculture; Bachelor of Science in Agroforestry; Bachelor of Technology in Horticulture Management; Bachelor of Science in Applied Mathematics; Bachelor of Science in Applied Physics; Bachelor of Science in Chemistry; Bachelor of Science in Environmental Science; Bachelor of Science in Food Technology; Bachelor in Secondary Education Major in Science; Bachelor in Technical-Vocational Teacher Education; Bachelor in Technology and Livelihood Education; Bachelor of Science in Technology Communication Management; Bachelor of Secondary Education Major in Mathematics,Master in Information Technology; Master of Science in Electrical Engineering; Master of Science in Technology Communication Management; Masters of Engineering Program; Professional Science Masters in Power Systems Engineering and Management; Master of Science in Agriculture; Master of Science in Applied Mathematical Sciences; Master of Science in Environmental Science and Technology – Major in Natural Science; Sustainable Development; Master in Technical and Technology Education; Master of Arts in Teaching English as a Second Language; Master of Arts in Teaching Special Education; Master of Science in Mathematics Education; Master of Science in Science Education (Chemistry); Master of Science in Science Education (Physics)
Oslo School of Architecture,,
INSEEC Bordeaux International Wine Institute,,
Azerbaijan State Oil and Industry University,,
Hochschule für Musik und Tanz Köln,,
University of Sarajevo ,,
Privolzhsky Research Medical University,,
"Kakatiya University, Warangal",,
University of Kansas,,"Master of Architecture (3-year); Master of Architecture (Track I: 5+ Year Program); Master of Arts in Classics; Master of Arts in Design with Concentration in Design Management; Master of Arts in Design with Concentration in Environmental Design; Master of Arts in East Asian Languages and Cultures; Master of Arts in English; Master of Arts in French; Master of Arts in Geography; Master of Arts in History; Master of Arts in History of Art; Master of Arts in Linguistics; Master of Arts in Philosophy; Master of Arts in Slavic Languages and Literatures; Master of Arts in Spanish; Master of Arts in Theatre; Master of Arts in Visual Art Education; Master of Fine Arts in Theatre Design-Scenography Concentration; Master of Fine Arts in Visual Art; Master of Music in Conducting; Master of Music in Music Performance; Master of Music in Music Theory or Composition; Master of Music in Musicology; Master of Science in Architectural, Civil, and Environmental Engineering and Environmental Science; Master of Science in Atmospheric Science; Master of Science in Geography; Master of Urban Planning; Master of Engineering in Project Management; Master of Science in Business; Master of Science in Education in Educational Leadership and Policy Studies; Master of Science in Project Management; Master of Civil Engineering; Master of Construction Management; Master of Engineering in Aerospace Engineering; Master of Science in Aerospace Engineering; Master of Science in Chemical and Petroleum Engineering; Master of Science in Computer Engineering; Master of Science in Computer Science; Master of Science in Electrical Engineering; Master of Science in Engineering Management; Master of Science in Health Informatics; Master of Science in Information Technology; Master of Science in Mechanical Engineering; Master of Arts in Anthropology; Master of Arts in Applied Behavioral Science; Master of Arts in Ecology and Evolutionary Biology, Botany, or Entomology; Master of Arts in Molecular, Cellular, and Developmental Biology; Master of Arts in Psychology; Master of Arts in Speech-Language Pathology; Master of Health Services Administration; Master of Occupational Therapy; Master of Science in Biochemistry and Molecular Biology; Master of Science in Bioengineering; Master of Science in Biostatistics; Master of Science in Cancer Biology; Master of Science in Cell Biology and Anatomy; Master of Science in Clinical Research; Master of Science in Education in Educational Psychology and Research; Master of Science in Microbiology; Master of Science in Molecular Biotechnology; Master of Science in Molecular and Integrative Physiology; Master of Science in Neurosciences; Master of Science in Nursing; Master of Science in Pathology; Master of Science in Pharmacology; Master of Science in Toxicology; Masters of Science in Counseling Psychology; Master of Arts in Mathematics; Master of Science in Chemistry; Master of Science in Geology; Master of Science in Physics; Master of Accounting; MD/Master of Health Services Administration; MS in Nursing (Organizational Leadership)/Master of Health Services Administration; Master of Arts in African and African-American Studies; Master of Arts in American Studies; Master of Arts in Communication Studies; Master of Arts in Contemporary East Asian Studies; Master of Arts in Curriculum and Instruction; Master of Arts in Design with Concentration in Interaction Design; Master of Arts in Economics; Master of Arts in Film and Media Studies; Master of Arts in German Studies; Master of Arts in Global and International Studies; Master of Arts in Indigenous Studies; Master of Arts in Latin American and Caribbean Studies; Master of Arts in Museum Studies; Master of Arts in Political Science; Master of Arts in Religious Studies; Master of Arts in Russian, East European and Eurasian Studies; Master of Fine Arts in Creative Writing; Master of Laws in American Legal Studies; Master of Music Education with a Major in Music Education; Master of Music Education with a Major in Music Therapy; Master of Public Administration; Master of Public Health; Master of Science in Business with Supply Chain Management and Logistics Concentration; Master of Science in Education in Curriculum and Instruction; Master of Science in Education in Health, Sport, and Exercise Sciences; Master of Science in Education in Special Education; Master of Science in Journalism; Master of Social Work"
Delta University for Science and Technology,,
École Nationale Supérieure d'Ingénieurs de Bourges (ENSIB),,
Tchaikovsky National Academy of Music (Kiev Conservatory),,
Albertus Magnus College,,
University of Gloucestershire,"Architecture (BA Hons); Creative Writing BA (Hons); Creative Writing BA (Hons); Dance (BA Hons); Dance (BA Hons); Drama and Performance Practice (BA Hons); Drama and Performance Practice (BA Hons); Drama and Performance Practice (Level 6) (BA Hons); Drama and Performance Practice (Level 6) (BA Hons); English Literature and Creative Writing (BA Hons); English Literature and Creative Writing (BA Hons); Fine Art (BA Hons); Fine Art (BA Hons) (Integrated Foundation Stage); Geography (BA Hons); Geography (BA Hons); Geography (BA Hons) (Fast-Track); Geography (BA Hons) (Placement); Geography (BSc Hons); Geography (BSc Hons); Geography (BSc Hons) (Fast-Track); Geography (BSc Hons) (Placement); Graphic Design BA (Hons); Graphic Design BA (Hons) (Integrated Foundation Stage); History BA (Hons); History BA (Hons); Human Geography (BA Hons); Human Geography (BA Hons); Human Geography (BA Hons) (Placement); Illustration BA (Hons); Illustration BA (Hons) (Integrated Foundation Stage); Interior Design (BA Hons); Interior Design (BA Hons); Interior Design (BA Hons) (Integrated Foundation Stage); Landscape Architecture BA (Hons); Landscape Architecture BA (Hons); Landscape Architecture BA (Hons) (Integrated Foundation Stage); Performing Arts (BA Hons); Performing Arts (BA Hons); Performing Arts (Level 6) BA (Hons); Performing Arts (Level 6) BA (Hons); Photography BA (Hons); Photography BA (Hons); Photography BA (Hons) (Integrated Foundation Stage); Photography: Editorial and Advertising (BA Hons); Photography: Editorial and Advertising (BA Hons); Photography: Editorial and Advertising (BA Hons) (Integrated Foundation Stage); Photojournalism and Documentary Photography (BA Hons); Photojournalism and Documentary Photography (BA Hons); Photojournalism and Documentary Photography (BA Hons) (Integrated Foundation Stage); Popular Music BA (Hons); Accounting and Business Management (BA Hons); Accounting and Business Management (BA Hons); Accounting and Business Management (BA Hons) (Placement); Accounting and Finance BA (Hons); Accounting and Finance BA (Hons) (Integrated Foundation Stage); Accounting and Finance BA (Hons) (Placement); Business Management (BA Hons); Business Management (BA Hons); Business Management (BA Hons) (Integrated Foundation Stage); Business Management (BA Hons) (Placement); Business Management and Strategy (Level 6) (BA Hons); Business Management and Strategy (Level 6) (BA Hons); Business and Marketing Management (BA Hons); Business and Marketing Management (BA Hons); Business and Marketing Management (BA Hons) (Placement); International Business Management (BA Hons); International Business Management (BA Hons); International Business Management (BA Hons) (Integrated Foundation Stage); International Business Management (BA Hons) (Placement); Marketing (BA Hons); Marketing (BA Hons) (Integrated Foundation Stage); Marketing (BA Hons) (Placement); Music Business BA (Hons); Music Business BA (Hons) (Placement); Computer Games Design BSc (Hons); Computer Games Design BSc (Hons); Computer Games Design BSc (Hons) (Integrated Foundation Stage); Computer Games Design BSc (Hons) (Placement); Computer Games Programming (BSc Hons); Computer Games Programming (BSc Hons); Computer Games Programming (BSc Hons) (Integrated Foundation Stage); Computer Games Programming (BSc Hons) (Placement); Computer Science (BSc Hons); Computer Science (BSc Hons); Computer Science (BSc Hons) (Integrated Foundation Stage); Computer Science (BSc Hons) (Placement); Computing (Level 6) (BSc Hons); Games Art (BSc Hons); Games Art (BSc Hons) (Placement); Mechatronics Engineering (BEng) (Bachelor of Engineering); Mechatronics Engineering (BEng) (Bachelor of Engineering); Mechatronics Engineering (BEng) (Bachelor of Engineering) (Integrated Foundation Stage); Mechatronics Engineering (BEng) (Bachelor of Engineering) (Placement); Biology (BSc Hons); Biology (BSc Hons); Biology (BSc Hons) (Placement); Biomedical Science (BSc Hons); Biomedical Science (BSc Hons) (Placement); Diagnostic Radiography (BSc Hons); Early Childhood Studies (BA Hons); Early Childhood Studies (BA Hons) (Integrated Foundation Stage); Forensic Psychology BSc (Hons); Nursing (Adult) BSc (Hons); Nursing (Learning Disabilities) BSc (Hons); Nursing (Mental Health) BSc (Hons); Operating Department Practice (BSc Hons); Paramedic Science (BSc Hons); Physiotherapy (BSc Hons); Psychology (BSc Hons); Psychology (BSc Hons); Ecology and Environmental Science (BSc Hons); Ecology and Environmental Science (BSc Hons); Ecology and Environmental Science (BSc Hons) (Placement); Animation (BA Hons); Animation (BA Hons) (Integrated Foundation Stage); Criminology (BSc Hons); Criminology (BSc Hons); Criminology and Psychology (BSc Hons); Criminology and Psychology (BSc Hons); Criminology and Sociology (BSc Hons); Criminology and Sociology (BSc Hons); Education BA (Hons); Education BA (Hons); Education BA (Hons) (Integrated Foundation Stage); Education BA (Hons) (Placement); Education, Inclusion and Special Educational Needs (BA Hons); Education, Inclusion and Special Educational Needs (BA Hons); Education, Inclusion and Special Educational Needs (BA Hons) (Integrated Foundation Stage); Education, Inclusion and Special Educational Needs (BA Hons) (Placement); Events Management BA (Hons); Events Management BA (Hons); Events Management BA (Hons) (Integrated Foundation Stage); Events Management BA (Hons) (Placement); Film Production (BA Hons); International Hospitality and Tourism Management (BA Hons); International Hospitality and Tourism Management (BA Hons); International Hospitality and Tourism Management (BA Hons) (Placement); Journalism BA (Hons); Journalism and Communications BA (Hons) (Level 6); Journalism and Communications BA (Hons) (Level 6); Law (Bachelor of Law); Law (Bachelor of Law) (Integrated Foundation Stage); Law (Bachelor of Law) (Placement); Logistics Management (BA Hons); Logistics Management (BA Hons) (Placement); Physical Education (BSc Hons); Physical Education (BSc Hons); Physical Education (BSc Hons) (Integrated Foundation Stage); Primary Education with QTS BEd (Hons) (FS/KS1 (ages 3-7)); Primary Education with QTS BEd (Hons) (KS1/KS2 (ages 5-11)); Primary Education with QTS BEd (Hons) (Maths Specialism (ages 5-11)); Professional Policing (BSc Hons); Professional Policing (BSc Hons); Religion, Philosophy and Ethics BA (Hons); Religion, Philosophy and Ethics BA (Hons); Social Work (BSc Hons); Sociology (BA Hons); Sociology (BA Hons); Sound and Music Production BA (Hons); Sound and Music Production BA (Hons); Sport and Exercise Sciences BSc (Hons); Sport and Exercise Sciences BSc (Hons); Sport and Exercise Sciences BSc (Hons) (Integrated Foundation Stage); Sports Journalism BA (Hons); Sports Journalism BA (Hons) (Placement); Sports Strength and Conditioning (BSc Hons); Sports Strength and Conditioning (BSc Hons); Sports Strength and Conditioning (BSc Hons) (Integrated Foundation Stage); Sports Therapy (BSc Hons); Sports Therapy (BSc Hons); Sports Therapy (BSc Hons) (Integrated Foundation Stage); Television Production (BA Hons); Visual Communication (Level 6) (BA Hons)","Creative and Critical Writing MA; Creative and Critical Writing MA; Fine Art (MA); Fine Art (MA); Landscape Architecture (with conversion year) (MA); Landscape Architecture (with conversion year) (MA); Landscape Architecture MA; Landscape Architecture MA; MDes Graphic Design; MDes Graphic Design; Financial Technology (MSc); Financial Technology (MSc); International Business (MSc); International Business (MSc); Marketing (MSc); Cyber Security MSc; Cyber Security MSc; Digital Construction (MSc); Digital Construction (MSc); Engineering Management (MSc); Engineering Management (MSc); Game Development (MSc); Advanced Clinical Practice (MSc); Advanced Clinical Practice (MSc); Advanced Professional Practice (MSc); Forensic Psychology (MSc); Health Psychology (MSc); Health Psychology (MSc); Psychology (MSc); Applied Ecology (MSc); Applied Ecology (MSc); Communications, PR and the Media (MA); Criminology (MSc); Criminology (MSc); Cyber Forensic Investigation (MSc); Education (MA); Education (MA); Human Resource Management (MSc); Human Resource Management (Masters Stage) (MSc); Human Resource Management (Masters Stage) (MSc); Social Work (MA); Sports Communications and Digital Media (MA); Sports Communications and Digital Media (MA); Sports Performance Analysis (MSc); Sports Performance Analysis (MSc); Sports Strength and Conditioning (MSc); Sports Strength and Conditioning (MSc); Sports Therapy MSc; Sports Therapy MSc"
The American Business School of Paris,,
Shandong University,,
Port Said University,,
Université de Caen Normandie,,
University of Messina (UniME),,
Misurata University,,
Daegu University of Foreign Studies,,
Aston Business School,,
Eastern University,,
Ho Chi Minh City University of Technology and Education,,
Chinese Culture University,,
Nottingham University Business School,,
Deusto Business School,,
The London Film School,,
Ural State University of Railway Transport (USURT),,
Universidad Camilo José Cela,,
University of Rome ,,
Cochin University of Science and Technology,,
Vilnius University ,,
École Nationale de l'Aviation Civile (ENAC),,
Baikal State University,,
SDA Bocconi School of Management,,
Universidad Interamericana para el Desarrollo (UNID),,
Universidad Autónoma de Baja California,,
University of Mazandaran,,
Universitat de Girona,,
Privolzhsky Research Medical University,,
Central South University,,
"Fashion Institute of Technology (FIT), SUNY",,
Hansung University Seoul ,,
