University,UG Programs,PG Programs
University of Cassino and Southern Lazio,,
Siberian State Medical University ,,
Vetsuisse Faculty Bern and Zurich,,
Zagazig University,,
Russian Institute of Theatre Arts  (GITIS),Acting Summer Online Course; Dramatic Theatre and Cinema Actor; Musical Theatre Actor; Ballet Master Art; Ballet Pedagogy; Circus Director; Musical Theatre Director; Drama Director; Performance Art Producer; Sound Engineering of Cultural and Artistic Performances; Variety Theatre Actor; Variety Theatre Director; Puppet Theatre Designer; Puppet Theatre Director; Theatre Costume Designer; Theatre Designer; History and Theory of Theatre and Criticism,
Catawba College,,
Universia Perú,,
Kazakh-British Technical University,,
Universitas Dian Nuswantoro,,
Franklin University Switzerland,Art History and Visual Culture; Comparative Literary and Cultural Studies; French Studies; History; Italian Studies; Literature; International Banking and Finance; International Management; Psychology; Environmental Studies; Communication and Media Studies; International Economics; International Relations; Political Science; Social Justice and Sustainability; Visual Communication Arts,International Management (Digital Transformation) (Taught); International Management (Responsible Management and Climate Change) (Taught)
Benedictine University,,
College of Idaho,,
INSA Business School,,
University of Tuzla,,
"National Institute of Technology, Tiruchirappalli",,
SVKM's Narsee Monjee Institute of Management Studies(Deemed to be University),,
University of Nevada - Las Vegas,,
University of Fairfax,,
University of Nebrija,,
"The University of Agriculture, Peshawar","BS Agribusiness; Computer Science; Data Science; Agricultural & Applied Economics; Agricultural Chemistry & Biochemistry; Agricultural Extension Education & Communication; Agricultural Mechanization Renewable Energy Technologies; Agronomy; Animal Nutrition; Bachelor of Business Administration; Biotechnology & Genetic Engineering; College of Veterinary Sciences; Entomology; Food Science & Technology; Human Nutrition; Livestock Management, Breeding & Genetics; Plant Breeding & Genetic; Plant Pathology; Plant Protection; Poultry Science; Rural Sociology; Soil & Environmental Sciences; Water Resource Management; Weed Science; Information Technology; Economics; Rural Development","Business Administration; Computer Science; Information Technology; Agricultural & Applied Economics; Agricultural Chemistry & Biochemistry; Agricultural Mechanization Renewable Energy Technologies; Agronomy; Animal Nutrition; Biotechnology & Genetic Engineering; College of Veterinary Sciences; Entomology; Food Science & Technology; Horticulture; Human Nutrition; Livestock Management, Breeding & Genetics; Plant Breeding & Genetic; Plant Pathology; Plant Protection; Poultry Science; Soil & Environmental Sciences; Water Resource Management; Weed Science; Agricultural Extension Education & Communication; Economics; Rural Development; Rural Development"
Ionian University,,
University of M'Hamed Bougara Boumerdes,,
Rutgers Business School - Newark and New Brunswick,Bachelor of Arts in Business Administration; Bachelor of Science in Labor and Employment Relations; Bachelor of Science in Nursing,"Master of Music in Music Education; Master of Accountancy in Governmental Accounting; Master of Business & Science; Master of Science in Digital Marketing; Master of Science in Business Analytics; Master of Arts in Liberal Studies; Master of Education in Adult and Continuing Education; Master of Education in Learning, Cognition, & Development; Master of Information; Master of Public Administration; Master of Science in Supply Chain Management; Master of Social Work; Professional Master in Human Resource Management"
Collegium Humanum-Warsaw Management University,,
Tarlac State University,,
Dicle Üniversitesi,,
Stanford Graduate School of Business,,
Sang Ji University ,,
"Business School, Universidad EAFIT",,
Universidad Autónoma de Nuevo León,,
Franklin University Switzerland,Art History and Visual Culture; Comparative Literary and Cultural Studies; French Studies; History; Italian Studies; Literature; International Banking and Finance; International Management; Psychology; Environmental Studies; Communication and Media Studies; International Economics; International Relations; Political Science; Social Justice and Sustainability; Visual Communication Arts,International Management (Digital Transformation) (Taught); International Management (Responsible Management and Climate Change) (Taught)
College of Business,,
Togliatti State University,,
Saba University School of Medicine,,
Universidade Federal de Alagoas ,,
The Royal Central School of Speech and Drama,,
ESSCA School of Management,,
Shanghai Maritime University,,
Benedictine University,,
Universidad de Carabobo,,
Norwegian Academy of Music,,
Universidad de Castilla-La Mancha,English Studies; Fine Arts; Geography and Spatial Planning; History; History of Art; Modern Languages and Literature; Spanish Language and Literature; Agricultural and Food Engineering - Albacete; Arquitecturе; Biotecnologу; Chemistry Engineering; Computer Science Engineering - Albacete; Computer Science Engineering - Ciudad Real; Electrical Engineering - Albacete; Electrical Engineering - Almadén; Electrical Engineering - Ciudad Real; Forest and Environmental Engineering; Industrial Electronics and Automation Engineering - Albacete; Industrial Electronics and Automation Engineering - Ciudad Real; Mechanical Engineering - Albacete; Mechanical Engineering - Almadén; Mechanical Engineering - Ciudad Real; Mining and Energy Engineering; Medicine - Albacete; Medicine - Ciudad Real; Occupational Therapy; Pharmacy; Physiotherapy; Speech Therapy; Biochemistry; Chemistry; Environmental Sciences; Food Science and Technology; Business Management And Administration; Early Childhood Education; Economics; Economics; Labour Relations and Human - Albacete; Law - Ciudad Real; Law - Cuenca; Law - Toledo; Primary Education; Social Work - Toledo; Social education - Cuenca; Social education - Social education; Sport Sciences,"Double Master Degree in Secondary and Baccalaureate Teacher Training, Vocational Training and Language Teaching and Master Degree in Arts and Humanities Research; Master Degree Program in Applied Anthropology: Between Diversity and Globalization; Master Degree Program in Arts and Humanities; Master Degree Program in Historical Heritage: Research and Management; Master Degree Program in Research in Humanities, Culture and Society; Master Degree Program in Visual Arts Practices; PhD in Philosophy (inter-university); PhD in Research in Humanities, Arts and Education; Double Master's Degree in Agronomic Engineering and Master in Business Initiative: Analysis and Strategies; Master Degree Program in Agricultural Engineering - Ciudad Real; Master Degree Program in Agricultural Engineering - Albacete; Master Degree Program in Chemical Engineering; Master Degree Program in Civil Engineering (English); Master Degree Program in Computer Science - Albacete; Master Degree Program in Computer Science - Ciudad Real; Master Degree Program in Forestry Engineering; Master Degree Program in Telecommunications and Engineering; Master's Degree Program in Industrial Engineering. Options: Bilingual: (Spanish/English) or Spanish - Albacete; Master's Degree Program in Industrial Engineering. Options: Bilingual: (Spanish/English) or Spanish - Ciudad Real; Master\'s Degree Program in Industrial Engineering. Options: Bilingual: (Spanish/English) or Spanish - Albacete; PhD in Advanced Information Technologies; PhD in Agricultural and Environmental Sciences; PhD in Chemical and Environmental Engineering; PhD in Science and Technologies Applied to Industrial Engineering; PhD in Territory, Infrastructure and Environment; Master Degree Program in Applied Psychology; Master Degree Program in Experimental Biomedicine; Master Degree Program in Long Term Nursing Care; Master Degree Program in Social and Health Care Research; PhD in Health Sciences; PhD in Neuroscience (inter-university); PhD in Public Health Research and Physical Activity; Double Master Degree in Teacher of Compulsory Secondary Education and Baccalaureate, Vocational Training and Language Teaching and Interuniversity Master in Physics and Mathematics; Master Degree Program in Basic and Applied Research in Hunting Resources; Master Degree Program in Chemical Research (English); Master Degree Program in Environmental Sustainability in the Local and Territorial; Master Degree Program in Innovation and Development of Quality Food; Master Degree Program in Nanoscience and Nanotechnology (English); Master Degree Program in Physics and Maths - FISYMAT; Master Degree Program in Viticulture, Enology and Commercialization of the Wine; PhD in Chemistry; PhD in Green Chemistry (inter-university); PhD in Nanoscience and Nanotechnology (inter-university); PhD in Oenology, Viticulture and Sustainability (inter-university); PhD in Physics and Mathematics (inter-university); Master Degree Program in Constitutional Law; Master Degree Program in Criminology and Juvenile Delinquency; Master Degree Program in Entrepreneurship: Analysis and Strategies; Master Degree Program in Entry into Legal Profession; Master Degree Program in International and European Taxation; Master Degree Program in Quantitative Finance and Banking; Master Degree Program in Research and Educational Innovation; Master Degree Program in Secondary School Teaching, Vocational Training and Languages School; Master Degree Program in Sport Science Research; Master Degree Program in Tax, Financial Consulting and Advisory; Master Degree in Physical Education in Primary Education and School-Age Sports; PhD in Economics and Business; PhD in Law; PhD in Quantitative Economics and Finance (inter-university)"
SAIT Polytechnic - School of Hospitality and Tourism,,
Police Academy of the Czech Republic,,
WHU Otto Beisheim School of Management,,Master in Entrepreneurship; Master in Finance Program; Master in Management Program
The National University of Ostroh Academy ,,
Clark Atlanta University,,
Universidad Militar Nueva Granada,"Applied Biology; Technology in Vegetable Management and Production; Business Administration (Distance); Civil Engineering (Distance); Industrial Engineering (Distance); Informatics Engineering; International Relations and Political Studies (Distance); Public Accounting (Distance); Risk Management, Safety and Health at Work (Distance); Business Administration; Economy; Public Accounting; Technology in Accounting and Tax; Biomedical Engineering; Civil Engineering; Environmental Engineering; Industrial Engineering; Mechatronics Engineering; Multimedia Engineering; Technology in Electronics and Telecommunications; Telecommunications Engineering; International Relations and Political Studies; Risk Management, Safety and Health at Work; Laws; Medicine; Technology in Prehospital Care","Master in Applied Biology; Specialization in Senior Management (Distance); Master in Organization Management; Specialization in Administrative Development Management; Specialization in Finance and Public Administration; Specialization in Internal Control; Specialization in International Trade Management; Specialization in Senior Management; Specialization in Services Marketing; Specialization in Statutory Auditor and International Audit; Master of Education; Specialization in University Teaching; Master's Degree in Civil Engineering; Master's Degree in Integral Logistics Management; Master's Degree in Integral Project Management; Master's Degree in Mechatronic Engineering; Specialization in Geomatics; Specialization in Integral Environmental Management; Specialization in Integral Logistics; Specialization in Integral Project Management; Specialization in Pavement Engineering; Specialization in Strategic Quality Management; Master's Degree in International Relations And Business; Specialization in Security Administration; Specialization in Senior Security and Defense Management; Master in Administrative Law; Master in Juridical Institutions of The Public Force; Master's Degree in Criminal Procedural Law; Specialization in Administrative Law; Specialization in Constitutional Criminal Procedure and Military Justice; Specialization in Human Rights and Protection Systems; Specialization in Penalty Law; Specialization Pediatric; Specialization in Anesthesiology; Specialization in Cardiology; Specialization in Cardiovascular Surgery; Specialization in Coloproctology; Specialization in Critical Medicine and Intensive Care; Specialization in Dermatology; Specialization in Endocrinology; Specialization in Gastroenterology; Specialization in General Surgery; Specialization in Gynecology and Obstetrics; Specialization in Hematology and Clinical Oncology; Specialization in Internal Medicine; Specialization in Laryngology and Superior Airway; Specialization in Neonatology; Specialization in Nephrology; Specialization in Neurology; Specialization in Neurosurgery; Specialization in Ocular Plastic Surgery; Specialization in Ophthalmology; Specialization in Oral and Maxillofacial Surgery Service; Specialization in Orthopedics and Traumatology; Specialization in Otology; Specialization in Otorhinolaryngology; Specialization in Pathology; Specialization in Pediatric Neurology; Specialization in Pediatric Neurology for Pediatric Specialists; Specialization in Pediatric Surgery; Specialization in Physical Medicine and Rehabilitation; Specialization in Plastic, Reconstructive and Aesthetic Surgery; Specialization in Pneumology; Specialization in Psychiatry; Specialization in Radiology and Diagnostic Imaging; Specialization in Reconstructive Surgery and Joint Replacement of the Hip and Knee; Specialization in Rheumatology; Specialization in Spine Surgery; Specialization in Surgery of the Hand and Upper Limb; Specialization in Vascular Surgery and Angiology"
Universidad Simón Bolívar (Colombia),Accounting; Business Administration; Trade and International Business; Microbiology; Biomedical engineering; Computer Science Engineering; Industrial Engineering; Mechanical Engineering; Mechatronics Engineering; Multimedia Engineering; Computer Science Engineering; Industrial Engineering; Multimedia Engineering; Medicine; Nursing; Physical Therapy; Surgical instrumentation; Law; Psychology; Social work; Law; Psychology; Social work; Accounting; Business Administration; Trade and International Business,
Guru Gobind Singh Indraprastha University,,
Rajalakshmi School of Business,,
"Symbiosis Institute of Business Management, Pune (SIBM Pune)",,
"Department of Accounting, Finance and Economics",,
Universidad Alberto Hurtado,,
Dalhousie University Business School,"Environment, Sustainability & Society; Agricultural Business; Agricultural Economics; Animal Science; Aquaculture; Bioveterinary Science; Business Management (Diploma); Environmental Sciences; Integrated Environmental Management; International Food Business; Landscape Architecture; Managed Landscapes (Diploma); Plant Science; Plant Science (Diploma); Pre‑Veterinary Medicine; Small Business Management; Veterinary Technology (Diploma); Community Design; Environmental Design Studies; Acting; Arabic Studies (Minor); Canadian Studies; Chinese Studies; Cinema and Media Studies; Classics; Contemporary Studies; Costume Studies; Creative Writing; Early Modern Studies; English; European Studies; French; Gender and Women's Studies; German; History; History of Science and Technology; International Development Studies; Italian Studies (Minor); Journalism Studies (Minor); Law, Justice and Society; Music; Philosophy; Political Science; Religious Studies; Russian Studies; Scenography; Security Studies (Minor); Sociology and Social Anthropology; Spanish and Latin American Studies; Stage Design and Technical Theatre; Theatre; Dental Hygiene; Chemical Engineering; Civil Engineering; Electrical Engineering; Engineering; Engineering (Diploma); Environmental Engineering; Industrial Engineering; Mechanical Engineering; Mineral Resource Engineering; Diagnostic Medical Ultrasound; Health Promotion; Health Sciences; Kinesiology; Nuclear Medicine Technology; Nursing; Pharmacy (PharmD); Radiological Technology; Recreation (Therapeutic); Recreation Management; Respiratory Therapy; Accounting; Business (Minor); Commerce; Entrepreneurship; Entrepreneurship & Innovation; Finance; International Business; Leadership & Organizations; Management; Management & Globalization; Managing Data and Information; Managing People and Organizations; Marketing Management; Public Sector Management; Supply Chain & Logistics Management; Actuarial Science; Biochemistry & Molecular Biology; Biology; Chemistry; Earth Sciences; Economics; Environmental Science; Integrated Science; Marine Biology; Mathematics; Medical Sciences; Meteorology (Diploma); Microbiology and Immunology; Neuroscience; Ocean Sciences; Physics and Atmospheric Science; Psychology; Statistics; Black African Diaspora (Minor); Indigenous Studies (Minor)",Agriculture; Architecture; Planning (MPS); Planning (MPlan); Creative Nonfiction; French; History; International Development Studies; Journalism; Philosophy; Political Science; Oral and Maxillofacial Surgery; Periodontics; Biological Engineering (MASc); Biological Engineering (MEng); Chemical Engineering (MASc); Chemical Engineering (MEng); Civil and Resource Engineering (MASc); Civil and Resource Engineering (MEng); Electrical Engineering (MASc); Electrical Engineering (MEng); Engineering (MASc); Engineering (MEng); Engineering (MSc); Engineering Mathematics; Environmental Engineering (MASc); Environmental Engineering (MEng); Food Science and Technology; Industrial Engineering (MASc); Industrial Engineering (MEng); Internetworking; Materials Engineering (MASc); Materials Engineering (MEng); Mechanical Engineering (MASc); Mechanical Engineering (MEng); Mineral Resource Engineering (MASc); Mineral Resource Engineering (MEng); Chemistry; Classics; Computational Biology and Bioinformatics; English; Health Administration; Health Promotion; Kinesiology; Law; Microbiology and Immunology; Musicology; Nursing (MN); Nursing (MSc); Occupational Therapy; Occupational Therapy Entry Level; Pharmaceutical Science; Physiology & Biophysics; Psychology & Neuroscience; Social Anthropology; Sociology; Clinical Vision Science; Communication Sciences and Disorders; Leisure Studies; Physiotherapy; Social Work; Business (Master of Science); Environmental Studies; Information; Information Management; Public Administration; Public Administration (Management); Resource & Environmental Management; Biochemistry & Molecular Biology; Community Health & Epidemiology; Medical Neuroscience; Medical Research; Medicine; Pathology; Pharmacology; Psychiatry Research; Biology; Earth Sciences; Economics (MA); Economics (MDE); Marine Management; Mathematics; Medical Physics; Oceanography; Physics and Atmospheric Science; Statistics; Biomedical Engineering (MASc)
 University of Dundee,Architectural Studies with Wuhan University BA (Hons); Architecture MArch (Hons); Architecture RIBA Part 2 MArch (Hons); Architecture with Urban Planning RIBA Part 2 MArch (Hons); Geography and Planning MA (Hons); Urban Planning MA (Hons); Accountancy BAcc (Hons); Business Economics with Marketing BSc (Hons); Business Management (accelerated) BSc (Hons); Business Management BSc; Finance BFin (Hons); Financial Economics BSc (Hons); International Business (accelerated) BSc (Hons); International Business BSc (Hons); International Finance BIFin (Hons); Professional Development in Leadership and Management BA; Biomedical Engineering BEng (Hons); Computing Science BSc (Hons); Structural Engineering with Architecture MEng (Hons); Adult Nursing (Kirkcaldy) BSc; Adult Nursing (Kirkcaldy) Bsc (Hons); Adult Nursing BSc; Adult Nursing BSc (Hons); Adult Nursing MSc; Biochemistry BSc (Hons); Biological Chemistry and Drug Discovery (with a year in industry) BSc (Hons); Biological Chemistry and Drug Discovery BSc (Hons); Biological Sciences (with a year in industry) BSc (Hons); Biological Sciences BSc (Hons); Biological and Biomedical Sciences (joint degree with National University of Singapore) BSc (Hons); Biomedical Sciences (with a year in industry) BSc (Hons); Biomedical Sciences BSc (Hons); Child Nursing BSc; Child Nursing BSc (Hons); Child Nursing MSc; Dentistry BDS; Medicine MBChB; Mental Health Nursing (Kirkcaldy) BSc; Mental Health Nursing (Kirkcaldy) BSc (Hons); Mental Health Nursing (Kirkcaldy) MSc; Mental Health Nursing BSc; Mental Health Nursing BSc (Hons); Mental Health Nursing MSc; Microbiology BSc (Hons); Molecular Biology BSc (Hons); Molecular Genetics BSc (Hons); Neuroscience BSc (Hons); Oral Health Sciences BSc (Hons); Pharmacology BSc (Hons); Physiological Sciences BSc (Hons); Childhood Studies BA; Community Education BA (Hons); Community Education Work Based Route BA (Hons); Economics (accelerated) BSc (Hons); Economics BSc; Education MA (Hons); Law (Eng/NI) - Accelerated Graduate Entry LLB; Law (Eng/NI) LLB (Hons); Law (Eng/NI) with Energy Law LLB (Hons); Law (Eng/NI) with French LLB (Hons); Law (Eng/NI) with Spanish LLB (Hons); Law (Scots and English Dual Qualifying) LLB (Hons); Law (Scots and English Dual Qualifying) with Energy Law LLB (Hons); Law (Scots) - Accelerated Graduate Entry LLB; Law (Scots) LLB (Hons); Law (Scots) with Energy Law LLB (Hons); Law (Scots) with French LLB (Hons); Law (Scots) with Spanish LLB (Hons); Social Work BA (Hons),Forensic Archaeology and Anthropology MSc; Spatial Planning with Sustainable Urban Design (part-time) MSc; Spatial Planning with Sustainable Urban Design MSc; Accountancy MSc; Accounting & Finance MSc; Data Science and Engineering MSc; Finance MSc; Health Data Science for Applied Precision Medicine MSc; International Banking & Finance MSc; International Business MSc; International Finance MFIn; International Marketing MSc; Islamic Finance MSc; Management MSc; Professional Accountancy MSc; Biomedical Engineering MSc; Civil Engineering MSc; Computing MSc; Educational Assistive Technology (part time) MSc; Educational Assistive Technology MSc; Industrial Engineering and International Finance (part time) MSc; Industrial Engineering and International Finance MSc; Industrial Engineering and Management (part time) MSc; Industrial Engineering and Management MSc; Information Technology & International Business MSc; Structural Engineering with Concrete Materials MSc; Adult Nursing (Kirkcaldy) MSc; Applied Neuroscience MSc; Biomedical and Molecular Sciences MSc; Biomedical and Molecular Sciences with Business MSc; Biomedical and Molecular Sciences with Entrepreneurship MSc; Biomedical and Molecular Sciences with Management MSc; Biomedical and Molecular Sciences with Marketing MSc; Dental Public Health MDPH; Forensic Anthropology MSc; Forensic Dentistry MSc; Forensic Odontology MFOdont; Human Anatomy MSc; Human Clinical Embryology & Assisted Conception MSc; Infection Prevention & Control (full time) MSc; Medical Art MSc; Medicine - Gateway to Medicine MBChB; Motion Analysis (distance learning) MSc; Motion Analysis MSc; Nursing & Health MSc; Orthopaedic Science (distance learning) MSc; Orthopaedic Science MSc; Orthopaedic Surgery MChOrth; Orthopaedic and Rehabilitation Technology (distance learning) MSc; Orthopaedic and Rehabilitation Technology MSc; Psychological Therapy in Primary Care MSc; Sports Biomechanics & Rehabilitation MRes; Applied Mathematics MSc; Advanced Social Work Studies MSc; Augmentative & Alternative Communication (part time) MSc; Augmentative & Alternative Communication MSc; Business & Human Rights LLM; Comparative & European Private International Law (Dual Qualifying - University of Toulouse) LLM; Comparative & European Private International Law LLM; Corporate & Commercial Law LLM; Education (Educational Leadership) MEd; Education (Leading Learning & Teaching) (part time) MEd; Education (Leading Learning & Teaching) MEd; Environmental Law LLM; Healthcare Law & Ethics LLM; International Commercial Law (Dual Qualifying - CY Cergy Paris University) LLM; International Commercial Law LLM; Law (General) LLM; Medical Education (part time) MMEd; Public Health (Palliative Care Research) (MPH); Public Health MPH; Social Work MSc; Teaching English to Speakers of Other Languages - TESOL (part time) MEd; Teaching English to Speakers of Other Languages - TESOL MEd
"Academy of Economics, Law and Humanities",,
Brown University,Bachelor of Science in Linguistics; Bachelor of Science in Computer Science; Bachelor of Science in Engineering; Bachelor of Science in Computational Biology; Bachelor of Science in Geology/Biology; Bachelor of Science in Neuroscience; Bachelor of Science in Applied Mathematics; Bachelor of Science in Applied Mathematics - Biology; Bachelor of Science in Applied Mathematics - Computer Science; Bachelor of Science in Applied Mathematics - Economics; Bachelor of Science in Biostatistics; Bachelor of Science in Chemistry - Chemistry Track; Bachelor of Science in Geological Science; Bachelor of Science in Geology/Chemistry; Bachelor of Science in Geology/Physics/Math; Bachelor of Science in Mathematics; Combined Degree of BA/BS in Physics; Bachelor of Science in Social Analysis and Research; Bachelor of Science in Statistical Sciences,M.S. Program in Innovation Management and Entrepreneurship (PRIME); MA in Biostatistics; MS in Biostatistics; MS in Physics
École Nationale Supérieure de Géologie (ENSG),,
Moscow State Conservatory P. I. Tchaikovsky,,
JCA London Fashion Academy,,
Aston University,"Chinese BSc (Hons) (Joint Honours); English Language BSc (Hons); English Language BSc (Hons); English Language and Literature BSc (Hons); English Language and Modern Languages BSc (Hons); English Language and Sociology BSc (Hons); English Language and Sociology BSc (Hons); English Literature and International Relations BSc (Hons); English Literature and Modern Languages BSc (Hons); English Literature and Politics BSc (Hons); English Literature and Sociology BSc (Hons); French and German BSc (Hons); French and Spanish BSc (Hons); German and Spanish BSc (Hons); History Combinations BSc (Hons); Teaching English to Speakers of Other Languages (TESOL) Combinations BSc (Hons); Accounting and Finance BSc (Hons); Accounting and Finance BSc (Hons); Business Analytics BSc (Hons); Business Analytics BSc (Hons); Business Computing and IT BSc (Hons); Business Computing and IT BSc (Hons); Business Enterprise Development BSc (Hons); Business Management and English Language BSc (Hons); Business and International Relations BSc (Hons); Business and Management BSc (Hons); Business and Management BSc (Hons); Business and Mathematics BSc (Hons); Business and Politics BSc (Hons); Business and Sociology BSc (Hons); Business and Supply Chain Management BSc (Hons); Business, Management and Public Policy BSc (Hons); Finance BSc (Hons); Finance BSc (Hons); International Business and Economics BSc (Hons); International Business and Economics BSc (Hons); International Business and Management BSc (Hons); International Business and Management BSc (Hons); International Business and Modern Languages BSc (Hons) (French/German/Spanish/Mandarin-Chinese); International Business and Modern Languages BSc (Hons) (French/German/Spanish/Mandarin-Chinese); Marketing BSc (Hons); Marketing BSc (Hons); Biomedical Engineering BEng; Biomedical Engineering MEng; Chemical Engineering BEng (Hons); Chemical Engineering BEng (Hons); Chemical Engineering MEng (Hons); Chemical Engineering MEng (Hons); Civil Engineering BEng; Computer Science BSc (Hons); Computer Science BSc (Hons); Computer Science with Business BSc (Hons); Computer Science with Multimedia BSc (Hons); Construction Project Management BSc (Hons); Construction Project Management BSc (Hons); Cybersecurity BSc (Hons); Design Engineering BEng (Hons); Design Engineering BEng (Hons); Design, Enterprise and Innovation MSci; Design, Enterprise and Innovation MSci; Electrical and Electronic Engineering BEng (Hons); Electrical and Electronic Engineering BEng (Hons); Electrical and Electronic Engineering MEng (Hons); Electronic Engineering and Computer Science BEng (Hons); Electronic Engineering and Computer Science BEng (Hons); Electronic Engineering and Computer Science MEng (Hons); Mechanical Engineering BEng (Hons); Mechanical Engineering BEng (Hons); Mechanical Engineering MEng (Hons); Mechanical Engineering MEng (Hons); Product Design and Technology BSc (Hons); Product Design and Technology BSc (Hons); Products Design and Management BSc (Hons); Products Design and Management BSc (Hons); Professional Engineering (Power Systems) BEng; Professional Engineering (Power Systems) BEng; Professional Engineering BEng; Quantity Surveying BSc; Transport Management BSc (Hons); Biochemistry BSc (Hons); Biological Sciences BSc (Hons); Biological Sciences BSc (Hons); Biomedical Science BSc (Hons); Biomedical Science BSc (Hons); Healthcare Science (Audiology) BSc (Hons); Healthcare Science (Audiology) BSc (Hons) -Direct entry to Final Year; Medical Bioscience BSc (Singapore); Medicine MBChB; Neuroscience BSc (Hons); Optometry BSc (Hons); Optometry Moptom (Hons); Optometry and Clinical Practice BSc (Singapore); Pharmacy MPHarm (Hons); Psychology BSc (Hons); Psychology BSc (Hons); Psychology and Business BSc (Hons); Psychology and Marketing BSc (Hons); Psychology and Sociology BSc (Hons); Applied Chemistry BSc (Hons); Applied Chemistry BSc (Hons); Chemistry BSc (Hons); Chemistry BSc (Hons); Mathematics BSc (Hons); Mathematics BSc (Hons); Mathematics with Economics BSc (Hons); Economics BSc (Hons); Economics BSc (Hons); Economics and Management BSc (Hons); Economics and Management BSc (Hons); Human Resources and Business Management BSc (Hons); Human Resources and Business Management BSc (Hons); International Relations and English Language BSc (Hons); International Relations and English Language BSc (Hons); International Relations and Modern Languages BSc (Hons); International Relations and Social Policy BSc (Hons); International Relations and Social Policy BSc (Hons); International Relations and Sociology BSc (Hons); International Relations and Sociology BSc (Hons); Law LLB; Law LLB; Logistics with Purchasing Management BSc (Hons); Logistics with Purchasing Management BSc (Hons); Logistics with Supply Chain Management BSc (Hons); Logistics with Supply Chain Management BSc (Hons); Politics and Economics BSc (Hons); Politics and English Language BSc (Hons); Politics and English Language BSc (Hons); Politics and International Relations BSc (Hons); Politics and International Relations BSc (Hons); Politics and Social Policy BSc (Hons); Politics and Social Policy BSc (Hons); Politics and Sociology BSc (Hons); Politics and Sociology BSc (Hons); Sociology BSc (Hons); Sociology BSc (Hons); Sociology and Modern Languages BSc (Hons); Sociology and Social Policy BSc (Hons); Sociology and Social Policy BSc (Hons)","Forensic Linguistics MA; Forensic Linguistics MA; TESOL (Teaching English to Speakers of Other Languages) MA; TESOL (Teaching English to Speakers of Other Languages) MA; TESOL and Translation Studies MA; TESOL and Translation Studies MA; Translating for Business and International Institutions MA - Arabic, Chinese, French, German, Portuguese, Spanish; Translating for Business and International Institutions MA - Arabic, Chinese, French, German, Portuguese, Spanish; Accounting and Finance MSc; Business Analytics MSc; Business Economics and Finance MSc; Business Enterprise Development MSc; Business Enterprise Development MSc; Business Psychology MSc; Business and Management MSc; Crisis and Disaster Management MSc; Entrepreneurship MSc; Entrepreneurship and Analytics MSc; Finance MSc; International Accounting and Finance MSc; International Business MSc; Investment Analysis MSc; Leadership and Analytics MSc; Leadership and Entrepreneurship MSc; MSc Business Analytics; MSc Business and Management; MSc International Accounting and Finance; Marketing and Analytics MSc; Marketing and Entrepreneurship MSc; Marketing and Leadership MSc; Marketing and Strategy MSc; Research in the Social Sciences (Management) MSc; Strategic Marketing Management MSc; Strategy and Analytics MSc; Strategy and Entrepreneurship MSc; Strategy and International Business MSc; Strategy and Leadership MSc; Artificial Intelligence (including Professional Practice) MSc; Artificial Intelligence MSc; Computer Science MSc; Data Analytics (including Professional Practice) MSc; Data Analytics MSc; Engineering Leadership and Management MSc; Engineering Management MSc; Information Systems and Business Analysis MSc; Mechanical Engineering MSc; Photonic Integrated Circuits, Sensors and Networks (PIXNET) - MSc, 1 year; Photonic Integrated Circuits, Sensors and Networks (PIXNET) - MSc, 2 years; Professional Engineering MSc; Smart Telecom and Sensing Networks MSc - 1 year; Smart Telecom and Sensing Networks MSc - 2 years; Advanced Hearing Therapy Practice MSc; Biosciences MRes; Clinical Neurophysiology Practice MSc; Cognitive Neuroscience MSc; Drug Delivery MSc; Health Psychology (on-campus) MSc; Health Psychology MSc (Online); Optometry/Ophthalmic Science MSc; Pharmaceutical Science MSc; Pharmacokinetics MSc; Postgraduate Diploma for Overseas Pharmacists (OSPAP) MSc; Psychiatric Pharmacy Practice MSc; Stem Cells and Regenerative Medicines MSc; Work Psychology and Business MSc; Europe and the World Double MA; Global Operations and Service Management MSc; Global Operations and Service Management MSc; Governance and International Politics Double MA; Human Resource Management MSc; International Relations and Global Governance MA; International Relations and Global Governance MA; LLM: International Commercial Law; Multilevel Governance and International Relations (with integrated professional training) Joint MA; Research in the Social Sciences (International Politics) MSc; Supply Chain Leadership and Management MSc; Supply Chain Management MSc"
Institut Teknologi Nasional Bandung (ITENAS Bandung),,
Swiss Institute for Management and Hospitality (SWISS IM&H),,
Cardiff Business School,,
Academy of Economic Studies of Moldova,,
Benjamin N. Cardozo School of Law,,
University of Ibb,,
