University,Year,Rank
"Maharaja Sayajirao University of Baroda, Vadodara",2021 #551-600,#551-600
"Maharaja Sayajirao University of Baroda, Vadodara",2022 #601-650,#601-650
"Maharaja Sayajirao University of Baroda, Vadodara",2023 #701-750,#701-750
Syarif Hidayatullah State Islamic University Jakarta,2023 #=103,#=103
Syarif Hidayatullah State Islamic University Jakarta,2024 #=127,#=127
Jilin University,2012 #601+,#601+
Jilin University,2014 #601-650,#601-650
Jilin University,2015 #501-550,#501-550
Jilin University,2016 #451-460,#451-460
Jilin University,2017 #491-500,#491-500
Jilin University,2018 #491-500,#491-500
Jilin University,2019 #475,#475
Jilin University,2020 #484,#484
Jilin University,2021 #493,#493
Jilin University,2022 #501-510,#501-510
Jilin University,2023 #=497,#=497
Jilin University,2024 #=502,#=502
Design Academy Eindhoven,2015 #19,#19
Design Academy Eindhoven,2016 #18,#18
Design Academy Eindhoven,2017 #=31,#=31
Design Academy Eindhoven,2018 #=24,#=24
Design Academy Eindhoven,2019 #19,#19
Design Academy Eindhoven,2020 #18,#18
Design Academy Eindhoven,2021 #12,#12
Design Academy Eindhoven,2022 #=9,#=9
Design Academy Eindhoven,2023 #9,#9
University of Jyväskylä,2012 #=309,#=309
University of Jyväskylä,2014 #=299,#=299
University of Jyväskylä,2015 #=318,#=318
University of Jyväskylä,2016 #=319,#=319
University of Jyväskylä,2017 #=338,#=338
University of Jyväskylä,2018 #=357,#=357
University of Jyväskylä,2019 #=336,#=336
University of Jyväskylä,2020 #346,#346
University of Jyväskylä,2021 #333,#333
University of Jyväskylä,2022 #=358,#=358
University of Jyväskylä,2023 #=347,#=347
University of Jyväskylä,2024 #=446,#=446
Johannes Kepler University Linz,2012 #451- 500,#451- 500
Johannes Kepler University Linz,2014 #501-550,#501-550
Johannes Kepler University Linz,2015 #551-600,#551-600
Johannes Kepler University Linz,2016 #551-600,#551-600
Johannes Kepler University Linz,2017 #551-600,#551-600
Johannes Kepler University Linz,2018 #471-480,#471-480
Johannes Kepler University Linz,2019 #=456,#=456
Johannes Kepler University Linz,2020 #412,#412
Johannes Kepler University Linz,2021 #362,#362
Johannes Kepler University Linz,2022 #354,#354
Johannes Kepler University Linz,2023 #=350,#=350
Johannes Kepler University Linz,2024 #=446,#=446
University of Tulsa College of Business Administration,2018 #101+,#101+
University of Tulsa College of Business Administration,2019 #101+,#101+
University of Tulsa College of Business Administration,2021 #101+,#101+
University of Tulsa College of Business Administration,2022 #151+,#151+
University of Tulsa College of Business Administration,2023 #151+,#151+
University of Tulsa College of Business Administration,2024 #151+,#151+
Sungkyunkwan University (SKKU),2012 #179,#179
Sungkyunkwan University (SKKU),2014 #162,#162
Sungkyunkwan University (SKKU),2015 #140,#140
Sungkyunkwan University (SKKU),2016 #118,#118
Sungkyunkwan University (SKKU),2017 #=106,#=106
Sungkyunkwan University (SKKU),2018 #108,#108
Sungkyunkwan University (SKKU),2019 #=100,#=100
Sungkyunkwan University (SKKU),2020 #95,#95
Sungkyunkwan University (SKKU),2021 #88,#88
Sungkyunkwan University (SKKU),2022 #97,#97
Sungkyunkwan University (SKKU),2023 #99,#99
Sungkyunkwan University (SKKU),2024 #=145,#=145
TU Dortmund University,2012 #451- 500,#451- 500
TU Dortmund University,2014 #501-550,#501-550
TU Dortmund University,2015 #491-500,#491-500
TU Dortmund University,2016 #491-500,#491-500
TU Dortmund University,2017 #551-600,#551-600
TU Dortmund University,2018 #601-650,#601-650
TU Dortmund University,2019 #701-750,#701-750
TU Dortmund University,2020 #751-800,#751-800
TU Dortmund University,2021 #801-1000,#801-1000
TU Dortmund University,2022 #801-1000,#801-1000
TU Dortmund University,2023 #801-1000,#801-1000
TU Dortmund University,2024 #851-900,#851-900
University of Al-Qadisiyah,2020 #121-130,#121-130
University of Al-Qadisiyah,2021 #131-160,#131-160
University of Al-Qadisiyah,2022 #151-180,#151-180
University of Al-Qadisiyah,2023 #171-200,#171-200
University of Al-Qadisiyah,2024 #171-200,#171-200
Khon Kaen University,2012 #601+,#601+
Khon Kaen University,2014 # 701+,# 701+
Khon Kaen University,2015 # 701+,# 701+
Khon Kaen University,2016 #701+,#701+
Khon Kaen University,2017 #701+,#701+
Khon Kaen University,2018 #801-1000,#801-1000
Khon Kaen University,2019 #801-1000,#801-1000
Khon Kaen University,2020 #801-1000,#801-1000
Khon Kaen University,2021 #801-1000,#801-1000
Khon Kaen University,2022 #801-1000,#801-1000
Khon Kaen University,2023 #801-1000,#801-1000
Khon Kaen University,2024 #951-1000,#951-1000
Universidad Andina Simón Bolívar - Ecuador,2023 #176-200,#176-200
"KFUPM Business School, King Fahd University of Petroleum & Minerals",2022 #17,#17
"KFUPM Business School, King Fahd University of Petroleum & Minerals",2023 #19,#19
"KFUPM Business School, King Fahd University of Petroleum & Minerals",2024 #23,#23
Goethe-University Frankfurt am Main,2012 #=201,#=201
Goethe-University Frankfurt am Main,2014 #208,#208
Goethe-University Frankfurt am Main,2015 #217,#217
Goethe-University Frankfurt am Main,2016 #=243,#=243
Goethe-University Frankfurt am Main,2017 #=264,#=264
Goethe-University Frankfurt am Main,2018 #=254,#=254
Goethe-University Frankfurt am Main,2019 #=279,#=279
Goethe-University Frankfurt am Main,2020 #291,#291
Goethe-University Frankfurt am Main,2021 #311,#311
Goethe-University Frankfurt am Main,2022 #=340,#=340
Goethe-University Frankfurt am Main,2023 #=328,#=328
Goethe-University Frankfurt am Main,2024 #=302,#=302
Nanjing University of Science and Technology,2021 #701-750,#701-750
Nanjing University of Science and Technology,2022 #601-650,#601-650
Nanjing University of Science and Technology,2023 #601-650,#601-650
Nanjing University of Science and Technology,2024 #=600,#=600
King Saud University,2012 #197,#197
King Saud University,2014 #=253,#=253
King Saud University,2015 #=249,#=249
King Saud University,2016 #237,#237
King Saud University,2017 #227,#227
King Saud University,2018 #221,#221
King Saud University,2019 #256,#256
King Saud University,2020 #281,#281
King Saud University,2021 #287,#287
King Saud University,2022 #=277,#=277
King Saud University,2023 #=237,#=237
King Saud University,2024 #=203,#=203
London South Bank University,2018 #801-1000,#801-1000
London South Bank University,2019 #751-800,#751-800
London South Bank University,2020 #701-750,#701-750
London South Bank University,2021 #751-800,#751-800
London South Bank University,2022 #801-1000,#801-1000
London South Bank University,2023 #801-1000,#801-1000
London South Bank University,2024 #851-900,#851-900
Wilkes University,2021 #251-300,#251-300
Tokyo Medical and Dental University (TMDU),2012 #277,#277
Tokyo Medical and Dental University (TMDU),2014 #=276,#=276
Tokyo Medical and Dental University (TMDU),2015 #=294,#=294
Tokyo Medical and Dental University (TMDU),2016 #=391,#=391
Tokyo Medical and Dental University (TMDU),2017 #329,#329
Tokyo Medical and Dental University (TMDU),2018 #=367,#=367
Tokyo Medical and Dental University (TMDU),2019 #=352,#=352
Tokyo Medical and Dental University (TMDU),2020 #359,#359
Tokyo Medical and Dental University (TMDU),2021 #362,#362
Tokyo Medical and Dental University (TMDU),2022 #=381,#=381
Tokyo Medical and Dental University (TMDU),2023 #=392,#=392
Tokyo Medical and Dental University (TMDU),2024 #611-620,#611-620
Hawaii Pacific University,2020 #201-250,#201-250
Hawaii Pacific University,2021 #201-250,#201-250
Technical University of Kosice,2019 #801-1000,#801-1000
Technical University of Kosice,2020 #801-1000,#801-1000
Technical University of Kosice,2021 #801-1000,#801-1000
Technical University of Kosice,2022 #801-1000,#801-1000
Technical University of Kosice,2023 #801-1000,#801-1000
Technical University of Kosice,2024 #1001-1200,#1001-1200
Central Mindanao University ,2021 #601+,#601+
Central Mindanao University ,2022 #651+,#651+
Central Mindanao University ,2023 #701-750,#701-750
Yale University,2012 #7,#7
Yale University,2014 #8,#8
Yale University,2015 #10,#10
Yale University,2016 #15,#15
Yale University,2017 #15,#15
Yale University,2018 #16,#16
Yale University,2019 #15,#15
Yale University,2020 #17,#17
Yale University,2021 #17,#17
Yale University,2022 #=14,#=14
Yale University,2023 #18,#18
Yale University,2024 #16,#16
Soonchunhyang University ,2024 #1001-1200,#1001-1200
Niagara University,2021 #301-350,#301-350
University of Florida,2012 #169,#169
University of Florida,2014 #179,#179
University of Florida,2015 #=192,#=192
University of Florida,2016 #180,#180
University of Florida,2017 #=185,#=185
University of Florida,2018 #178,#178
University of Florida,2019 #=180,#=180
University of Florida,2020 #167,#167
University of Florida,2021 #162,#162
University of Florida,2022 #=173,#=173
University of Florida,2023 #188,#188
University of Florida,2024 #168,#168
Royal College of Music,2016 #=3,#=3
Royal College of Music,2017 #2,#2
Royal College of Music,2018 #2,#2
Royal College of Music,2019 #3,#3
Royal College of Music,2020 #2,#2
Royal College of Music,2021 #2,#2
Royal College of Music,2022 #1,#1
Royal College of Music,2023 #1,#1
LeBow College of Business,2018 #=18,#=18
LeBow College of Business,2019 #37,#37
LeBow College of Business,2020 #41=,#41=
LeBow College of Business,2022 #71-80,#71-80
LeBow College of Business,2023 #71-80,#71-80
LeBow College of Business,2024 #81-90,#81-90
Universidad Autnoma del Beni Jos Ballivin,2015 #301+,#301+
Universidad Autnoma del Beni Jos Ballivin,2016 #301+,#301+
Universidad Autnoma del Beni Jos Ballivin,2022 #401+,#401+
Universidad Autnoma del Beni Jos Ballivin,2023 #401+,#401+
University College of Boras,2020 #26,#26
University College of Boras,2021 #24,#24
University College of Boras,2022 #25,#25
University College of Boras,2023 #29,#29
SUNY Potsdam,2021 #301-350,#301-350
Akita Prefectural University,2023 #=198,#=198
Akita Prefectural University,2024 #=180,#=180
China Europe International Business School (CEIBS),2023 #111-120,#111-120
Poznan University of Life Sciences,2023 #521-530,#521-530
Poznan University of Life Sciences,2024 #801-850,#801-850
"Karnatak University, Dharwad",2023 #=189,#=189
"Karnatak University, Dharwad",2024 #=238,#=238
Tecnológico de Costa Rica -TEC,2019 #801-1000,#801-1000
Tecnológico de Costa Rica -TEC,2020 #801-1000,#801-1000
Tecnológico de Costa Rica -TEC,2021 #801-1000,#801-1000
Tecnológico de Costa Rica -TEC,2022 #801-1000,#801-1000
Tecnológico de Costa Rica -TEC,2023 #801-1000,#801-1000
Tecnológico de Costa Rica -TEC,2024 #951-1000,#951-1000
Rice University,2012 #120,#120
Rice University,2014 #=136,#=136
Rice University,2015 #=129,#=129
Rice University,2016 #106,#106
Rice University,2017 #90,#90
Rice University,2018 #89,#89
Rice University,2019 #=87,#=87
Rice University,2020 #85,#85
Rice University,2021 #89,#89
Rice University,2022 #94,#94
Rice University,2023 #100,#100
Rice University,2024 #=145,#=145
Universidad Autónoma de Guadalajara (UAG),2023 #1401+,#1401+
Universidad Autónoma de Guadalajara (UAG),2024 #1001-1200,#1001-1200
Université Lumière Lyon 2,2012 #551- 600,#551- 600
Université Lumière Lyon 2,2014 #651-700,#651-700
Université Lumière Lyon 2,2015 #651-700,#651-700
Université Lumière Lyon 2,2016 #701+,#701+
Université Lumière Lyon 2,2017 #701+,#701+
Université Lumière Lyon 2,2018 #751-800,#751-800
Université Lumière Lyon 2,2019 #801-1000,#801-1000
Université Lumière Lyon 2,2020 #801-1000,#801-1000
Université Lumière Lyon 2,2021 #1001+,#1001+
Université Lumière Lyon 2,2022 #1001-1200,#1001-1200
Université Lumière Lyon 2,2023 #1001-1200,#1001-1200
Université Lumière Lyon 2,2024 #1001-1200,#1001-1200
Universidade Federal de São João del-Rei ,2024 #=154,#=154
Ahsanullah University of Science and Technology,2023 #=131,#=131
Ahsanullah University of Science and Technology,2024 #=166,#=166
Guildhall School of Music and Drama,2016 #9,#9
Guildhall School of Music and Drama,2017 #21,#21
Guildhall School of Music and Drama,2018 #36,#36
Guildhall School of Music and Drama,2019 #7,#7
Guildhall School of Music and Drama,2020 #6,#6
Guildhall School of Music and Drama,2021 #15,#15
Guildhall School of Music and Drama,2022 #6,#6
Guildhall School of Music and Drama,2023 #7,#7
FURB Universidade Regional de Blumenau,2024 #=269,#=269
Sangmyung University ,2023 #=272,#=272
Sangmyung University ,2024 #=208,#=208
Fundación Universitaria Konrad Lorenz,2024 #=192,#=192
Ulsan National Institute of Science and Technology (UNIST),2022 #212,#212
Ulsan National Institute of Science and Technology (UNIST),2023 #=197,#=197
Ulsan National Institute of Science and Technology (UNIST),2024 #=266,#=266
Université Abdelmalek Essaadi,2024 #201+,#201+
Zurich University of Applied Sciences (ZHAW),2024 #1401+,#1401+
Universidad Nacional de San Antonio Abad del Cusco,2024 #=233,#=233
University of Trinidad and Tobago,2024 #=17,#=17
Texas State University,2024 #1201+,#1201+
Inner Mongolia University,2023 #=294,#=294
Inner Mongolia University,2024 #=307,#=307
University College of Boras,2020 #26,#26
University College of Boras,2021 #24,#24
University College of Boras,2022 #25,#25
University College of Boras,2023 #29,#29
Wisconsin School of Business,2023 #15,#15
Wisconsin School of Business,2024 #17,#17
Mokpo National University ,2023 #=314,#=314
Mokpo National University ,2024 #=325,#=325
Belarusian State University,2012 #501- 550,#501- 550
Belarusian State University,2014 #551-600,#551-600
Belarusian State University,2015 #491-500,#491-500
Belarusian State University,2016 #421-430,#421-430
Belarusian State University,2017 #354,#354
Belarusian State University,2018 #=334,#=334
Belarusian State University,2019 #354,#354
Belarusian State University,2020 #351,#351
Belarusian State University,2021 #317,#317
Belarusian State University,2022 #=295,#=295
Belarusian State University,2023 #=288,#=288
Belarusian State University,2024 #=387,#=387
INSEAD Singapore,2021 #=232,#=232
Chopin University of Music,2016 #51-100,#51-100
Chopin University of Music,2021 #51-100,#51-100
Chopin University of Music,2022 #51-100,#51-100
Chopin University of Music,2023 #51-100,#51-100
Universidad Ricardo Palma ,2024 #=192,#=192
Minia University,2015 #91-100,#91-100
Minia University,2018 #81-90,#81-90
Minia University,2019 #81-90,#81-90
Minia University,2020 #91-100,#91-100
Minia University,2021 #111-120,#111-120
Minia University,2022 #121-130,#121-130
Minia University,2023 #111-120,#111-120
Minia University,2024 #121-130,#121-130
Yamagata University ,2023 #=251,#=251
Yamagata University ,2024 #=271,#=271
Suliman S. Olayan School of Business,2019 #33=,#33=
Suliman S. Olayan School of Business,2020 #44,#44
Suliman S. Olayan School of Business,2021 #=43,#=43
Suliman S. Olayan School of Business,2022 #=48,#=48
Suliman S. Olayan School of Business,2023 #61-70,#61-70
Suliman S. Olayan School of Business,2024 #61-70,#61-70
Sonoma State University,2020 #251-300,#251-300
Sonoma State University,2021 #201-250,#201-250
Shiraz University of Medical Sciences,2017 #401-450,#401-450
Shiraz University of Medical Sciences,2018 #401-450,#401-450
Shiraz University of Medical Sciences,2019 #451-500,#451-500
Shiraz University of Medical Sciences,2020 #451-500,#451-500
Shiraz University of Medical Sciences,2021 #501-550,#501-550
Shiraz University of Medical Sciences,2022 #501-550,#501-550
Shiraz University of Medical Sciences,2023 #451-500,#451-500
Shiraz University of Medical Sciences,2023 #451-500,#451-500
Dostoevsky Omsk State University,2018 #251-300,#251-300
Dostoevsky Omsk State University,2020 #301-350,#301-350
Dostoevsky Omsk State University,2021 #251-300,#251-300
Dostoevsky Omsk State University,2022 #251-300,#251-300
Ithaca College,2020 #201-250,#201-250
Ithaca College,2021 #201-250,#201-250
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2014 #651-700,#651-700
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2015 #651-700,#651-700
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2016 #701+,#701+
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2017 #701+,#701+
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2018 #801-1000,#801-1000
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2019 #801-1000,#801-1000
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2020 #801-1000,#801-1000
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2021 #1001+,#1001+
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2022 #1001-1200,#1001-1200
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2023 #1201-1400,#1201-1400
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2024 #1201-1400,#1201-1400
Universidad Anáhuac México,2014 # 701+,# 701+
Universidad Anáhuac México,2015 #601-650,#601-650
Universidad Anáhuac México,2016 #651-700,#651-700
Universidad Anáhuac México,2017 #651-700,#651-700
Universidad Anáhuac México,2018 #601-650,#601-650
Universidad Anáhuac México,2019 #581-590,#581-590
Universidad Anáhuac México,2020 #561-570,#561-570
Universidad Anáhuac México,2021 #651-700,#651-700
Universidad Anáhuac México,2022 #601-650,#601-650
Universidad Anáhuac México,2023 #601-650,#601-650
Universidad Anáhuac México,2024 #771-780,#771-780
Universidad Nacional de Mar del Plata,2014 #651-700,#651-700
Universidad Nacional de Mar del Plata,2015 # 701+,# 701+
Universidad Nacional de Mar del Plata,2016 #701+,#701+
Universidad Nacional de Mar del Plata,2017 #701+,#701+
Universidad Nacional de Mar del Plata,2018 #801-1000,#801-1000
Universidad Nacional de Mar del Plata,2019 #801-1000,#801-1000
Universidad Nacional de Mar del Plata,2020 #801-1000,#801-1000
Universidad Nacional de Mar del Plata,2021 #1001+,#1001+
Universidad Nacional de Mar del Plata,2022 #1001-1200,#1001-1200
Universidad Nacional de Mar del Plata,2023 #1201-1400,#1201-1400
Universidad Nacional de Mar del Plata,2024 #1201-1400,#1201-1400
University of Zawia,2024 #151-170,#151-170
China University of Petroleum (East China),2022 #551-600,#551-600
Case Western Reserve University,2012 #164,#164
Case Western Reserve University,2014 #=175,#=175
Case Western Reserve University,2015 #189,#189
Case Western Reserve University,2016 #215,#215
Case Western Reserve University,2017 #202,#202
Case Western Reserve University,2018 #213,#213
Case Western Reserve University,2019 #=186,#=186
Case Western Reserve University,2020 #=167,#=167
Case Western Reserve University,2021 #162,#162
Case Western Reserve University,2022 #=161,#=161
Case Western Reserve University,2023 #176,#176
Case Western Reserve University,2024 #255,#255
Universidade de Ribeirão Preto,2024 #=192,#=192
Universidad Nacional de Quilmes,2021 #1001+,#1001+
Universidad Nacional de Quilmes,2022 #1201+,#1201+
Universidad Nacional de Quilmes,2023 #1201-1400,#1201-1400
Universidad Nacional de Quilmes,2024 #1401+,#1401+
Sungkyunkwan University (SKKU),2012 #179,#179
Sungkyunkwan University (SKKU),2014 #162,#162
Sungkyunkwan University (SKKU),2015 #140,#140
Sungkyunkwan University (SKKU),2016 #118,#118
Sungkyunkwan University (SKKU),2017 #=106,#=106
Sungkyunkwan University (SKKU),2018 #108,#108
Sungkyunkwan University (SKKU),2019 #=100,#=100
Sungkyunkwan University (SKKU),2020 #95,#95
Sungkyunkwan University (SKKU),2021 #88,#88
Sungkyunkwan University (SKKU),2022 #97,#97
Sungkyunkwan University (SKKU),2023 #99,#99
Sungkyunkwan University (SKKU),2024 #=145,#=145
Birmingham Newman University,2024 #=161,#=161
"The University of Newcastle, Australia (UON)",2012 #268,#268
"The University of Newcastle, Australia (UON)",2014 #298,#298
"The University of Newcastle, Australia (UON)",2015 #=257,#=257
"The University of Newcastle, Australia (UON)",2016 #=256,#=256
"The University of Newcastle, Australia (UON)",2017 #=245,#=245
"The University of Newcastle, Australia (UON)",2018 #=224,#=224
"The University of Newcastle, Australia (UON)",2019 #=214,#=214
"The University of Newcastle, Australia (UON)",2020 #207,#207
"The University of Newcastle, Australia (UON)",2021 #197,#197
"The University of Newcastle, Australia (UON)",2022 #197,#197
"The University of Newcastle, Australia (UON)",2023 #192,#192
"The University of Newcastle, Australia (UON)",2024 #=173,#=173
Nyenrode Business University,2018 #99,#99
Nyenrode Business University,2019 #101+,#101+
Nyenrode Business University,2020 #101+,#101+
Nyenrode Business University,2021 #101+,#101+
Nyenrode Business University,2022 #131-140,#131-140
Nyenrode Business University,2023 #151+,#151+
Nyenrode Business University,2024 #151+,#151+
Universidade Federal de Lavras,2013 #101-150,#101-150
Universidade Federal de Lavras,2014 #101-150,#101-150
Universidade Federal de Lavras,2015 #101-150,#101-150
Universidade Federal de Lavras,2016 #101-150,#101-150
Universidade Federal de Lavras,2017 #101-150,#101-150
Universidade Federal de Lavras,2018 #101-150,#101-150
Universidade Federal de Lavras,2019 #151-200,#151-200
Universidade Federal de Lavras,2020 #151-200,#151-200
Universidade Federal de Lavras,2021 #151-200,#151-200
Universidade Federal de Lavras,2022 #151-200,#151-200
Universidade Federal de Lavras,2023 #101-150,#101-150
 University of Dundee,2012 #204,#204
 University of Dundee,2014 #219,#219
 University of Dundee,2015 #=230,#=230
 University of Dundee,2016 #=261,#=261
 University of Dundee,2017 #244,#244
 University of Dundee,2018 #=267,#=267
 University of Dundee,2019 #=272,#=272
 University of Dundee,2020 #302,#302
 University of Dundee,2021 #319,#319
 University of Dundee,2022 #=322,#=322
 University of Dundee,2023 #354,#354
 University of Dundee,2024 #=441,#=441
Savitribai Phule Pune University,2012 #601+,#601+
Savitribai Phule Pune University,2014 # 701+,# 701+
Savitribai Phule Pune University,2015 # 701+,# 701+
Savitribai Phule Pune University,2016 #701+,#701+
Savitribai Phule Pune University,2017 #701+,#701+
Savitribai Phule Pune University,2018 #801-1000,#801-1000
Savitribai Phule Pune University,2019 #801-1000,#801-1000
Savitribai Phule Pune University,2020 #801-1000,#801-1000
Savitribai Phule Pune University,2021 #651-700,#651-700
Savitribai Phule Pune University,2022 #591-600,#591-600
Savitribai Phule Pune University,2023 #541-550,#541-550
Savitribai Phule Pune University,2024 #711-720,#711-720
College of Management,2020 #51+,#51+
College of Management,2021 #51+,#51+
College of Management,2022 #71-80,#71-80
College of Management,2023 #81-90,#81-90
College of Management,2024 #91-100,#91-100
University of New Haven,2020 #251-300,#251-300
University of New Haven,2021 #251-300,#251-300
University of International Business and Economics,2022 #1001-1200,#1001-1200
University of International Business and Economics,2023 #1201-1400,#1201-1400
University of International Business and Economics,2024 #1201-1400,#1201-1400
Universiti Brunei Darussalam (UBD),2018 #=349,#=349
Universiti Brunei Darussalam (UBD),2019 #=323,#=323
Universiti Brunei Darussalam (UBD),2020 #298,#298
Universiti Brunei Darussalam (UBD),2021 #254,#254
Universiti Brunei Darussalam (UBD),2022 #250,#250
Universiti Brunei Darussalam (UBD),2023 #=256,#=256
Universiti Brunei Darussalam (UBD),2024 #=387,#=387
The Herzen State Pedagogical University of Russia,2022 #1001-1200,#1001-1200
The Herzen State Pedagogical University of Russia,2023 #1001-1200,#1001-1200
The Herzen State Pedagogical University of Russia,2024 #1201-1400,#1201-1400
University for the Creative Arts,2017 #151-200,#151-200
University for the Creative Arts,2018 #101-150,#101-150
University for the Creative Arts,2019 #101-150,#101-150
University for the Creative Arts,2020 #101-150,#101-150
University for the Creative Arts,2021 #151-200,#151-200
University for the Creative Arts,2022 #151-200,#151-200
Universidad de las Ciencias Informáticas,2020 #130,#130
Universidad de las Ciencias Informáticas,2021 #123,#123
Universidade Regional do Noroeste do Estado do Rio Grande do Sul ,2024 #=303,#=303
University of Alaska Anchorage,2020 #251-300,#251-300
University of Alaska Anchorage,2021 #201-250,#201-250
University of Iowa,2012 #199,#199
University of Iowa,2014 #=236,#=236
University of Iowa,2015 #=269,#=269
University of Iowa,2016 #=312,#=312
University of Iowa,2017 #=393,#=393
University of Iowa,2018 #421-430,#421-430
University of Iowa,2019 #=435,#=435
University of Iowa,2020 #421,#421
University of Iowa,2021 #420,#420
University of Iowa,2022 #=455,#=455
University of Iowa,2023 #=467,#=467
University of Iowa,2024 #=491,#=491
National University of the Patagonia San Juan Bosco,2024 #=192,#=192
Corporación Universitaria Minuto de Dios - UNIMINUTO,2024 #=269,#=269
Korea Nazarene University,2021 #601+,#601+
Korea Nazarene University,2022 #651+,#651+
Korea Nazarene University,2023 #701-750,#701-750
Kaohsiung Medical University,2020 #651-700,#651-700
Kaohsiung Medical University,2021 #701-750,#701-750
Atılım Üniversitesi,2024 #=58,#=58
Frederick University,2023 #176-200,#176-200
University of Prishtina,2018 #251-300,#251-300
University of Prishtina,2019 #251-300,#251-300
University of Prishtina,2020 #251-300,#251-300
University of Prishtina,2021 #301-350,#301-350
University of Prishtina,2022 #351-400,#351-400
ESSCA School of Management,2021 #101+,#101+
ESSCA School of Management,2022 #141-150,#141-150
ESSCA School of Management,2023 #141-150,#141-150
ESSCA School of Management,2024 #151+,#151+
Universidad Autónoma de Zacatecas (UAZ),2024 #=42,#=42
Indian Institute of Information Technology Design and Manufacturing Kancheepuram,2023 #=131,#=131
Indian Institute of Information Technology Design and Manufacturing Kancheepuram,2024 #=143,#=143
University of Central Oklahoma,2023 #1201-1400,#1201-1400
University of Central Oklahoma,2024 #1201-1400,#1201-1400
Saint Petersburg State University of Economics (UNECON),2016 #151-200,#151-200
Saint Petersburg State University of Economics (UNECON),2018 #201-250,#201-250
Saint Petersburg State University of Economics (UNECON),2020 #241-250,#241-250
Saint Petersburg State University of Economics (UNECON),2021 #221-230,#221-230
Saint Petersburg State University of Economics (UNECON),2022 #251-300,#251-300
Technische Universität Dresden,2012 #288,#288
Technische Universität Dresden,2014 #262,#262
Technische Universität Dresden,2015 #234,#234
Technische Universität Dresden,2016 #227,#227
Technische Universität Dresden,2017 #=210,#=210
Technische Universität Dresden,2018 #=195,#=195
Technische Universität Dresden,2019 #191,#191
Technische Universität Dresden,2020 #179,#179
Technische Universität Dresden,2021 #173,#173
Technische Universität Dresden,2022 #=194,#=194
Technische Universität Dresden,2023 #200,#200
Technische Universität Dresden,2024 #=246,#=246
"Balochistan University of Information Technology, Engineering and Management Sciences  (BUITEMS)",2023 #=174,#=174
"Balochistan University of Information Technology, Engineering and Management Sciences  (BUITEMS)",2024 #=238,#=238
San Francisco State University,2023 #1201-1400,#1201-1400
San Francisco State University,2024 #1201-1400,#1201-1400
University of Bridgeport,2020 #201-250,#201-250
University of Bridgeport,2021 #201-250,#201-250
University of Hohenheim,2018 #501-550,#501-550
University of Hohenheim,2019 #=495,#=495
University of Hohenheim,2020 #651-700,#651-700
University of Hohenheim,2021 #651-700,#651-700
University of Hohenheim,2022 #601-650,#601-650
University of Hohenheim,2023 #801-1000,#801-1000
University of Hohenheim,2024 #651-660,#651-660
California Polytechnic State University,2023 #1201-1400,#1201-1400
California Polytechnic State University,2024 #1201-1400,#1201-1400
Universidade Potiguar,2024 #=233,#=233
Korea National University of Arts,2016 #46,#46
Korea National University of Arts,2017 #151-200,#151-200
Korea National University of Arts,2017 #51-100,#51-100
Korea National University of Arts,2018 #151-200,#151-200
Korea National University of Arts,2018 #51-100,#51-100
Korea National University of Arts,2019 #151-200,#151-200
Korea National University of Arts,2019 #37,#37
Korea National University of Arts,2020 #51-100,#51-100
Korea National University of Arts,2020 #38,#38
Korea National University of Arts,2021 #51-100,#51-100
Korea National University of Arts,2021 #36,#36
Korea National University of Arts,2022 #51-100,#51-100
Korea National University of Arts,2022 #42,#42
Korea National University of Arts,2023 #51-100,#51-100
Korea National University of Arts,2023 #42,#42
State University of New York at Geneseo,2020 #201-250,#201-250
State University of New York at Geneseo,2021 #201-250,#201-250
Université du Sud - Toulon - Var,2024 #140,#140
Gubkin Russian State University of Oil and Gas (National Research University),2016 #51-100,#51-100
Gubkin Russian State University of Oil and Gas (National Research University),2021 #101-150,#101-150
Gubkin Russian State University of Oil and Gas (National Research University),2022 #101-150,#101-150
Gubkin Russian State University of Oil and Gas (National Research University),2023 #351-400,#351-400
Gubkin Russian State University of Oil and Gas (National Research University),2023 #101-150,#101-150
UNIVERSIDAD NACIONAL DE TRES DE FEBRERO,2024 #=233,#=233
UNIVERSITY OF GDANSK,2019 #801-1000,#801-1000
UNIVERSITY OF GDANSK,2020 #801-1000,#801-1000
UNIVERSITY OF GDANSK,2021 #801-1000,#801-1000
UNIVERSITY OF GDANSK,2022 #801-1000,#801-1000
UNIVERSITY OF GDANSK,2023 #801-1000,#801-1000
UNIVERSITY OF GDANSK,2024 #951-1000,#951-1000
Xi’an Jiaotong University,2012 #361,#361
Xi’an Jiaotong University,2014 #372,#372
