University,Year,Rank
Tel Aviv University,2018 #=205,#=205
Tel Aviv University,2019 #230,#230
Tel Aviv University,2020 #219,#219
Tel Aviv University,2021 #230,#230
Tel Aviv University,2022 #=255,#=255
Tel Aviv University,2023 #=260,#=260
Tel Aviv University,2024 #215,#215
Bursa Technical University,2024 #=58,#=58
Fergana Polytechnic Institute,2024 #=49,#=49
Ben-Gurion University of The Negev,2012 #377,#377
Ben-Gurion University of The Negev,2014 #=331,#=331
Ben-Gurion University of The Negev,2015 #292,#292
Ben-Gurion University of The Negev,2016 #259,#259
Ben-Gurion University of The Negev,2017 #320,#320
Ben-Gurion University of The Negev,2018 #=352,#=352
Ben-Gurion University of The Negev,2019 #=407,#=407
Ben-Gurion University of The Negev,2020 #419,#419
Ben-Gurion University of The Negev,2021 #446,#446
Ben-Gurion University of The Negev,2022 #=471,#=471
Ben-Gurion University of The Negev,2023 #=490,#=490
Ben-Gurion University of The Negev,2024 #=469,#=469
Universidad Nacional de Entre Rios,2024 #=192,#=192
State University of Management,2021 #301-350,#301-350
State University of Management,2022 #401-450,#401-450
Brno University of Technology,2012 #601+,#601+
Brno University of Technology,2014 #651-700,#651-700
Brno University of Technology,2015 #651-700,#651-700
Brno University of Technology,2016 #601-650,#601-650
Brno University of Technology,2017 #651-700,#651-700
Brno University of Technology,2018 #601-650,#601-650
Brno University of Technology,2019 #651-700,#651-700
Brno University of Technology,2020 #651-700,#651-700
Brno University of Technology,2021 #651-700,#651-700
Brno University of Technology,2022 #701-750,#701-750
Brno University of Technology,2023 #701-750,#701-750
Brno University of Technology,2024 #611-620,#611-620
Universidad Nacional Autónoma de Honduras (UNAH),2022 #1201+,#1201+
Universidad Nacional Autónoma de Honduras (UNAH),2023 #1401+,#1401+
Universidad Nacional Autónoma de Honduras (UNAH),2024 #1401+,#1401+
Universidad Nacional de Mar del Plata,2014 #651-700,#651-700
Universidad Nacional de Mar del Plata,2015 # 701+,# 701+
Universidad Nacional de Mar del Plata,2016 #701+,#701+
Universidad Nacional de Mar del Plata,2017 #701+,#701+
Universidad Nacional de Mar del Plata,2018 #801-1000,#801-1000
Universidad Nacional de Mar del Plata,2019 #801-1000,#801-1000
Universidad Nacional de Mar del Plata,2020 #801-1000,#801-1000
Universidad Nacional de Mar del Plata,2021 #1001+,#1001+
Universidad Nacional de Mar del Plata,2022 #1001-1200,#1001-1200
Universidad Nacional de Mar del Plata,2023 #1201-1400,#1201-1400
Universidad Nacional de Mar del Plata,2024 #1201-1400,#1201-1400
"Ss. Cyril and Methodius University in Skopje, Republic of North Macedonia",2024 #100,#100
Universität  Leipzig,2012 #320,#320
Universität  Leipzig,2014 #=311,#=311
Universität  Leipzig,2015 #289,#289
Universität  Leipzig,2016 #=384,#=384
Universität  Leipzig,2017 #501-550,#501-550
Universität  Leipzig,2018 #501-550,#501-550
Universität  Leipzig,2019 #581-590,#581-590
Universität  Leipzig,2020 #531-540,#531-540
Universität  Leipzig,2021 #483,#483
Universität  Leipzig,2022 #=447,#=447
Universität  Leipzig,2023 #=420,#=420
Universität  Leipzig,2024 #479,#479
The University of Swabi,2024 #=143,#=143
Universidad Olmeca,2015 #301+,#301+
Universidad Olmeca,2016 #301+,#301+
Universidad Olmeca,2018 #301-400,#301-400
Sarsen Amanzholov East Kazakhstan University,2023 #=20,#=20
Sarsen Amanzholov East Kazakhstan University,2024 #=24,#=24
Universidad Privada Dr. Rafael Belloso Chacín,2024 #=303,#=303
Mercer University,2021 #301-350,#301-350
"ENSCM, Chimie Montpellier",2015 #301-400,#301-400
"ENSCM, Chimie Montpellier",2016 #301-400,#301-400
"ENSCM, Chimie Montpellier",2017 #351-400,#351-400
"ENSCM, Chimie Montpellier",2018 #351-400,#351-400
"ENSCM, Chimie Montpellier",2019 #351-400,#351-400
"ENSCM, Chimie Montpellier",2020 #351-400,#351-400
"ENSCM, Chimie Montpellier",2021 #501-550,#501-550
"ENSCM, Chimie Montpellier",2022 #401-450,#401-450
"ENSCM, Chimie Montpellier",2023 #551-600,#551-600
Universidad de Las Américas Ecuador,2023 #1201-1400,#1201-1400
Universidad de Las Américas Ecuador,2024 #1201-1400,#1201-1400
Lehigh University,2012 #501- 550,#501- 550
Lehigh University,2014 #551-600,#551-600
Lehigh University,2015 #601-650,#601-650
Lehigh University,2016 #501-550,#501-550
Lehigh University,2017 #481-490,#481-490
Lehigh University,2018 #501-550,#501-550
Lehigh University,2019 #501-510,#501-510
Lehigh University,2020 #551-560,#551-560
Lehigh University,2021 #551-560,#551-560
Lehigh University,2022 #531-540,#531-540
Lehigh University,2023 #591-600,#591-600
Lehigh University,2024 #=548,#=548
Nara Women's University,2023 #=251,#=251
Nara Women's University,2024 #=307,#=307
Toyota Technological Institute,2024 #=446,#=446
Silesian University in Opava,2018 #251-300,#251-300
Silesian University in Opava,2019 #251-300,#251-300
Silesian University in Opava,2020 #251-300,#251-300
Silesian University in Opava,2021 #251-300,#251-300
Silesian University in Opava,2022 #231-240,#231-240
Universidade do Estado de Santa Catarina,2023 #1201-1400,#1201-1400
Universidade do Estado de Santa Catarina,2024 #1401+,#1401+
Universidad de Magallanes,2024 #=122,#=122
Hamad bin Khalifa University,2024 #=310,#=310
Universidad Autónoma de Asunción (UAA),2024 #=233,#=233
Suliman S. Olayan School of Business,2019 #33=,#33=
Suliman S. Olayan School of Business,2020 #44,#44
Suliman S. Olayan School of Business,2021 #=43,#=43
Suliman S. Olayan School of Business,2022 #=48,#=48
Suliman S. Olayan School of Business,2023 #61-70,#61-70
Suliman S. Olayan School of Business,2024 #61-70,#61-70
Harbin Engineering University,2021 #801-1000,#801-1000
Harbin Engineering University,2022 #801-1000,#801-1000
Harbin Engineering University,2023 #801-1000,#801-1000
Harbin Engineering University,2024 #1001-1200,#1001-1200
National Technical University of Athens,2012 #551- 600,#551- 600
National Technical University of Athens,2014 #501-550,#501-550
National Technical University of Athens,2015 #441-450,#441-450
National Technical University of Athens,2016 #=376,#=376
National Technical University of Athens,2017 #=395,#=395
National Technical University of Athens,2018 #401-410,#401-410
National Technical University of Athens,2019 #=446,#=446
National Technical University of Athens,2020 #454,#454
National Technical University of Athens,2021 #477,#477
National Technical University of Athens,2022 #=421,#=421
National Technical University of Athens,2023 #=422,#=422
National Technical University of Athens,2024 #=347,#=347
Port Said University,2024 #1001-1050,#1001-1050
Misr International University,2024 #171-200,#171-200
Damietta University,2022 #151-180,#151-180
Damietta University,2023 #171-200,#171-200
Damietta University,2024 #151-170,#151-170
Kindai University (Kinki University),2022 #1201+,#1201+
Kindai University (Kinki University),2023 #1201-1400,#1201-1400
Kindai University (Kinki University),2024 #1201-1400,#1201-1400
Shenzhen University,2020 #701-750,#701-750
Shenzhen University,2021 #601-650,#601-650
Shenzhen University,2022 #601-650,#601-650
Shenzhen University,2023 #581-590,#581-590
Shenzhen University,2024 #=595,#=595
S P Jain School of Global Management,2023 #40,#40
Tilburg School of Economics & Management,2022 #71-80,#71-80
University of Texas at San Antonio,2022 #801-1000,#801-1000
University of Texas at San Antonio,2023 #1001-1200,#1001-1200
University of Texas at San Antonio,2024 #1001-1200,#1001-1200
Technische Universität Dresden,2012 #288,#288
Technische Universität Dresden,2014 #262,#262
Technische Universität Dresden,2015 #234,#234
Technische Universität Dresden,2016 #227,#227
Technische Universität Dresden,2017 #=210,#=210
Technische Universität Dresden,2018 #=195,#=195
Technische Universität Dresden,2019 #191,#191
Technische Universität Dresden,2020 #179,#179
Technische Universität Dresden,2021 #173,#173
Technische Universität Dresden,2022 #=194,#=194
Technische Universität Dresden,2023 #200,#200
Technische Universität Dresden,2024 #=246,#=246
Universidad del Distrito Federal (UDF),2024 #=81,#=81
University North Croatia,2024 #=134,#=134
Kansai University ,2020 #251-300,#251-300
Kansai University ,2021 #251-300,#251-300
University of Texas Dallas,2014 #=366,#=366
University of Texas Dallas,2015 #=377,#=377
University of Texas Dallas,2016 #401-410,#401-410
University of Texas Dallas,2017 #=380,#=380
University of Texas Dallas,2018 #421-430,#421-430
University of Texas Dallas,2019 #=426,#=426
University of Texas Dallas,2020 #501-510,#501-510
University of Texas Dallas,2021 #531-540,#531-540
University of Texas Dallas,2022 #=477,#=477
University of Texas Dallas,2023 #521-530,#521-530
University of Texas Dallas,2024 #=520,#=520
Kogakuin University of Technology and Engineering,2023 #=339,#=339
Kogakuin University of Technology and Engineering,2024 #=364,#=364
La Trobe University,2012 #375,#375
La Trobe University,2014 #=390,#=390
La Trobe University,2015 #401-410,#401-410
La Trobe University,2016 #=394,#=394
La Trobe University,2017 #=386,#=386
La Trobe University,2018 #360,#360
La Trobe University,2019 #=397,#=397
La Trobe University,2020 #400,#400
La Trobe University,2021 #398,#398
La Trobe University,2022 #=362,#=362
La Trobe University,2023 #316,#316
La Trobe University,2024 #242,#242
Tata Institute of Fundamental Research,2015 #151-200,#151-200
Tata Institute of Fundamental Research,2015 #301-400,#301-400
Tata Institute of Fundamental Research,2016 #151-200,#151-200
Tata Institute of Fundamental Research,2017 #201-250,#201-250
Tata Institute of Fundamental Research,2017 #=314,#=314
Tata Institute of Fundamental Research,2018 #251-300,#251-300
Tata Institute of Fundamental Research,2018 #=285,#=285
Tata Institute of Fundamental Research,2019 #351-400,#351-400
Tata Institute of Fundamental Research,2019 #201-250,#201-250
Tata Institute of Fundamental Research,2019 #=306,#=306
Tata Institute of Fundamental Research,2020 #151-200,#151-200
Tata Institute of Fundamental Research,2020 #232,#232
Tata Institute of Fundamental Research,2020 #351-400,#351-400
Tata Institute of Fundamental Research,2020 #451-500,#451-500
Tata Institute of Fundamental Research,2020 #501-550,#501-550
Tata Institute of Fundamental Research,2021 #601-620,#601-620
Tata Institute of Fundamental Research,2021 #=291,#=291
Tata Institute of Fundamental Research,2021 #151-200,#151-200
Tata Institute of Fundamental Research,2021 #351-400,#351-400
Tata Institute of Fundamental Research,2022 #=322,#=322
Tata Institute of Fundamental Research,2022 #451-500,#451-500
Tata Institute of Fundamental Research,2022 #501-550,#501-550
Tata Institute of Fundamental Research,2022 #201-250,#201-250
Tata Institute of Fundamental Research,2022 #451-500,#451-500
Tata Institute of Fundamental Research,2023 #451-500,#451-500
Tata Institute of Fundamental Research,2023 #601-650,#601-650
Tata Institute of Fundamental Research,2023 #301-350,#301-350
Universidad Cooperativa de Colombia,2024 #=233,#=233
Hofstra University,2022 #501-550,#501-550
Hofstra University,2023 #551-600,#551-600
Niigata University,2012 #501- 550,#501- 550
Niigata University,2014 #601-650,#601-650
Niigata University,2015 #651-700,#651-700
Niigata University,2016 #701+,#701+
Niigata University,2017 #701+,#701+
Niigata University,2018 #701-750,#701-750
Niigata University,2019 #651-700,#651-700
Niigata University,2020 #601-650,#601-650
Niigata University,2021 #541-550,#541-550
Niigata University,2022 #541-550,#541-550
Niigata University,2023 #561-570,#561-570
Niigata University,2024 #851-900,#851-900
Kyoto Women's University,2013 #251-300,#251-300
Kyoto Women's University,2019 #451-500,#451-500
Kyoto Women's University,2021 #601+,#601+
Kyoto Women's University,2022 #651+,#651+
Kyoto Women's University,2023 #701-750,#701-750
Dumlupinar Üniversitesi,2024 #=58,#=58
Sunchon National University ,2023 #=294,#=294
Sunchon National University ,2024 #=325,#=325
Bar-Ilan University,2012 #601+,#601+
Bar-Ilan University,2014 #651-700,#651-700
Bar-Ilan University,2015 #651-700,#651-700
Bar-Ilan University,2016 #601-650,#601-650
Bar-Ilan University,2017 #601-650,#601-650
Bar-Ilan University,2018 #551-600,#551-600
Bar-Ilan University,2019 #601-650,#601-650
Bar-Ilan University,2020 #551-560,#551-560
Bar-Ilan University,2021 #551-560,#551-560
Bar-Ilan University,2022 #=477,#=477
Bar-Ilan University,2023 #501-510,#501-510
Bar-Ilan University,2024 #=545,#=545
Universidad Nacional de La Plata (UNLP),2012 #401- 450,#401- 450
Universidad Nacional de La Plata (UNLP),2014 #421-430,#421-430
Universidad Nacional de La Plata (UNLP),2015 #451-460,#451-460
Universidad Nacional de La Plata (UNLP),2016 #501-550,#501-550
Universidad Nacional de La Plata (UNLP),2017 #551-600,#551-600
Universidad Nacional de La Plata (UNLP),2018 #551-600,#551-600
Universidad Nacional de La Plata (UNLP),2019 #601-650,#601-650
Universidad Nacional de La Plata (UNLP),2020 #591-600,#591-600
Universidad Nacional de La Plata (UNLP),2021 #651-700,#651-700
Universidad Nacional de La Plata (UNLP),2022 #581-590,#581-590
Universidad Nacional de La Plata (UNLP),2023 #541-550,#541-550
Universidad Nacional de La Plata (UNLP),2024 #=540,#=540
Anadolu University,2022 #1001-1200,#1001-1200
Anadolu University,2023 #1201-1400,#1201-1400
Anadolu University,2024 #1201-1400,#1201-1400
UNIVERSITY OF GDANSK,2019 #801-1000,#801-1000
UNIVERSITY OF GDANSK,2020 #801-1000,#801-1000
UNIVERSITY OF GDANSK,2021 #801-1000,#801-1000
UNIVERSITY OF GDANSK,2022 #801-1000,#801-1000
UNIVERSITY OF GDANSK,2023 #801-1000,#801-1000
UNIVERSITY OF GDANSK,2024 #951-1000,#951-1000
"University of California, Davis",2012 #100,#100
"University of California, Davis",2014 #85,#85
"University of California, Davis",2015 #95,#95
"University of California, Davis",2016 #=85,#=85
"University of California, Davis",2017 #=85,#=85
"University of California, Davis",2018 #118,#118
"University of California, Davis",2019 #=100,#=100
"University of California, Davis",2020 #104,#104
"University of California, Davis",2021 #112,#112
"University of California, Davis",2022 #=108,#=108
"University of California, Davis",2023 #=102,#=102
"University of California, Davis",2024 #=118,#=118
National University of Kaohsiung,2024 #1201+,#1201+
Universidade Federal de Santa Maria,2014 # 701+,# 701+
Universidade Federal de Santa Maria,2015 # 701+,# 701+
Universidade Federal de Santa Maria,2016 #701+,#701+
Universidade Federal de Santa Maria,2017 #701+,#701+
Universidade Federal de Santa Maria,2018 #801-1000,#801-1000
Universidade Federal de Santa Maria,2019 #801-1000,#801-1000
Universidade Federal de Santa Maria,2021 #1001+,#1001+
Universidade Federal de Santa Maria,2022 #1201+,#1201+
Universidade Federal de Santa Maria,2023 #1201-1400,#1201-1400
Universidade Federal de Santa Maria,2024 #1201-1400,#1201-1400
Rheinische Friedrich-Wilhelms-Universität Bonn,2012 #151,#151
Rheinische Friedrich-Wilhelms-Universität Bonn,2014 #=163,#=163
Rheinische Friedrich-Wilhelms-Universität Bonn,2015 #177,#177
Rheinische Friedrich-Wilhelms-Universität Bonn,2016 #210,#210
Rheinische Friedrich-Wilhelms-Universität Bonn,2017 #231,#231
Rheinische Friedrich-Wilhelms-Universität Bonn,2018 #239,#239
Rheinische Friedrich-Wilhelms-Universität Bonn,2019 #255,#255
Rheinische Friedrich-Wilhelms-Universität Bonn,2020 #243,#243
Rheinische Friedrich-Wilhelms-Universität Bonn,2021 #240,#240
Rheinische Friedrich-Wilhelms-Universität Bonn,2022 #=226,#=226
Rheinische Friedrich-Wilhelms-Universität Bonn,2023 #201,#201
Rheinische Friedrich-Wilhelms-Universität Bonn,2024 #=239,#=239
Universidad de Las Américas Ecuador,2023 #1201-1400,#1201-1400
Universidad de Las Américas Ecuador,2024 #1201-1400,#1201-1400
Università degli Studi della Tuscia (University of Tuscia),2022 #1001-1200,#1001-1200
Università degli Studi della Tuscia (University of Tuscia),2023 #1001-1200,#1001-1200
Università degli Studi della Tuscia (University of Tuscia),2024 #1001-1200,#1001-1200
Ukrainian National Forestry University,2021 #251-300,#251-300
Ukrainian National Forestry University,2022 #251-300,#251-300
Universidad Panamericana (UP),2015 #551-600,#551-600
Universidad Panamericana (UP),2016 #651-700,#651-700
Universidad Panamericana (UP),2017 #701+,#701+
Universidad Panamericana (UP),2018 #801-1000,#801-1000
Universidad Panamericana (UP),2019 #751-800,#751-800
Universidad Panamericana (UP),2020 #601-650,#601-650
Universidad Panamericana (UP),2021 #571-580,#571-580
Universidad Panamericana (UP),2022 #551-560,#551-560
Universidad Panamericana (UP),2023 #541-550,#541-550
Universidad Panamericana (UP),2024 #661-670,#661-670
Bard College,2020 #151-200,#151-200
Bard College,2021 #151-200,#151-200
Bard College,2022 #151-200,#151-200
Bard College,2023 #151-200,#151-200
Balikesir Üniversitesi,2024 #=58,#=58
Nanjing Normal University,2023 #1001-1200,#1001-1200
Nanjing Normal University,2024 #1001-1200,#1001-1200
Fudan University,2012 #=90,#=90
Fudan University,2014 #88,#88
Fudan University,2015 #=71,#=71
Fudan University,2016 #=51,#=51
Fudan University,2017 #43,#43
Fudan University,2018 #40,#40
Fudan University,2019 #44,#44
Fudan University,2020 #40,#40
Fudan University,2021 #34,#34
Fudan University,2022 #31,#31
Fudan University,2023 #=34,#=34
Fudan University,2024 #50,#50
Volgograd State University,2015 #141-150,#141-150
Volgograd State University,2016 #131-140,#131-140
Volgograd State University,2018 #181-190,#181-190
Volgograd State University,2019 #201-250,#201-250
Volgograd State University,2020 #251-300,#251-300
Volgograd State University,2021 #231-240,#231-240
Volgograd State University,2022 #241-250,#241-250
D’Amore-McKim School of Business,2021 #17,#17
D’Amore-McKim School of Business,2022 #22,#22
D’Amore-McKim School of Business,2023 #24,#24
D’Amore-McKim School of Business,2024 #27,#27
University of Guam,2021 #301-350,#301-350
National Taipei University of Nursing and Health Sciences,2022 #101-150,#101-150
National Taipei University of Nursing and Health Sciences,2023 #51-100,#51-100
Chitkara University,2024 #1201-1400,#1201-1400
University of Missouri Saint Louis,2023 #1001-1200,#1001-1200
University of Missouri Saint Louis,2024 #1201-1400,#1201-1400
Nizhny Novgorod State Technical University n.a. R.E. Alekseev,2022 #351-400,#351-400
Indonesia Institute of the Arts Yogyakarta,2016 #51-100,#51-100
Indonesia Institute of the Arts Yogyakarta,2017 #24,#24
Indonesia Institute of the Arts Yogyakarta,2018 #17,#17
Indonesia Institute of the Arts Yogyakarta,2019 #51-100,#51-100
Indonesia Institute of the Arts Yogyakarta,2020 #51-100,#51-100
Indonesia Institute of the Arts Yogyakarta,2021 #101-150,#101-150
Indonesia Institute of the Arts Yogyakarta,2021 #51-100,#51-100
Indonesia Institute of the Arts Yogyakarta,2022 #101-150,#101-150
Indonesia Institute of the Arts Yogyakarta,2022 #51-100,#51-100
Indonesia Institute of the Arts Yogyakarta,2023 #151-200,#151-200
University of St. Thomas - Houston,2021 #201-250,#201-250
Universiti Teknologi PETRONAS (UTP),2017 #601-650,#601-650
Universiti Teknologi PETRONAS (UTP),2018 #601-650,#601-650
Universiti Teknologi PETRONAS (UTP),2019 #521-530,#521-530
Universiti Teknologi PETRONAS (UTP),2020 #482,#482
Universiti Teknologi PETRONAS (UTP),2021 #439,#439
Universiti Teknologi PETRONAS (UTP),2022 #=414,#=414
Universiti Teknologi PETRONAS (UTP),2023 #361,#361
Universiti Teknologi PETRONAS (UTP),2024 #=307,#=307
Voronezh State Technical University,2021 #351-400,#351-400
Voronezh State Technical University,2022 #401-450,#401-450
Indian Institute of Management (IIM) - Ahmedabad,2015 #101-150,#101-150
Indian Institute of Management (IIM) - Ahmedabad,2016 #101-150,#101-150
Indian Institute of Management (IIM) - Ahmedabad,2017 #101-150,#101-150
Indian Institute of Management (IIM) - Ahmedabad,2017 #401-450,#401-450
Indian Institute of Management (IIM) - Ahmedabad,2018 #101-150,#101-150
Indian Institute of Management (IIM) - Ahmedabad,2018 #=340,#=340
Indian Institute of Management (IIM) - Ahmedabad,2019 #51-100,#51-100
Indian Institute of Management (IIM) - Ahmedabad,2019 #401-450,#401-450
Indian Institute of Management (IIM) - Ahmedabad,2020 #51-100,#51-100
Indian Institute of Management (IIM) - Ahmedabad,2020 #289,#289
Indian Institute of Management (IIM) - Ahmedabad,2020 #351-400,#351-400
Indian Institute of Management (IIM) - Ahmedabad,2020 #201-250,#201-250
Indian Institute of Management (IIM) - Ahmedabad,2021 #=80,#=80
Indian Institute of Management (IIM) - Ahmedabad,2021 #=292,#=292
Indian Institute of Management (IIM) - Ahmedabad,2022 #=259,#=259
Indian Institute of Management (IIM) - Ahmedabad,2022 #65,#65
Indian Institute of Management (IIM) - Ahmedabad,2023 #224,#224
Indian Institute of Management (IIM) - Ahmedabad,2023 #53,#53
Supélec,2015 #101-150,#101-150
Saint Joseph University of Beirut (USJ) ,2012 #501- 550,#501- 550
Saint Joseph University of Beirut (USJ) ,2014 #601-650,#601-650
Saint Joseph University of Beirut (USJ) ,2015 #551-600,#551-600
Saint Joseph University of Beirut (USJ) ,2016 #601-650,#601-650
Saint Joseph University of Beirut (USJ) ,2017 #491-500,#491-500
Saint Joseph University of Beirut (USJ) ,2018 #491-500,#491-500
Saint Joseph University of Beirut (USJ) ,2019 #=500,#=500
Saint Joseph University of Beirut (USJ) ,2020 #561-570,#561-570
Saint Joseph University of Beirut (USJ) ,2021 #541-550,#541-550
Saint Joseph University of Beirut (USJ) ,2022 #531-540,#531-540
Saint Joseph University of Beirut (USJ) ,2023 #531-540,#531-540
Saint Joseph University of Beirut (USJ) ,2024 #631-640,#631-640
Universiti Teknologi Brunei,2019 #442,#442
Universiti Teknologi Brunei,2020 #379,#379
Universiti Teknologi Brunei,2021 #350,#350
Universiti Teknologi Brunei,2022 #=344,#=344
Universiti Teknologi Brunei,2023 #=340,#=340
Universiti Teknologi Brunei,2024 #525,#525
Morgan State University,2021 #251-300,#251-300
University of Namur,2024 #=603,#=603
Institut Supérieur de l'Aéronautique et de l'Espace (ISAE),2022 #201-250,#201-250
Institut Supérieur de l'Aéronautique et de l'Espace (ISAE),2023 #151-200,#151-200
Banasthali Vidyapith,2023 #=131,#=131
Banasthali Vidyapith,2024 #=204,#=204
Kansai Gaidai University,2023 #=314,#=314
Kansai Gaidai University,2024 #=325,#=325
University of Belgrade,2012 #601+,#601+
University of Belgrade,2014 # 701+,# 701+
University of Belgrade,2015 # 701+,# 701+
University of Belgrade,2016 #701+,#701+
University of Belgrade,2017 #701+,#701+
University of Belgrade,2018 #801-1000,#801-1000
University of Belgrade,2019 #801-1000,#801-1000
University of Belgrade,2020 #801-1000,#801-1000
University of Belgrade,2021 #1001+,#1001+
University of Belgrade,2022 #1001-1200,#1001-1200
University of Belgrade,2023 #1001-1200,#1001-1200
University of Belgrade,2024 #721-730,#721-730
Business School Lausanne,2018 #101+,#101+
Business School Lausanne,2019 #101+,#101+
BRAC University,2022 #1001-1200,#1001-1200
BRAC University,2023 #1001-1200,#1001-1200
BRAC University,2024 #1001-1200,#1001-1200
Dhurakij Pundit University,2023 #=93,#=93
Dhurakij Pundit University,2024 #=127,#=127
University of St Thomas,2020 #201-250,#201-250
University of St Thomas,2020 #251-300,#251-300
University of St Thomas,2021 #201-250,#201-250
Zhejiang University School of Management,2022 #61-70,#61-70
Zhejiang University School of Management,2023 #61-70,#61-70
Zhejiang University School of Management,2024 #71-80,#71-80
Kazan National Research Technical University named after A.N.Tupolev-KAI,2015 #131-140,#131-140
Kazan National Research Technical University named after A.N.Tupolev-KAI,2016 #141-150,#141-150
Kazan National Research Technical University named after A.N.Tupolev-KAI,2018 #151-160,#151-160
Kazan National Research Technical University named after A.N.Tupolev-KAI,2019 #181-190,#181-190
Kazan National Research Technical University named after A.N.Tupolev-KAI,2020 #193,#193
Kazan National Research Technical University named after A.N.Tupolev-KAI,2021 #185,#185
Kazan National Research Technical University named after A.N.Tupolev-KAI,2022 #=168,#=168
Harbin Cambridge University,2023 #301-340,#301-340
University of Surabaya,2023 #=103,#=103
University of Surabaya,2024 #=117,#=117
Orel State University named after I.S. Turgenev,2021 #301-350,#301-350
Trinity College Dublin,2022 #6,#6
Trinity College Dublin,2023 #7,#7
Trinity College Dublin,2024 #8,#8
Gunma Prefectural Women's University,2024 #=350,#=350
Musashino University,2017 #151-200,#151-200
Musashino University,2018 #151-200,#151-200
Musashino University,2020 #151-200,#151-200
Musashino University,2021 #201-220,#201-220
Musashino University,2022 #101-150,#101-150
Musashino University,2023 #101-150,#101-150
Université Paris-Est Créteil Val de Marne,2016 #301-400,#301-400
Université Paris-Est Créteil Val de Marne,2017 #301-350,#301-350
Université Paris-Est Créteil Val de Marne,2018 #251-300,#251-300
Université Paris-Est Créteil Val de Marne,2019 #451-500,#451-500
Université Paris-Est Créteil Val de Marne,2019 #551-600,#551-600
Université Paris-Est Créteil Val de Marne,2019 #201-250,#201-250
Université Paris-Est Créteil Val de Marne,2019 #401-450,#401-450
Université Paris-Est Créteil Val de Marne,2020 #251-300,#251-300
Université Paris-Est Créteil Val de Marne,2020 #451-500,#451-500
Université Paris-Est Créteil Val de Marne,2020 #451-500,#451-500
Université Paris-Est Créteil Val de Marne,2020 #351-400,#351-400
Université Paris-Est Créteil Val de Marne,2020 #351-400,#351-400
Université Paris-Est Créteil Val de Marne,2020 #201-250,#201-250
Université Paris-Est Créteil Val de Marne,2020 #377,#377
Université Paris-Est Créteil Val de Marne,2021 #301-350,#301-350
Université Paris-Est Créteil Val de Marne,2021 #351-400,#351-400
Université Paris-Est Créteil Val de Marne,2021 #451-500,#451-500
Université Paris-Est Créteil Val de Marne,2021 #501-550,#501-550
Université Paris-Est Créteil Val de Marne,2021 #451-500,#451-500
Université Paris-Est Créteil Val de Marne,2021 #151-200,#151-200
Université Paris-Est Créteil Val de Marne,2021 #301-350,#301-350
Université Paris-Est Créteil Val de Marne,2022 #401-450,#401-450
Université Paris-Est Créteil Val de Marne,2022 #301-350,#301-350
Université Paris-Est Créteil Val de Marne,2022 #251-300,#251-300
Université Paris-Est Créteil Val de Marne,2022 #351-400,#351-400
Université Paris-Est Créteil Val de Marne,2022 #551-600,#551-600
Université Paris-Est Créteil Val de Marne,2022 #451-500,#451-500
Université Paris-Est Créteil Val de Marne,2022 #151-200,#151-200
Université Paris-Est Créteil Val de Marne,2022 #301-350,#301-350
Université Paris-Est Créteil Val de Marne,2023 #401-450,#401-450
Université Paris-Est Créteil Val de Marne,2023 #501-550,#501-550
Université Paris-Est Créteil Val de Marne,2023 #151-200,#151-200
Université Paris-Est Créteil Val de Marne,2023 #651-680,#651-680
Université Paris-Est Créteil Val de Marne,2023 #401-450,#401-450
Université Paris-Est Créteil Val de Marne,2023 #401-450,#401-450
Université Paris-Est Créteil Val de Marne,2023 #351-400,#351-400
Korea University,2012 #137,#137
Korea University,2014 #=145,#=145
Korea University,2015 #=116,#=116
Korea University,2016 #104,#104
Korea University,2017 #=98,#=98
Korea University,2018 #=90,#=90
Korea University,2019 #86,#86
Korea University,2020 #83,#83
Korea University,2021 #69,#69
Korea University,2022 #74,#74
Korea University,2023 #74,#74
Korea University,2024 #79,#79
Claremont Graduate University,2022 #51-100,#51-100
Claremont Graduate University,2023 #51-100,#51-100
Ambassador Crawford College of Business and Entrepreneurship,2019 #51+,#51+
Ambassador Crawford College of Business and Entrepreneurship,2020 #51+,#51+
Ambassador Crawford College of Business and Entrepreneurship,2021 #51+,#51+
Ambassador Crawford College of Business and Entrepreneurship,2022 #101+,#101+
Ambassador Crawford College of Business and Entrepreneurship,2023 #101+,#101+
Ambassador Crawford College of Business and Entrepreneurship,2024 #101+,#101+
Szechenyi Istvan University (University of Gyor),2022 #801-1000,#801-1000
Szechenyi Istvan University (University of Gyor),2023 #801-1000,#801-1000
Szechenyi Istvan University (University of Gyor),2024 #1001-1200,#1001-1200
Universidad Autónoma de San Luis de Potosí,2021 #1001+,#1001+
Universidad Autónoma de San Luis de Potosí,2022 #1201+,#1201+
Universidad Autónoma de San Luis de Potosí,2023 #1201-1400,#1201-1400
Universidad Autónoma de San Luis de Potosí,2024 #1401+,#1401+
Izmir Ekonomi Universitesi / Izmir University of Economics,2024 #44,#44
Incheon National University,2024 #1201+,#1201+
Kenyatta University,2024 #1201-1400,#1201-1400
University of Notre Dame,2012 #235,#235
University of Notre Dame,2014 #224,#224
University of Notre Dame,2015 #237,#237
University of Notre Dame,2016 #=195,#=195
University of Notre Dame,2017 #=203,#=203
University of Notre Dame,2018 #216,#216
University of Notre Dame,2019 #=212,#=212
University of Notre Dame,2020 #210,#210
